"author_anon","object_id","object_name","commit_time","year","commit_type","commit_message","total_changes","pageid","page_title","revid","parentid","rev_size","source_namespace","author_id","author_name","author_type","minor","anon"
"WNAME_MediaWiki_default","1","Halaman Utama","2014-09-04T20:42:44Z",2014,"wiki_system_edit","",479,1,"Halaman Utama",1,NA,479,0,0,"MediaWiki default","system",TRUE,FALSE
"W2","1","Halaman Utama","2014-09-05T09:02:31Z",2014,"wiki_minor_edit","/* Memulai penggunaan */",4541,1,"Halaman Utama",5,NA,5020,0,2,"Mtwoll","human",TRUE,FALSE
"W2","1","Halaman Utama","2014-09-05T09:10:26Z",2014,"wiki_minor_edit","/* Test Copy of the english Scratch Wiki Homepage */",7108,1,"Halaman Utama",6,NA,12128,0,2,"Mtwoll","human",TRUE,FALSE
"W2","1","Halaman Utama","2014-09-05T09:12:09Z",2014,"wiki_minor_edit","/* Test Copy of the DACH Scratch Wiki Homepage */",43,1,"Halaman Utama",7,NA,12171,0,2,"Mtwoll","human",TRUE,FALSE
"W2","1","Halaman Utama","2014-09-05T09:12:38Z",2014,"wiki_minor_edit","/* Test Copy of the english Scratch Wiki Homepage */",53,1,"Halaman Utama",8,NA,12224,0,2,"Mtwoll","human",TRUE,FALSE
"W2","1","Halaman Utama","2014-09-05T09:16:49Z",2014,"wiki_minor_edit","/* Test Copy of the english Scratch Wiki Homepage */",2,1,"Halaman Utama",9,NA,12226,0,2,"Mtwoll","human",TRUE,FALSE
"W2","1","Halaman Utama","2014-09-05T09:17:41Z",2014,"wiki_minor_edit","/* Test Copy of the english Scratch Wiki Homepage */",1,1,"Halaman Utama",10,NA,12227,0,2,"Mtwoll","human",TRUE,FALSE
"W2","1","Halaman Utama","2014-09-05T09:19:14Z",2014,"wiki_minor_edit","/* Test Copy of the english Scratch Wiki Homepage */",1,1,"Halaman Utama",11,NA,12228,0,2,"Mtwoll","human",TRUE,FALSE
"W2","1","Halaman Utama","2014-09-05T09:33:00Z",2014,"wiki_minor_edit","/* Test Copy of the english Scratch Wiki Homepage */",42,1,"Halaman Utama",12,NA,12270,0,2,"Mtwoll","human",TRUE,FALSE
"W2","1","Halaman Utama","2014-09-05T17:22:55Z",2014,"wiki_minor_edit","/* Test Copy of the english Scratch Wiki Homepage */",5,1,"Halaman Utama",17,NA,12275,0,2,"Mtwoll","human",TRUE,FALSE
"W5","1","Halaman Utama","2014-09-06T21:55:27Z",2014,"wiki_minor_edit","updated one thing",-5,1,"Halaman Utama",19,NA,12270,0,5,"Curiouscrab","human",TRUE,FALSE
"W5","1","Halaman Utama","2014-09-06T21:56:30Z",2014,"wiki_minor_edit","updated link to match rest",-13,1,"Halaman Utama",20,NA,12257,0,5,"Curiouscrab","human",TRUE,FALSE
"W5","1","Halaman Utama","2014-09-06T22:03:19Z",2014,"wiki_minor_edit","noticeable message for non-editing visitors",92,1,"Halaman Utama",21,NA,12349,0,5,"Curiouscrab","human",TRUE,FALSE
"W2","1","Halaman Utama","2014-09-08T14:02:19Z",2014,"wiki_minor_edit","/* Test Copy of the english Scratch Wiki Homepage */",210,1,"Halaman Utama",30,NA,12559,0,2,"Mtwoll","human",TRUE,FALSE
"W2","1","Halaman Utama","2014-09-08T15:10:21Z",2014,"wiki_minor_edit","/* Test Copy of the english Scratch Wiki Homepage */",43,1,"Halaman Utama",31,NA,12602,0,2,"Mtwoll","human",TRUE,FALSE
"W2","1","Halaman Utama","2014-09-08T15:16:14Z",2014,"wiki_minor_edit","/* Test Copy of the english Scratch Wiki Homepage */",288,1,"Halaman Utama",32,NA,12890,0,2,"Mtwoll","human",TRUE,FALSE
"W2","1","Halaman Utama","2014-09-09T07:47:13Z",2014,"wiki_minor_edit","/* Test Copy of the english Scratch Wiki Homepage */",57,1,"Halaman Utama",34,NA,12947,0,2,"Mtwoll","human",TRUE,FALSE
"W1","1","Halaman Utama","2014-09-10T18:33:40Z",2014,"wiki_minor_edit","",46,1,"Halaman Utama",52,NA,12993,0,1,"Admin","human",TRUE,FALSE
"W1","1","Halaman Utama","2014-09-10T18:34:38Z",2014,"wiki_minor_edit","",-46,1,"Halaman Utama",53,NA,12947,0,1,"Admin","human",TRUE,FALSE
"W2","1","Halaman Utama","2014-09-10T20:08:49Z",2014,"wiki_minor_edit","/* Test Copy of the english Scratch Wiki Homepage */",542,1,"Halaman Utama",59,NA,13489,0,2,"Mtwoll","human",TRUE,FALSE
"W3","1","Halaman Utama","2014-09-11T10:53:35Z",2014,"wiki_minor_edit","Melindungi ""[[Halaman Utama]]"" (‎[edit=sysop] (selamanya) ‎[move=sysop] (selamanya))",0,1,"Halaman Utama",64,NA,13489,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2014-09-11T12:10:25Z",2014,"wiki_minor_edit","/* Test Copy of the english Scratch Wiki Homepage */ translated a few minor stuff",-7,1,"Halaman Utama",69,NA,13482,0,3,"Rumanti","human",TRUE,FALSE
"W2","1","Halaman Utama","2014-09-12T05:26:51Z",2014,"wiki_minor_edit","/* Test Copy of the english Scratch Wiki Homepage */",460,1,"Halaman Utama",73,NA,13942,0,2,"Mtwoll","human",TRUE,FALSE
"W3","1","Halaman Utama","2014-09-12T10:15:34Z",2014,"wiki_minor_edit","moved the messages to the community portal",-9459,1,"Halaman Utama",79,NA,4483,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2014-09-14T10:07:37Z",2014,"wiki_minor_edit","centering the header and translating ""about scratch wiki""",108,1,"Halaman Utama",120,NA,4591,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2014-09-14T10:08:50Z",2014,"wiki_minor_edit","whoops typo",-36,1,"Halaman Utama",121,NA,4555,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2014-09-22T12:08:38Z",2014,"wiki_minor_edit","Merapikan beberapa hal",2,1,"Halaman Utama",163,NA,4557,0,3,"Rumanti","human",TRUE,FALSE
"W2","1","Halaman Utama","2014-09-24T09:29:11Z",2014,"wiki_minor_edit","",60,1,"Halaman Utama",170,NA,4617,0,2,"Mtwoll","human",TRUE,FALSE
"W3","1","Halaman Utama","2014-10-17T11:05:49Z",2014,"wiki_minor_edit","",-4,1,"Halaman Utama",231,NA,4613,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2014-11-16T10:40:13Z",2014,"wiki_minor_edit","",4,1,"Halaman Utama",270,NA,4617,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2014-12-03T13:27:10Z",2014,"wiki_minor_edit","scratch wiki bahasa lain",-28,1,"Halaman Utama",318,NA,4589,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2015-03-07T09:26:42Z",2015,"wiki_minor_edit","",-345,1,"Halaman Utama",533,NA,4244,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2015-03-26T09:11:11Z",2015,"wiki_minor_edit","",-8,1,"Halaman Utama",628,NA,4236,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2015-03-30T09:14:24Z",2015,"wiki_minor_edit","japanese interwiki",26,1,"Halaman Utama",678,NA,4262,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2015-05-03T05:56:26Z",2015,"wiki_minor_edit","Fix Russian interwiki",-18,1,"Halaman Utama",862,NA,4244,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2015-06-06T15:12:00Z",2015,"wiki_minor_edit","menambahkan scratch wiki bahasa jepang",45,1,"Halaman Utama",934,NA,4289,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2015-09-11T13:11:25Z",2015,"wiki_minor_edit","...",5,1,"Halaman Utama",1538,NA,4294,0,3,"Rumanti","human",TRUE,FALSE
"W7","1","Halaman Utama","2015-12-30T23:24:37Z",2015,"wiki_minor_edit","Interwiki baru",19,1,"Halaman Utama",1883,NA,4313,0,7,"Really A","human",TRUE,FALSE
"W7","1","Halaman Utama","2015-12-30T23:26:28Z",2015,"wiki_minor_edit","interwiki baru",17,1,"Halaman Utama",1884,NA,4330,0,7,"Really A","human",TRUE,FALSE
"W2","1","Halaman Utama","2016-04-28T15:10:24Z",2016,"wiki_minor_edit","",117,1,"Halaman Utama",1987,NA,4447,0,2,"Mtwoll","human",TRUE,FALSE
"W3","1","Halaman Utama","2016-08-27T02:30:58Z",2016,"wiki_minor_edit","",168,1,"Halaman Utama",2039,NA,4615,0,3,"Rumanti","human",TRUE,FALSE
"W2","1","Halaman Utama","2016-11-28T10:40:10Z",2016,"wiki_minor_edit","",8,1,"Halaman Utama",2089,NA,4623,0,2,"Mtwoll","human",TRUE,FALSE
"W3","1","Halaman Utama","2017-02-09T00:27:15Z",2017,"wiki_minor_edit","",-139,1,"Halaman Utama",2196,NA,4484,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2018-03-13T07:34:15Z",2018,"wiki_minor_edit","",906,1,"Halaman Utama",3075,NA,5390,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2018-03-13T07:36:21Z",2018,"wiki_minor_edit","",63,1,"Halaman Utama",3076,NA,5453,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2018-03-13T07:39:43Z",2018,"wiki_minor_edit","",52,1,"Halaman Utama",3077,NA,5505,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2018-03-14T05:14:00Z",2018,"wiki_minor_edit","memanjangkan kotak gambar pilihan dan mengganti isi",31,1,"Halaman Utama",3086,NA,5536,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2018-03-14T05:15:48Z",2018,"wiki_minor_edit","oh ya",-24,1,"Halaman Utama",3087,NA,5512,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2018-07-29T06:26:14Z",2018,"wiki_minor_edit","",6,1,"Halaman Utama",3465,NA,5518,0,3,"Rumanti","human",TRUE,FALSE
"W17","1","Halaman Utama","2018-12-08T17:18:07Z",2018,"wiki_minor_edit","Added French interwiki.",28,1,"Halaman Utama",3921,NA,5546,0,17,"ErnieParke","human",TRUE,FALSE
"W3","1","Halaman Utama","2019-06-18T09:25:51Z",2019,"wiki_minor_edit","",-7,1,"Halaman Utama",4519,NA,5539,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2019-06-19T13:21:18Z",2019,"wiki_minor_edit","←Suntingan [[Special:Contributions/Rumanti|Rumanti]] ([[User talk:Rumanti|bicara]]) dibatalkan ke versi terakhir oleh [[User:ErnieParke|ErnieParke]]",7,1,"Halaman Utama",4533,NA,5546,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2019-06-21T14:23:33Z",2019,"wiki_minor_edit","",-7,1,"Halaman Utama",4602,NA,5539,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2019-06-30T07:24:37Z",2019,"wiki_minor_edit","",40,1,"Halaman Utama",4883,NA,5579,0,3,"Rumanti","human",TRUE,FALSE
"W3","1","Halaman Utama","2019-08-03T07:45:15Z",2019,"wiki_minor_edit","",30,1,"Halaman Utama",5019,NA,5609,0,3,"Rumanti","human",TRUE,FALSE
"W7","8","Latar","2014-09-07T13:50:40Z",2014,"wiki_minor_edit","←Membuat halaman berisi '[[File:Castle door.png|thumb|240px|Salah satu contoh latar yang ada bersama Scratch]]Latar adalah salah satu dari banyak kemungkinan frame (?) atau background (?) dari...'",1934,8,"Latar",24,NA,1934,0,7,"Really A","human",TRUE,FALSE
"W3","8","Latar","2014-09-09T10:27:50Z",2014,"wiki_minor_edit","membetulkan beberapa kata, dan lain-lain",64,8,"Latar",39,NA,1998,0,3,"Rumanti","human",TRUE,FALSE
"W8","8","Latar","2014-09-10T19:43:37Z",2014,"wiki_minor_edit","added interwiki",27,8,"Latar",57,NA,2025,0,8,"LiFaytheGoblin","human",TRUE,FALSE
"W7","8","Latar","2014-11-30T23:18:59Z",2014,"wiki_minor_edit","membetulkan link ke interwikinya",3,8,"Latar",307,NA,2028,0,7,"Really A","human",TRUE,FALSE
"W7","8","Latar","2014-11-30T23:34:44Z",2014,"wiki_minor_edit","membetulkan sebagian link",35,8,"Latar",308,NA,2063,0,7,"Really A","human",TRUE,FALSE
"W3","8","Latar","2015-01-02T10:17:20Z",2015,"wiki_minor_edit","/* Sejarah */ menghapus bagian tentang balok ketika latar menjadi karena seharusnya balok punya artikel sendiri",-307,8,"Latar",426,NA,1756,0,3,"Rumanti","human",TRUE,FALSE
"W3","8","Latar","2015-01-02T10:30:21Z",2015,"wiki_minor_edit","",32,8,"Latar",427,NA,1788,0,3,"Rumanti","human",TRUE,FALSE
"W4","8","Latar","2015-03-27T06:32:02Z",2015,"wiki_minor_edit","interwiki",18,8,"Latar",640,NA,1806,0,4,"Dimon4ezzz","human",TRUE,FALSE
"W3","8","Latar","2015-07-22T23:48:36Z",2015,"wiki_minor_edit","",42,8,"Latar",1163,NA,1848,0,3,"Rumanti","human",TRUE,FALSE
"W2","8","Latar","2015-09-03T14:44:37Z",2015,"wiki_minor_edit","",-1,8,"Latar",1467,NA,1847,0,2,"Mtwoll","human",TRUE,FALSE
"W20","8","Latar","2015-10-21T19:56:10Z",2015,"wiki_bot_edit","bot Mengubah: [[de:Bühnenbild]], [[en:Backdrops]]",8,8,"Latar",1719,NA,1855,0,20,"InterwikiBot","bot",TRUE,FALSE
"W20","8","Latar","2016-02-19T13:24:56Z",2016,"wiki_bot_edit","Robot: Mengubah [[en:Backdrops]] menjadi [[en:Backdrop]]",-1,8,"Latar",1922,NA,1854,0,20,"InterwikiBot","bot",TRUE,FALSE
"W20","8","Latar","2017-07-02T17:04:01Z",2017,"wiki_bot_edit","Adding interwikis.",52,8,"Latar",2359,NA,1906,0,20,"InterwikiBot","bot",TRUE,FALSE
"W3","18","Scratcher","2014-09-09T10:39:03Z",2014,"wiki_minor_edit","artikel baru",2674,18,"Scratcher",40,NA,2674,0,3,"Rumanti","human",TRUE,FALSE
"W2","18","Scratcher","2014-09-13T15:52:10Z",2014,"wiki_minor_edit","",17,18,"Scratcher",92,NA,2691,0,2,"Mtwoll","human",TRUE,FALSE
"W3","18","Scratcher","2014-09-22T12:24:39Z",2014,"wiki_minor_edit","reference --- referensi",75,18,"Scratcher",166,NA,2766,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2014-09-22T13:20:47Z",2014,"wiki_minor_edit","/* Jumlah */ angka baru",0,18,"Scratcher",167,NA,2766,0,3,"Rumanti","human",TRUE,FALSE
"W2","18","Scratcher","2014-09-24T07:54:34Z",2014,"wiki_minor_edit","",17,18,"Scratcher",168,NA,2783,0,2,"Mtwoll","human",TRUE,FALSE
"W2","18","Scratcher","2014-09-24T08:01:22Z",2014,"wiki_minor_edit","",24,18,"Scratcher",169,NA,2807,0,2,"Mtwoll","human",TRUE,FALSE
"W3","18","Scratcher","2015-01-08T03:10:43Z",2015,"wiki_minor_edit","/* Jumlah */ 5 juta",0,18,"Scratcher",436,NA,2807,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2015-01-10T07:49:25Z",2015,"wiki_minor_edit","/* Mendaftar */",-5,18,"Scratcher",442,NA,2802,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2015-01-10T08:04:29Z",2015,"wiki_minor_edit","/* Mendaftar */ menambahkan gambar ikon standar",57,18,"Scratcher",445,NA,2859,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2015-01-10T08:05:08Z",2015,"wiki_minor_edit","/* Mendaftar */",1,18,"Scratcher",446,NA,2860,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2015-03-28T11:19:12Z",2015,"wiki_minor_edit","/* Mendaftar */ menambahkan tautan ke artikel utama: [[Membuat Akun]]",36,18,"Scratcher",655,NA,2896,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2015-03-28T11:19:33Z",2015,"wiki_minor_edit","/* Mendaftar */",1,18,"Scratcher",656,NA,2897,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2015-04-02T00:17:26Z",2015,"wiki_minor_edit","/* Mendaftar */",-14,18,"Scratcher",684,NA,2883,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2015-04-04T08:32:10Z",2015,"wiki_minor_edit","/* Jumlah */ diperbarui",0,18,"Scratcher",711,NA,2883,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2015-07-02T13:40:00Z",2015,"wiki_minor_edit","",27,18,"Scratcher",996,NA,2910,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2015-07-20T06:17:25Z",2015,"wiki_minor_edit","/* Mendaftar */",7,18,"Scratcher",1057,NA,2917,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2015-07-20T06:18:32Z",2015,"wiki_minor_edit","/* Definisi */",34,18,"Scratcher",1058,NA,2951,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2015-08-05T21:55:27Z",2015,"wiki_minor_edit","/* Definisi */",23,18,"Scratcher",1288,NA,2974,0,3,"Rumanti","human",TRUE,FALSE
"W7","18","Scratcher","2015-08-25T06:13:47Z",2015,"wiki_minor_edit","Mengganti ""website"" dengan ""Situs"" dan mengubah jumlah scratcher",-13,18,"Scratcher",1415,NA,2961,0,7,"Really A","human",TRUE,FALSE
"W3","18","Scratcher","2015-08-29T03:12:40Z",2015,"wiki_minor_edit","/* Lihat Juga */ status scratcher baru",13,18,"Scratcher",1452,NA,2974,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2016-02-09T01:02:13Z",2016,"wiki_minor_edit","/* Mendaftar */",6,18,"Scratcher",1910,NA,2980,0,3,"Rumanti","human",TRUE,FALSE
"W20","18","Scratcher","2018-12-09T20:18:43Z",2018,"wiki_bot_edit","Adding interwikis.",16,18,"Scratcher",3946,NA,2996,0,20,"InterwikiBot","bot",TRUE,FALSE
"W3","18","Scratcher","2019-07-10T13:26:57Z",2019,"wiki_minor_edit","/* Lihat Juga */",29,18,"Scratcher",4906,NA,3025,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2020-09-10T05:06:16Z",2020,"wiki_minor_edit","menambahkan link, mengubah phrasing",364,18,"Scratcher",5895,NA,3389,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2020-09-10T05:57:22Z",2020,"wiki_minor_edit","/* Definisi */",6,18,"Scratcher",5898,NA,3395,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2020-09-10T05:58:08Z",2020,"wiki_minor_edit","",10,18,"Scratcher",5899,NA,3405,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2020-09-10T06:05:39Z",2020,"wiki_minor_edit","/* Mendaftar */",90,18,"Scratcher",5902,NA,3495,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2020-09-10T06:14:48Z",2020,"wiki_minor_edit","/* Ranking */",-230,18,"Scratcher",5903,NA,3265,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2020-09-10T06:15:22Z",2020,"wiki_minor_edit","/* Pengelompokkan */",-2,18,"Scratcher",5904,NA,3263,0,3,"Rumanti","human",TRUE,FALSE
"W3","18","Scratcher","2020-09-10T06:20:04Z",2020,"wiki_minor_edit","/* Jumlah */",54,18,"Scratcher",5905,NA,3317,0,3,"Rumanti","human",TRUE,FALSE
"W3","22","Palet Balok","2014-09-10T09:08:53Z",2014,"wiki_minor_edit","artikel baru",1493,22,"Palet Balok",44,NA,1493,0,3,"Rumanti","human",TRUE,FALSE
"W3","22","Palet Balok","2014-09-10T12:26:59Z",2014,"wiki_minor_edit","added image --- menambahkan gambar",58,22,"Palet Balok",46,NA,1551,0,3,"Rumanti","human",TRUE,FALSE
"W8","22","Palet Balok","2014-09-10T19:49:31Z",2014,"wiki_minor_edit","interwiki",22,22,"Palet Balok",58,NA,1573,0,8,"LiFaytheGoblin","human",TRUE,FALSE
"W3","22","Palet Balok","2014-10-06T10:43:30Z",2014,"wiki_minor_edit","Rumanti memindahkan halaman [[Palet Blok]] ke [[Palet Balok]]: block = balok",0,22,"Palet Balok",199,NA,1573,0,3,"Rumanti","human",TRUE,FALSE
"W3","22","Palet Balok","2015-01-06T13:55:21Z",2015,"wiki_minor_edit","membetulkan beberapa kalimat dan mengganti semua kata dari ""blok"" menjadi ""balok""",50,22,"Palet Balok",429,NA,1623,0,3,"Rumanti","human",TRUE,FALSE
"W3","22","Palet Balok","2015-08-12T14:31:29Z",2015,"wiki_minor_edit","",90,22,"Palet Balok",1317,NA,1713,0,3,"Rumanti","human",TRUE,FALSE
"W3","22","Palet Balok","2017-01-28T07:28:28Z",2017,"wiki_minor_edit","",31,22,"Palet Balok",2179,NA,1744,0,3,"Rumanti","human",TRUE,FALSE
"W20","22","Palet Balok","2017-07-02T17:04:53Z",2017,"wiki_bot_edit","Adding interwikis.",52,22,"Palet Balok",2360,NA,1796,0,20,"InterwikiBot","bot",TRUE,FALSE
"W3","24","Cloning","2014-09-10T12:33:31Z",2014,"wiki_minor_edit","artikel baru--- tanpa blok, menunggu plugin ScratchBlocks bahasa Indonesia",1407,24,"Cloning",47,NA,1407,0,3,"Rumanti","human",TRUE,FALSE
"W3","24","Cloning","2014-09-10T12:34:34Z",2014,"wiki_minor_edit","",17,24,"Cloning",48,NA,1424,0,3,"Rumanti","human",TRUE,FALSE
"W8","24","Cloning","2014-09-10T19:40:49Z",2014,"wiki_minor_edit","added interwiki",30,24,"Cloning",56,NA,1454,0,8,"LiFaytheGoblin","human",TRUE,FALSE
"W4","24","Cloning","2014-09-25T08:32:46Z",2014,"wiki_minor_edit","Interwiki",32,24,"Cloning",171,NA,1486,0,4,"Dimon4ezzz","human",TRUE,FALSE
"W3","24","Cloning","2015-02-25T07:05:42Z",2015,"wiki_minor_edit","",36,24,"Cloning",517,NA,1522,0,3,"Rumanti","human",TRUE,FALSE
"W10","24","Cloning","2015-08-02T06:15:34Z",2015,"wiki_minor_edit","",-4,24,"Cloning",1251,NA,1518,0,10,"MorningDew","human",TRUE,FALSE
"W3","24","Cloning","2015-09-10T15:05:31Z",2015,"wiki_minor_edit","",25,24,"Cloning",1525,NA,1543,0,3,"Rumanti","human",TRUE,FALSE
"W20","24","Cloning","2016-01-02T00:32:37Z",2016,"wiki_bot_edit","bot Menambah: [[ja:クローン(clone)]]",27,24,"Cloning",1892,NA,1570,0,20,"InterwikiBot","bot",TRUE,FALSE
"W7","24","Cloning","2016-03-31T14:16:52Z",2016,"wiki_minor_edit","Sangat ''outdated''. Harus segera diperbarui. Disetel sebagai rintisan untuk sementara",13,24,"Cloning",1950,NA,1583,0,7,"Really A","human",TRUE,FALSE
"W3","24","Cloning","2016-08-29T02:37:06Z",2016,"wiki_minor_edit","Update PART ONE. Dan saya mengetahui bahwa gambar penjelasan ""cloning""-nya kurang bagus.",390,24,"Cloning",2041,NA,1973,0,3,"Rumanti","human",TRUE,FALSE
"W3","24","Cloning","2016-08-29T05:20:31Z",2016,"wiki_minor_edit","",47,24,"Cloning",2042,NA,2020,0,3,"Rumanti","human",TRUE,FALSE
"W3","24","Cloning","2016-08-29T06:14:12Z",2016,"wiki_minor_edit","/* Balok Cloning */",825,24,"Cloning",2046,NA,2845,0,3,"Rumanti","human",TRUE,FALSE
"W3","24","Cloning","2016-08-29T06:21:32Z",2016,"wiki_minor_edit","/* Duplikasi Sprite */",448,24,"Cloning",2047,NA,3293,0,3,"Rumanti","human",TRUE,FALSE
"W3","24","Cloning","2016-08-29T06:28:53Z",2016,"wiki_minor_edit","/* Penggunaan Variabel */",644,24,"Cloning",2048,NA,3937,0,3,"Rumanti","human",TRUE,FALSE
"W3","24","Cloning","2016-08-29T06:29:48Z",2016,"wiki_minor_edit","",-13,24,"Cloning",2049,NA,3924,0,3,"Rumanti","human",TRUE,FALSE
"W3","24","Cloning","2016-08-29T13:46:09Z",2016,"wiki_minor_edit","Melindungi ""[[Cloning]]"": Wiki Wednesday ([Sunting=Hanya untuk pengurus] (kedaluwarsa 12 September 2016 13.46 (UTC)) [Pindahkan=Hanya untuk pengurus] (selamanya))",0,24,"Cloning",2050,NA,3924,0,3,"Rumanti","human",TRUE,FALSE
"W3","24","Cloning","2016-08-29T21:06:32Z",2016,"wiki_minor_edit","menambahkan kategori",55,24,"Cloning",2051,NA,3979,0,3,"Rumanti","human",TRUE,FALSE
"W7","47","ketika bendera hijau diklik (balok)","2014-09-14T00:39:40Z",2014,"wiki_minor_edit","←Membuat halaman berisi '{{block |name = Ketika Bendera Hijau Diklik |image = File:2.0 When Green Flag Clicked.png |category = [[Blok Kejadian|Events]] |type = [[Hat Block|Hat]] |added = [[1.0...'",3163,47,"ketika bendera hijau diklik (balok)",106,NA,3163,0,7,"Really A","human",TRUE,FALSE
"W7","47","ketika bendera hijau diklik (balok)","2014-09-14T03:30:06Z",2014,"wiki_minor_edit","/* Contoh Penggunaan */",23,47,"ketika bendera hijau diklik (balok)",109,NA,3186,0,7,"Really A","human",TRUE,FALSE
"W7","47","ketika bendera hijau diklik (balok)","2014-09-14T03:33:32Z",2014,"wiki_minor_edit","/* Workaround */",14,47,"ketika bendera hijau diklik (balok)",110,NA,3200,0,7,"Really A","human",TRUE,FALSE
"W7","47","ketika bendera hijau diklik (balok)","2014-09-14T03:37:20Z",2014,"wiki_minor_edit","",-6,47,"ketika bendera hijau diklik (balok)",111,NA,3194,0,7,"Really A","human",TRUE,FALSE
"W8","47","ketika bendera hijau diklik (balok)","2014-09-17T18:15:46Z",2014,"wiki_minor_edit","interwiki to the english wiki",39,47,"ketika bendera hijau diklik (balok)",147,NA,3233,0,8,"LiFaytheGoblin","human",TRUE,FALSE
"W4","47","ketika bendera hijau diklik (balok)","2014-09-25T08:36:01Z",2014,"wiki_minor_edit","",64,47,"ketika bendera hijau diklik (balok)",173,NA,3297,0,4,"Dimon4ezzz","human",TRUE,FALSE
"W3","47","ketika bendera hijau diklik (balok)","2015-07-20T21:52:43Z",2015,"wiki_minor_edit","",19,47,"ketika bendera hijau diklik (balok)",1105,NA,3316,0,3,"Rumanti","human",TRUE,FALSE
"W3","47","ketika bendera hijau diklik (balok)","2015-07-22T23:47:38Z",2015,"wiki_minor_edit","",45,47,"ketika bendera hijau diklik (balok)",1162,NA,3361,0,3,"Rumanti","human",TRUE,FALSE
"W3","47","ketika bendera hijau diklik (balok)","2015-08-13T22:09:06Z",2015,"wiki_minor_edit","Rumanti memindahkan halaman [[Ketika Bendera Hijau Diklik (blok)]] ke [[Ketika Bendera Hijau Diklik (balok)]] tanpa membuat pengalihan: typo",0,47,"ketika bendera hijau diklik (balok)",1321,NA,3361,0,3,"Rumanti","human",TRUE,FALSE
"W3","47","ketika bendera hijau diklik (balok)","2015-08-13T22:20:04Z",2015,"wiki_minor_edit","",-94,47,"ketika bendera hijau diklik (balok)",1322,NA,3267,0,3,"Rumanti","human",TRUE,FALSE
"W3","47","ketika bendera hijau diklik (balok)","2015-08-13T22:28:42Z",2015,"wiki_minor_edit","/* Contoh Penggunaan */",18,47,"ketika bendera hijau diklik (balok)",1323,NA,3285,0,3,"Rumanti","human",TRUE,FALSE
"W3","47","ketika bendera hijau diklik (balok)","2015-08-20T12:56:20Z",2015,"wiki_minor_edit","memperbaiki infobox",13,47,"ketika bendera hijau diklik (balok)",1343,NA,3298,0,3,"Rumanti","human",TRUE,FALSE
"W3","47","ketika bendera hijau diklik (balok)","2015-08-20T13:33:02Z",2015,"wiki_minor_edit","",4,47,"ketika bendera hijau diklik (balok)",1349,NA,3302,0,3,"Rumanti","human",TRUE,FALSE
