life-expectancy-max,gini
25,0.211172433931961
25,0.19566405683630583
25,0.19162642116913162
25,0.18948286493537284
25,0.20257503388627124
25,0.20781962010326369
25,0.20464727634760366
25,0.19439849624060163
25,0.21602334527125605
25,0.21299346360727175
30,0.19132848367280958
30,0.19697820335445032
30,0.20564157883567927
30,0.21169985325657517
30,0.19499956656480927
30,0.2025834189791024
30,0.20438646963951004
30,0.20534709511219565
30,0.1979307784769853
30,0.19307372560732772
35,0.21811216722215387
35,0.20046883335385146
35,0.2122283722837229
35,0.21081719855788492
35,0.21060731279739547
35,0.2217686249467858
35,0.2089530100820424
35,0.20254048623668894
35,0.22860560798283444
35,0.22787563228277133
45,0.22340256396406138
45,0.21617631809842858
45,0.2216927631066449
45,0.235384323345599
45,0.22526364996260292
45,0.21554296031568768
45,0.21524126076872122
45,0.2215567489479305
45,0.22539426289979603
45,0.2247232794601653
50,0.20158237309249458
50,0.23438429559545562
50,0.21780939072107353
50,0.22191845050623674
50,0.23528251912889947
50,0.22223805938037888
50,0.22755925751510878
50,0.21413122895142384
50,0.23347574630318552
50,0.22419076078177994
55,0.23410840703810118
55,0.24356998493367144
55,0.22136999253977355
55,0.23576187554328398
55,0.22035666245056107
55,0.21543788187372712
55,0.22291063791063806
55,0.24463624202510786
55,0.2405595741523851
55,0.23711694122432395
60,0.23825772240697538
60,0.2355742716490604
60,0.23032300265019154
60,0.23680204263486174
60,0.24099482933305386
60,0.22569175961723625
60,0.21374838842762092
60,0.24397906838272368
60,0.23911736478746817
65,0.21648677915696937
60,0.2316635662119334
65,0.2209639704743717
65,0.2376943561741933
65,0.23400065013467075
65,0.23813753795609544
65,0.2472896497842999
65,0.22969169926119104
65,0.24279476403117078
65,0.24654296463506403
65,0.21169038559733822
70,0.22912059962944242
70,0.2292263912634967
70,0.24900009545628105
70,0.23622725572220518
70,0.24464513446077074
70,0.25545722121881065
70,0.2354326060262588
70,0.2341088384468282
70,0.24134271917622055
70,0.2411387596899226
75,0.23714416763229054
75,0.247302568567697
75,0.2412404960300761
75,0.256730274012737
75,0.24280158768036406
75,0.2452861720592818
75,0.23758712753636274
75,0.24471112657542732
75,0.22819883475889446
75,0.2465835110822594
80,0.24280093265252464
80,0.2500280492218603
80,0.2322002275786467
80,0.24890589376667488
80,0.21942884545424482
80,0.2370027590212736
80,0.2447072124939359
80,0.24562174270823817
80,0.23424245751174758
80,0.23669374853664246
85,0.239285380309969
85,0.2302663771571299
85,0.24336046702844907
85,0.23965694590918118
85,0.24897834852734935
85,0.23276639058534812
85,0.2453304178814384
85,0.254480293321361
85,0.25055278871127534
85,0.23674201013446142
90,0.2330432440096413
90,0.24910664490240103
90,0.2369733356002323
90,0.24534918577331288
90,0.25910421587574267
90,0.24459728698601096
90,0.24242662542296567
90,0.25793446483677124
90,0.2576652267818574
90,0.2477264429875308
25,0.1893914443839594
25,0.20226676334507288
25,0.20535743277524096
25,0.20436594929376642
25,0.19940243112638856
25,0.18356674506449996
25,0.18746882372767099
25,0.2001595962515959
25,0.21582521335931745
25,0.2053412819446371
30,0.21118126971068135
30,0.20556277969119738
30,0.21025488896254557
30,0.20252586188356236
30,0.2008084330411414
30,0.20100923096925155
30,0.20955794262036662
30,0.20343506039732445
30,0.20953660708606336
30,0.19539889516957867
35,0.19473970836667553
35,0.2041082133366294
35,0.19586280087055835
35,0.20006212071058152
35,0.21275905764045186
35,0.20512780869923725
35,0.19395351694252722
35,0.20546218397448246
35,0.20384570464573046
35,0.20901475830154456
45,0.2034771582798972
45,0.21167091785092518
45,0.2140536376048371
45,0.21056306439820568
45,0.21674680577606428
45,0.22263775870397196
45,0.22650093949642994
45,0.20824888944765735
45,0.21716920392322042
45,0.22136209469542814
50,0.21128655130374663
50,0.2204652140467629
50,0.21561894625678596
50,0.223920238741183
50,0.22908710669760926
50,0.21284851854019146
50,0.2386399345917315
50,0.23589429517573587
50,0.2077834188797143
50,0.22263468059756225
55,0.21120011422860013
55,0.22311848866813502
55,0.22469982416478274
55,0.21448602297162628
55,0.2157364769756685
55,0.22579785940160552
55,0.2154639628829695
55,0.21087708669897676
55,0.210577611234893
55,0.22240591740082502
60,0.2275789013435089
60,0.22684683338314898
60,0.2163652815983785
60,0.22093152263374474
60,0.22664894982796702
60,0.2138993333333335
60,0.2227847754226005
60,0.23234421794995644
60,0.22373649124615572
60,0.22997309027777785
65,0.23333913630930728
65,0.22894538864522426
65,0.22899939749962356
65,0.2323903702974843
65,0.21810035842293915
65,0.24003567272175289
65,0.2341931626959526
65,0.22470756646216786
65,0.23312439590179768
65,0.22835588429851475
70,0.22121252223109147
70,0.21988993938224563
70,0.23332976723075935
70,0.23249899744174798
70,0.23335195704131362
70,0.21933178061136455
70,0.2222251842922713
70,0.22585919272835164
70,0.23040682292153045
70,0.2270700001500219
75,0.23912099351925165
75,0.2309798014088093
75,0.22571535859357653
75,0.21530100817517409
75,0.23921950981621593
75,0.23761191655683328
75,0.2354657019678151
75,0.22177792005727903
75,0.24657916093985202
75,0.24917576810634903
80,0.22684949921294953
80,0.2326640884932811
80,0.23625468006643605
80,0.22527094628218214
80,0.24646964121435133
80,0.2228725781360489
80,0.22984889508806486
80,0.22617520707928185
80,0.2291799300657143
80,0.24293045638930044
85,0.2427467761482632
85,0.23261780708538565
85,0.23893154273541203
85,0.2224434201849281
85,0.23527644121060387
85,0.240453559812071
85,0.24918819736116413
85,0.2267972644587933
85,0.24362601228327638
85,0.24970462405076835
90,0.2578269261068224
90,0.24937930945765155
90,0.23883580438150043
90,0.23582592204227998
90,0.24913099800613694
90,0.2510112982230325
90,0.2397355406790906
90,0.25229230462817737
90,0.24049580103359147
90,0.2534829227470057
25,0.20346648433376513
25,0.19223679668622715
25,0.2026351617218854
25,0.19777357782424534
25,0.2041887167903625
25,0.19727675365094569
25,0.20245226115867826
25,0.19954820653415573
25,0.20628906635117808
25,0.20710642727036171
30,0.1980384
30,0.21786242204942666
30,0.2021726169267679
30,0.20364826767564342
30,0.2208807441236423
30,0.2020904761904761
30,0.2202811382484975
30,0.20939681251383446
30,0.20293406042371814
35,0.1889627986262565
30,0.20985776277724186
35,0.20792184521540236
35,0.20776422173807768
35,0.2254964228354504
35,0.21722593696247292
35,0.21727571268865276
35,0.21701237236341947
35,0.21593067622856632
35,0.21848232923054775
35,0.22215697731035178
45,0.2210041774795873
45,0.23092551955595733
45,0.22146836335662556
45,0.22604367693706887
45,0.21251000494626562
45,0.22336020559036834
45,0.22593399547690665
45,0.23400836241522366
45,0.22780456099408392
45,0.21053276230235857
50,0.24612704256281082
50,0.2244919637513893
50,0.24119172385111246
50,0.227584835516362
50,0.22421380613516656
50,0.2371272086334049
50,0.23321566164154114
50,0.23307070880896394
50,0.2299612599489096
50,0.2427995755922223
55,0.23832493654701273
55,0.22498654912672786
55,0.23689457717102763
55,0.2345476728960838
55,0.23363444374366912
55,0.23592865890362613
55,0.24873088307844124
55,0.2397353403041097
55,0.24637791787708352
60,0.23008036471586063
55,0.23807227669521333
60,0.23550993453543137
60,0.23337020029493571
60,0.21530015797788313
60,0.2504739410299004
60,0.24394017313791033
60,0.24620531416468766
60,0.22445883940620778
60,0.24388090656403666
60,0.22227530579684468
65,0.24270700636942702
65,0.24053794428434178
65,0.25032900455940543
65,0.2408022016817509
65,0.2366506565929124
65,0.25648413338711845
65,0.2459999501022903
65,0.2409184432567883
65,0.24588673971149327
65,0.2328503819025694
70,0.22816679024316064
70,0.2501896525175793
70,0.24153399315347912
70,0.2383424397426957
70,0.223309824036475
70,0.25225153799497446
70,0.24984213774614739
70,0.25389700623275757
70,0.23897679150855203
70,0.24475411301859792
75,0.24552751999707137
75,0.22781634531966513
75,0.2646267455744175
75,0.23292267270886588
75,0.24955008865248246
75,0.24498421061968864
75,0.25085030575630474
75,0.23398834036219307
75,0.24588214948275322
75,0.2498778840566052
80,0.2584094098530173
80,0.2632057742782152
80,0.24895736466875193
80,0.2486071817192602
80,0.24203211627790813
80,0.24763174392447548
80,0.24481099996698688
80,0.24150192595422273
80,0.25257297218012054
80,0.25289626171318835
85,0.2562584683104647
85,0.2518117137932299
85,0.24413032743881763
85,0.24827310426540297
85,0.26134620625531046
85,0.24384655461423457
85,0.2476990773839921
85,0.2616173779019364
85,0.24676328139352355
85,0.2529433499563853
90,0.2525024442407579
90,0.24283812617432574
90,0.2635937802390842
90,0.25598983092567823
90,0.25735194809007905
90,0.25245292537915864
90,0.2586200769914123
90,0.2565395942408378
90,0.25917100179489516
90,0.2548548406750744
25,0.19453297155073176
25,0.20649163977706086
25,0.19771108428280385
25,0.21307886254938657
25,0.19144612794612792
25,0.19574603174603178
25,0.19567867225831204
25,0.1976003446035646
25,0.19458067897750178
25,0.19960417276006634
30,0.20718921892189215
30,0.20124687843372271
30,0.19065015178098965
30,0.1967083764219236
30,0.19819716333013215
30,0.219542395693136
30,0.20925407676422422
30,0.20063524249970366
30,0.21111992811400512
30,0.21156970228524094
35,0.2088217990967899
35,0.20379561258871604
35,0.20875699498042602
35,0.20343810984109298
35,0.1874548864199278
35,0.2003613580432927
35,0.23123768156555077
35,0.2265925458286571
35,0.2125932534624862
35,0.20771474274695406
45,0.20718462796754258
45,0.22490599956681853
45,0.21131056493767603
45,0.21631882116543874
45,0.22325695061571668
45,0.21881586357595012
45,0.22379847552821636
45,0.22752781458346466
45,0.20386946467799727
45,0.22186007277538844
50,0.22622021035814152
50,0.23205137954567623
50,0.24340462513709943
50,0.22509690808011584
50,0.2320839554381532
50,0.2244793207502514
50,0.2186852937507796
50,0.2193463083296532
50,0.2123345563255878
50,0.22288495103713094
55,0.22421638502509883
55,0.22679492634154125
55,0.2460826809985592
55,0.20343697579678885
55,0.2343087990903526
55,0.22701977028476947
55,0.21389360578102318
55,0.2474555532315419
55,0.22850211197986894
55,0.24089746476758825
60,0.23543281490112666
60,0.23790243653787346
60,0.23854464319196036
60,0.2247475785691797
60,0.22764853641807084
60,0.23075851165526884
60,0.22642597690601837
60,0.22055140380922736
60,0.22911341458784232
60,0.2405381136588737
65,0.23253035544702214
65,0.2270571999369118
65,0.23765722552154703
65,0.25327732735936287
65,0.23515211713203105
65,0.2349060984770881
65,0.221343917418006
65,0.2409020209926347
65,0.2353064469499855
65,0.23363477549806713
70,0.23825623167776602
70,0.23380937179561595
70,0.24066580913879704
70,0.23915252624842182
70,0.24777353820769307
70,0.21932579353997966
70,0.22705016259724406
70,0.22045970315586866
70,0.23768461353060047
70,0.24341589565664354
75,0.2407960059723777
75,0.25174918145913155
75,0.24297064844162714
75,0.24337745072546677
75,0.2518903983786182
75,0.23123286165914364
75,0.24488527116202738
75,0.2515521590983555
75,0.25170794430794435
75,0.2397876054698866
80,0.24086223108473973
80,0.2460798501872662
80,0.2558049979223087
80,0.24198979207189286
80,0.24587274106318413
80,0.23515176221535664
80,0.24596036204744076
80,0.2505589378461117
80,0.24538173349534237
85,0.23540040917726154
80,0.2621748060246462
85,0.23758843226788434
85,0.2282652379707872
85,0.24436510097572045
85,0.25031374756884045
85,0.24178944762713067
85,0.23589505724297177
85,0.24579297138995282
85,0.25902439869688787
85,0.24633151492350155
90,0.2497920614467269
90,0.2448302284509772
90,0.2572765097041435
90,0.24977048852826841
90,0.2507255997135697
90,0.24933078646681414
90,0.23757295874370285
90,0.24656154554709858
90,0.25371912756728665
90,0.24545498401146754
