academic_mobility_radius,Satisfaction_threshold,Base_Salary,Sch_Quality_Variation,total_teachers,teacher_turnover_rate,mean_school_vacancy_rate,satisfaction_inequality,mean_satisfaction_poor_schools,mean_satisfaction_good_schools,unemployment_rate,mean_satisfaction-all
5,0.1,1000,0.7,860,0.4717647058823529,0.8873333333333335,0.17409302017455494,0,0.8631992337164771,0,0.7329534883720935
5,0.1,1000,0.7,854,0.48823529411764705,0.8866666666666668,0.18502873615101081,0,0.8560960334029275,0,0.7042974238875894
5,0.1,1000,0.7,882,0.4788235294117647,0.8846666666666668,0.1785331411307939,0,0.8502268431001904,0,0.714761904761907
5,0.1,1000,0.7,863,0.4964705882352941,0.8866666666666665,0.17540896052540167,0,0.8385682326621952,0,0.6862572421784503
5,0.1,1000,0.7,879,0.47058823529411764,0.8846666666666666,0.16647559126952965,0,0.8334764826175889,0,0.6999772468714451
5,0.1,1000,0.7,861,0.4611764705882353,0.8879999999999999,0.17620203816351734,0,0.8350626566416074,0,0.6652032520325237
5,0.1,1000,0.7,850,0.5129411764705882,0.8866666666666667,0.17880626243091866,0,0.8372222222222265,0,0.6709215686274537
5,0.1,1000,0.7,869,0.4788235294117647,0.8866666666666667,0.17242336356932897,0,0.8380906921241079,0,0.6801495972382058
5,0.1,1000,0.7,872,0.4776470588235294,0.8866666666666668,0.17494224888342685,0,0.8557338551859124,0,0.7161314984709494
5,0.1,1000,0.7,890,0.4717647058823529,0.8826666666666665,0.18773507979825882,0,0.8532808988764055,0,0.6856441947565555
5,0.1,1000,0.7,856,0.4717647058823529,0.8866666666666668,0.1740275785891047,0,0.8387332053742819,0,0.7136176012461068
5,0.1,1000,0.7,876,0.4611764705882353,0.8866666666666667,0.16979497961316037,0,0.8314102564102598,0,0.6629414003044175
5,0.1,1000,0.7,862,0.5117647058823529,0.8866666666666667,0.15904596213333966,0,0.8236666666666691,0,0.6422235112142338
5,0.1,1000,0.7,844,0.46705882352941175,0.8866666666666667,0.15751363564502158,0,0.8347869674185492,0,0.6820458135861005
5,0.1,1000,0.7,806,0.4988235294117647,0.8946666666666666,0.14870305232241582,0,0.8207874015748047,0,0.6238751033912329
5,0.1,1000,0.7,861,0.49529411764705883,0.8866666666666668,0.1679691226217258,0,0.8340783410138296,0,0.6854626403406917
5,0.1,1000,0.7,857,0.4823529411764706,0.8866666666666668,0.1577899558119375,0,0.8271428571428597,0,0.7021975884869708
5,0.1,1000,0.7,821,0.4929411764705882,0.8940000000000001,0.15542726100352566,0,0.8167129629629682,0,0.6818270401948855
5,0.1,1000,0.7,851,0.5058823529411764,0.8866666666666667,0.1617598718424673,0,0.8309280742459438,0,0.685045045045047
5,0.1,1000,0.7,884,0.45176470588235296,0.8866666666666668,0.19096362462896896,0,0.8615825688073427,0,0.6867006033182517
5,0.1,1000,0.7,847,0.4764705882352941,0.8873333333333335,0.15260152669075036,0,0.8330201342281912,0,0.6408067689885905
5,0.1,1000,0.7,862,0.49176470588235294,0.8866666666666667,0.16087355053496677,0,0.8360380952380971,0,0.7195514307811296
