academic_mobility_radius,Satisfaction_threshold,Base_Salary,Sch_Quality_Variation,total_teachers,teacher_turnover_rate,mean_school_vacancy_rate,satisfaction_inequality,mean_satisfaction_poor_schools,mean_satisfaction_good_schools,unemployment_rate,mean_satisfaction-all
10,0.3,5000,0.3,880,0.47058823529411764,0.961333333333333,0.2640957797225713,0.14864197530864187,0.820086206896556,0.003409090909090909,0.5723679209426107
10,0.3,5000,0.3,856,0.46,0.9813333333333333,0.30167106163738955,0.16090277777777792,0.846144200626961,0.005841121495327103,0.5215315315315324
10,0.3,5000,0.3,882,0.46941176470588236,0.9886666666666666,0.2852173133018754,0.14019953051643197,0.8193262411347542,0.005668934240362812,0.5031965032307126
10,0.3,5000,0.3,858,0.4894117647058824,0.9573333333333335,0.29557355380296135,0.14386809269162187,0.856099290780146,0.0034965034965034965,0.604421052631582
10,0.3,5000,0.3,880,0.48823529411764705,0.93,0.237497460257208,0.14160256410256408,0.8048780487804903,0.003409090909090909,0.5522995058912965
10,0.3,5000,0.3,869,0.49176470588235294,0.954,0.27765186720341994,0.15995515695067242,0.8615925925925952,0.004602991944764097,0.5349325626204257
10,0.3,5000,0.5,838,0.48470588235294115,0.8873333333333335,0.1832068428091774,0,0.8552098765432105,0,0.6844232299124917
10,0.3,5000,0.3,851,0.4894117647058824,0.9380000000000003,0.2684728385145978,0.16239766081871332,0.8545953757225472,0.0035252643948296123,0.5807979559748432
10,0.3,5000,0.5,845,0.49176470588235294,0.8873333333333335,0.1534127437003636,0,0.833936381709744,0,0.7191518737672596
10,0.3,5000,0.5,840,0.49411764705882355,0.89,0.17596051299669463,0,0.8502150537634465,0,0.7379404761904794
10,0.3,5000,0.5,813,0.4717647058823529,0.8940000000000001,0.16887873195967296,0,0.833105134474331,0,0.6767486674866761
10,0.3,5000,0.5,861,0.4788235294117647,0.8873333333333333,0.16285243767698837,0,0.8354066985645968,0,0.6850638792102227
10,0.3,5000,0.5,859,0.5011764705882353,0.8873333333333333,0.18925932226144998,0,0.8454054054054105,0,0.6915832363213055
10,0.3,5000,0.5,877,0.4811764705882353,0.8873333333333333,0.16849780076470847,0,0.8300588235294156,0,0.7020676548840766
10,0.3,5000,0.5,837,0.4611764705882353,0.89,0.16464419569028368,0,0.8326354679802986,0,0.6778574273197953
10,0.3,5000,0.5,875,0.4611764705882353,0.8873333333333336,0.17741776406363421,0,0.846776315789477,0,0.6966133333333347
10,0.3,5000,0.5,814,0.4929411764705882,0.8926666666666665,0.15580769211605525,0,0.8285765124555188,0,0.6268468468468504
10,0.3,5000,0.5,882,0.4682352941176471,0.8826666666666667,0.17744550757338068,0,0.8430562347188296,0,0.6718065003779315
10,0.3,5000,0.5,865,0.4364705882352941,0.8866666666666668,0.16696306576193215,0,0.8423728813559357,0,0.6830674373795781
10,0.3,5000,0.5,879,0.4470588235294118,0.8866666666666667,0.18212750372505052,0,0.8557464212678971,0,0.7058892681076995
10,0.3,5000,0.5,856,0.4717647058823529,0.8866666666666665,0.14999779596938728,0,0.8273524451939329,0,0.7387577881619938
10,0.3,5000,0.5,867,0.46705882352941175,0.8873333333333331,0.15866525370290743,0,0.8287943262411399,0,0.68180699730873
10,0.3,5000,0.5,808,0.46352941176470586,0.8933333333333333,0.19593085667002474,0,0.8722272727272766,0,0.7016212871287167
10,0.3,5000,0.5,865,0.4752941176470588,0.8866666666666668,0.14727884257572102,0,0.8004777070063727,0,0.6304585741811201
10,0.3,5000,0.5,852,0.48823529411764705,0.8873333333333335,0.1758242181110203,0,0.8515428571428595,0,0.6596244131455424
10,0.3,5000,0.5,869,0.48823529411764705,0.8866666666666667,0.17714990408201123,0,0.8407110091743156,0,0.6852397391637904
10,0.3,5000,0.5,832,0.5058823529411764,0.8899999999999998,0.16879564591637863,0,0.8392910447761223,0,0.7265224358974369
10,0.3,5000,0.5,852,0.4623529411764706,0.8866666666666667,0.17545440462687634,0,0.8439367816091977,0,0.6548630672926475
10,0.3,5000,0.5,849,0.4623529411764706,0.8873333333333331,0.16742032837683185,0,0.8363553530751726,0,0.6915155084413042
10,0.3,5000,0.5,863,0.4858823529411765,0.8880000000000001,0.16809588551648247,0,0.8444867549668909,0,0.7473078408651986
10,0.3,5000,0.5,854,0.46588235294117647,0.8886666666666667,0.16932082644644025,0,0.83327766179541,0,0.6963817330210781
10,0.3,5000,0.5,840,0.4823529411764706,0.8873333333333331,0.1750153925628554,0,0.8441935483871001,0,0.6813134920634951
10,0.3,5000,0.5,861,0.4823529411764706,0.8866666666666668,0.1683152116535217,0,0.8308644859813112,0,0.680282617111887
10,0.3,5000,0.5,872,0.47411764705882353,0.8866666666666667,0.15819138090105545,0,0.8328421052631616,0,0.7001758409785938
10,0.3,5000,0.5,855,0.46705882352941175,0.8866666666666667,0.14623997095663901,0,0.8075574712643695,0,0.6499610136452272
10,0.3,5000,0.5,833,0.47411764705882353,0.8926666666666667,0.16096125802102282,0,0.850578512396698,0,0.7577030812324936
10,0.3,5000,0.5,859,0.46705882352941175,0.8880000000000001,0.17444077663589294,0,0.8508102766798442,0,0.7146022506790843
10,0.3,5000,0.5,877,0.46588235294117647,0.8866666666666667,0.1579590207299616,0,0.8438754325259525,0,0.7439186621056645
10,0.3,5000,0.5,866,0.48705882352941177,0.8866666666666667,0.1754453794732046,0,0.8358000000000024,0,0.6873633564280245
10,0.3,5000,0.5,884,0.4447058823529412,0.8833333333333335,0.18191433788755706,0,0.8461215932914079,0,0.693495475113124
10,0.3,5000,0.5,871,0.48470588235294115,0.8873333333333335,0.15679986947239205,0,0.8193181818181858,0,0.7076157673172596
10,0.3,5000,0.5,833,0.48705882352941177,0.8913333333333333,0.18204487052359844,0,0.8514215686274553,0,0.6780072028811569
10,0.3,5000,0.5,867,0.44941176470588234,0.8866666666666668,0.17495562110123888,0,0.852067183462535,0,0.6708765859284922
10,0.3,5000,0.5,834,0.48,0.8926666666666667,0.16275084062964862,0,0.8330747126436804,0,0.6603037569944065
10,0.3,5000,0.5,866,0.4929411764705882,0.8866666666666667,0.16939109083579615,0,0.8411645569620282,0,0.6704580446497328
10,0.3,5000,0.5,858,0.4929411764705882,0.8880000000000001,0.16117483342616654,0,0.8369354838709704,0,0.66742812742813
10,0.3,5000,0.5,899,0.4576470588235294,0.8799999999999998,0.16897478903157273,0,0.8422361809045257,0,0.6629885057471295
10,0.3,5000,0.5,860,0.48,0.8873333333333333,0.16801218181977412,0,0.8368399168399201,0,0.7027751937984515
10,0.3,5000,0.5,885,0.4588235294117647,0.886,0.16293017466345222,0,0.8292619926199291,0,0.7160037664783437
10,0.3,5000,0.5,851,0.4717647058823529,0.8873333333333335,0.16801663748053564,0,0.8328605769230789,0,0.6808186447316912
10,0.3,5000,0.5,846,0.45294117647058824,0.8900000000000002,0.15230003701466566,0,0.8219690265486774,0,0.688140267927505
10,0.3,5000,0.5,865,0.4811764705882353,0.8866666666666665,0.14496940295127866,0,0.823309859154932,0,0.6322890173410423
10,0.3,5000,0.5,832,0.5023529411764706,0.8893333333333334,0.16914699178315662,0,0.8303232323232356,0,0.7055088141025655
10,0.3,5000,0.5,862,0.4823529411764706,0.8866666666666667,0.18621215800846844,0,0.8552314814814825,0,0.6881631863882467
10,0.3,5000,0.5,856,0.4647058823529412,0.8886666666666666,0.17738480090508663,0,0.8503777777777813,0,0.6948403426791313
10,0.3,5000,0.5,868,0.46352941176470586,0.8886666666666666,0.15654228866622666,0,0.8273782771535617,0,0.7160599078341042
10,0.3,5000,0.5,872,0.47058823529411764,0.8833333333333333,0.16538523785576048,0,0.8486206896551759,0,0.7170412844036705
10,0.3,5000,0.7,847,0.48470588235294115,0.8866666666666665,0.16981750249047914,0,0.8326139088729063,0,0.6762101534828833
10,0.3,5000,0.7,864,0.47294117647058825,0.8873333333333335,0.16602477981580654,0,0.8327688172043034,0,0.6585725308642009
10,0.3,5000,0.7,849,0.46588235294117647,0.8873333333333335,0.17256151429117558,0,0.8563302752293609,0,0.7373812328229307
10,0.3,5000,0.7,857,0.49411764705882355,0.8886666666666667,0.1776904126781136,0,0.8648338368580079,0,0.6524581874756941
10,0.3,5000,0.7,873,0.4788235294117647,0.8866666666666667,0.15340874257676557,0,0.8166194331983849,0,0.6985834287896155
10,0.3,5000,0.7,864,0.4682352941176471,0.8893333333333334,0.16543534954015446,0,0.8262363238512076,0,0.6834490740740766
10,0.3,5000,0.7,852,0.4929411764705882,0.8880000000000001,0.15355818276850164,0,0.8306544502617826,0,0.6743544600938981
10,0.3,5000,0.7,829,0.4976470588235294,0.8886666666666667,0.15738738381372017,0,0.8293167701863389,0,0.6498431845597131
10,0.3,5000,0.7,861,0.48,0.8873333333333333,0.1690616485715958,0,0.846043689320391,0,0.6849012775842054
10,0.3,5000,0.7,893,0.5094117647058823,0.8806666666666668,0.174388072808765,0,0.8423514851485181,0,0.6718290406868248
10,0.3,5000,0.7,865,0.47294117647058825,0.8873333333333335,0.1654378137456534,0,0.8348758465011314,0,0.6869055876685952
10,0.3,5000,0.7,818,0.4776470588235294,0.8933333333333333,0.15164340775930754,0,0.8288970588235312,0,0.6311328443357807
10,0.3,5000,0.7,819,0.4964705882352941,0.8933333333333333,0.13955411079424104,0,0.8177426160337607,0,0.7089214489214494
10,0.3,5000,0.7,880,0.4717647058823529,0.8866666666666667,0.15497826456753575,0,0.8298971193415692,0,0.7014090909090934
10,0.3,5000,0.7,854,0.4894117647058824,0.8873333333333335,0.16030457829624523,0,0.8351809954751167,0,0.6928298204527729
10,0.3,5000,0.7,897,0.47294117647058825,0.88,0.18625931300415274,0,0.8516937354988418,0,0.6737383872166491
10,0.3,5000,0.7,865,0.4717647058823529,0.8873333333333335,0.16017670968676492,0,0.8401146131805192,0,0.6591868978805422
10,0.3,5000,0.7,874,0.4647058823529412,0.8833333333333332,0.15455134829160405,0,0.8284228769497441,0,0.726235697940505
10,0.3,5000,0.7,863,0.4611764705882353,0.8866666666666667,0.1562186817444601,0,0.8180000000000033,0,0.6732792584009288
10,0.3,5000,0.7,859,0.46,0.8866666666666665,0.1676810295531126,0,0.8301111111111126,0,0.6894218083042308
10,0.3,5000,0.7,862,0.4682352941176471,0.8866666666666665,0.1735373090576241,0,0.8476876267748509,0,0.7100657385924226
10,0.3,5000,0.7,868,0.4776470588235294,0.8880000000000001,0.16817245726767718,0,0.8506373626373654,0,0.7012672811059915
10,0.3,5000,0.7,866,0.4894117647058824,0.8873333333333333,0.16477133464486238,0,0.8425428571428598,0,0.6603040800615866
10,0.3,5000,0.7,882,0.4541176470588235,0.8853333333333334,0.15832583117903049,0,0.8277099236641253,0,0.6707785336356777
10,0.3,5000,0.7,857,0.4682352941176471,0.8873333333333335,0.183084126759907,0,0.855647668393785,0,0.7438000777907452
10,0.3,5000,0.7,870,0.4647058823529412,0.8866666666666667,0.15082062451822958,0,0.8149302325581443,0,0.6799846743295039
10,0.3,5000,0.7,851,0.48470588235294115,0.8866666666666667,0.15169580617966186,0,0.8314675052410933,0,0.7083274578926768
10,0.3,5000,0.7,909,0.44823529411764707,0.8800000000000002,0.16795370739332166,0,0.8360612244897992,0,0.6973267326732665
10,0.3,5000,0.7,833,0.49058823529411766,0.8880000000000001,0.17814152940563618,0,0.8477093596059159,0,0.6744577831132477
10,0.3,5000,0.7,819,0.4823529411764706,0.8906666666666668,0.1617854444440014,0,0.8338566552901046,0,0.6399633699633703
10,0.3,5000,0.7,877,0.48470588235294115,0.8866666666666668,0.17715766658241433,0,0.8597441860465148,0,0.6945419992398345
10,0.3,5000,0.7,830,0.4823529411764706,0.8920000000000001,0.17300695985353268,0,0.8346172839506218,0,0.6739076305220922
10,0.3,5000,0.7,834,0.4764705882352941,0.8893333333333332,0.18838928609589523,0,0.8728571428571444,0,0.6925899280575561
10,0.3,5000,0.7,863,0.48470588235294115,0.8866666666666667,0.17253176679263374,0,0.847929606625261,0,0.7126264967168793
10,0.3,5000,0.7,848,0.44823529411764707,0.8906666666666666,0.1650933582231632,0,0.8262970297029749,0,0.7024685534591218
10,0.3,5000,0.7,829,0.4764705882352941,0.89,0.15753349801088226,0,0.8330017761989361,0,0.737330116606352
10,0.3,5000,0.7,864,0.45647058823529413,0.8873333333333331,0.14524207326112595,0,0.8181062355658246,0,0.6846566358024709
10,0.3,5000,0.7,864,0.47411764705882353,0.8846666666666664,0.16876827554896567,0,0.8345792079207958,0,0.6691049382716067
10,0.3,5000,0.7,876,0.4623529411764706,0.8879999999999999,0.16268141724458401,0,0.8221090047393399,0,0.6700304414003059
10,0.3,5000,0.7,894,0.4470588235294118,0.8806666666666666,0.18123134548229888,0,0.8524953445065204,0,0.7215622669649521
10,0.3,5000,0.7,870,0.45294117647058824,0.8866666666666665,0.1779169278930416,0,0.8446544715447177,0,0.7021226053639865
10,0.3,5000,0.7,846,0.5105882352941177,0.8866666666666665,0.17456349642784583,0,0.8437340153452713,0,0.6685106382978755
10,0.3,5000,0.7,853,0.48705882352941177,0.8866666666666665,0.16293511875744512,0,0.824040920716114,0,0.6693786635404474
10,0.3,5000,0.7,851,0.5,0.8873333333333335,0.18173598666374283,0,0.8499710144927538,0,0.6458636897767354
10,0.3,5000,0.7,860,0.48470588235294115,0.8859999999999999,0.17952338247357283,0,0.8431702127659612,0,0.6988720930232569
10,0.3,5000,0.7,849,0.48,0.8866666666666667,0.1703974919267247,0,0.8439779005524887,0,0.6656026698076201
10,0.3,5000,0.7,856,0.5035294117647059,0.8879999999999999,0.17036939423839983,0,0.8355887850467323,0,0.7198014018691582
10,0.3,5000,0.7,846,0.46941176470588236,0.8873333333333335,0.1722700080404646,0,0.8326760563380321,0,0.6845271867612317
10,0.3,5000,0.7,910,0.47058823529411764,0.8806666666666668,0.16986253817123725,0,0.8388907563025224,0,0.7300109890109874
10,0.3,5000,0.7,866,0.4835294117647059,0.8873333333333335,0.17445505905805136,0,0.8401362397820195,0,0.6524788298691319
10,0.4,1000,0.1,884,0.47294117647058825,0.9726666666666667,0.18395847489369815,0.3233082706766917,0.7383547008547016,0.003393665158371041,0.539167612561482
10,0.4,1000,0.1,836,0.5047058823529412,0.944,0.16267136544142416,0.30653594771241827,0.737593984962407,0.0023923444976076554,0.5598920863309341
10,0.4,1000,0.1,875,0.49176470588235294,0.9413333333333332,0.18612290711025778,0.2922360248447205,0.7653720693170237,0.002285714285714286,0.568579610538372
10,0.4,1000,0.1,856,0.5011764705882353,0.9666666666666665,0.17074924992724783,0.33819727891156504,0.7299472990777351,0.0035046728971962616,0.5182649472450155
10,0.4,1000,0.1,857,0.44823529411764707,0.9646666666666668,0.18020448187305546,0.31695652173913025,0.7426238738738753,0.003500583430571762,0.5509016393442608
10,0.4,1000,0.1,835,0.49529411764705883,0.9793333333333336,0.21751305926041628,0.291929824561403,0.7574662813102119,0.004790419161676647,0.5441155234657016
10,0.4,1000,0.1,853,0.46,0.9800000000000002,0.20218492124567963,0.3321643835616437,0.7579653679653692,0.004689331770222743,0.52326266195524
10,0.4,1000,0.1,864,0.4752941176470588,0.9580000000000003,0.1856035127396719,0.32173160173160176,0.7546542827657391,0.004629629629629629,0.5644573643410816
10,0.4,1000,0.1,810,0.48705882352941177,0.9786666666666664,0.169113880045971,0.3299688473520251,0.7254704944178638,0.0049382716049382715,0.49860628618693115
10,0.4,1000,0.1,812,0.49058823529411766,0.9673333333333333,0.21546795522741072,0.2883574879227051,0.7790935672514625,0.003694581280788177,0.5635764318088172
10,0.4,1000,0.1,887,0.47058823529411764,0.9673333333333332,0.1744105451945649,0.3186842105263156,0.7718197278911566,0.0033821871476888386,0.533608597285067
10,0.4,1000,0.1,862,0.49411764705882355,0.9733333333333335,0.18001461451127185,0.30082397003745326,0.7503582554517141,0.004640371229698376,0.5114801864801852
10,0.4,1000,0.1,886,0.4647058823529412,0.944,0.17638839940987874,0.29871134020618556,0.7309670781893002,0.003386004514672686,0.5512570781426936
10,0.4,1000,0.1,850,0.4788235294117647,0.9793333333333334,0.22572516974401893,0.27511961722488015,0.7735416666666644,0.004705882352941176,0.6048778565799836
10,0.4,1000,0.1,854,0.4788235294117647,0.9386666666666665,0.1842248333898851,0.29000000000000015,0.7700714285714271,0.00117096018735363,0.6143454474404044
10,0.4,1000,0.1,871,0.4811764705882353,0.9506666666666668,0.1983718821847035,0.3206967213114753,0.757376068376068,0.002296211251435132,0.5657115458381258
10,0.4,1000,0.1,874,0.47411764705882353,0.9400000000000002,0.19702568827057546,0.30706140350877187,0.7613631840796026,0.003432494279176201,0.5506659012629146
10,0.4,1000,0.1,838,0.4788235294117647,0.9566666666666672,0.1876312525455492,0.29954314720812175,0.7466043613707175,0.003579952267303103,0.5598762475049872
10,0.4,1000,0.1,848,0.4505882352941176,0.9773333333333333,0.18478784863916048,0.29744360902255645,0.7247142857142862,0.0047169811320754715,0.5212638230647716
10,0.4,1000,0.1,861,0.4541176470588235,0.9740000000000002,0.18044392295799694,0.3205,0.7403218390804609,0.003484320557491289,0.5375369075369045
10,0.4,1000,0.1,849,0.4764705882352941,0.9633333333333334,0.1864101012821573,0.3504332129963903,0.7589254385964926,0.0035335689045936395,0.5439440504334111
10,0.4,1000,0.1,871,0.49411764705882355,0.9566666666666669,0.17894165040770627,0.31792207792207805,0.7278612716763015,0.003444316877152698,0.5552649769585233
10,0.4,1000,0.1,849,0.48470588235294115,0.968,0.18600881986041945,0.3131535269709547,0.7421264367816114,0.0035335689045936395,0.5491922773837643
10,0.4,1000,0.1,888,0.5058823529411764,0.9453333333333334,0.18963628388425532,0.3103738317757005,0.7398826291079795,0.0033783783783783786,0.5876346516007519
10,0.4,1000,0.1,832,0.46705882352941175,0.9626666666666667,0.19518489900267866,0.3283064516129032,0.746191732629727,0.003605769230769231,0.5674668275030141
10,0.4,1000,0.1,865,0.4788235294117647,0.9986666666666667,0.2082331345620296,0.3165544041450782,0.747289029535866,0.005780346820809248,0.5075697674418592
10,0.4,1000,0.1,875,0.46941176470588236,0.9633333333333334,0.17947280139620456,0.2910572687224668,0.7641419141914202,0.0034285714285714284,0.5221177370030561
10,0.4,1000,0.1,827,0.5047058823529412,0.9626666666666666,0.18743932350340026,0.2832989690721649,0.7748640915593712,0.0036275695284159614,0.542063106796115
10,0.4,1000,0.1,859,0.4505882352941176,0.9733333333333334,0.19154090966007087,0.26835748792270536,0.7834634146341469,0.004656577415599534,0.5307251461988292
10,0.4,1000,0.1,821,0.4858823529411765,0.968,0.20973913471844538,0.2845595854922279,0.7638062547673521,0.0036540803897685747,0.5913651181744074
10,0.4,1000,0.1,824,0.48470588235294115,0.9480000000000001,0.16712132711009328,0.2882738095238094,0.7268637110016429,0.0036407766990291263,0.5435688185140068
10,0.4,1000,0.1,868,0.5047058823529412,0.9393333333333334,0.18314009821293548,0.26134920634920633,0.753093333333333,0.002304147465437788,0.5845996920708213
10,0.4,1000,0.1,834,0.48,0.9599999999999999,0.2203119041828981,0.2770283018867923,0.797624750499002,0.0035971223021582736,0.5758403529883638
10,0.4,1000,0.1,875,0.4894117647058824,0.9780000000000001,0.18126499169056715,0.33233009708737815,0.7504005167958665,0.004571428571428572,0.5169460390355902
10,0.4,1000,0.1,857,0.4423529411764706,0.9426666666666669,0.18054570329487382,0.312314814814815,0.7465263157894753,0.003500583430571762,0.557099921935985
10,0.4,1000,0.1,875,0.4823529411764706,0.9626666666666667,0.1842113158898127,0.32031531531531504,0.7586394557823135,0.0034285714285714284,0.5589984709480118
10,0.4,1000,0.1,856,0.48705882352941177,0.9386666666666665,0.17627944774931514,0.3287755102040813,0.7579749999999983,0.0011682242990654205,0.5979727095516558
10,0.4,1000,0.1,846,0.48705882352941177,0.9700000000000004,0.1815667710939303,0.31328075709779174,0.7551360544217695,0.00591016548463357,0.4993182718985324
10,0.4,1000,0.1,861,0.48470588235294115,0.9806666666666666,0.18307713718444885,0.3409486166007906,0.7590196078431389,0.003484320557491289,0.5521484071484051
10,0.4,1000,0.1,866,0.4764705882352941,0.9726666666666667,0.16817487841886383,0.3469736842105266,0.7308364083640848,0.003464203233256351,0.5225376593279244
10,0.4,1000,0.1,843,0.4647058823529412,0.975333333333333,0.19976201226627374,0.32180672268907534,0.777515527950312,0.0035587188612099642,0.5629365079365063
10,0.4,1000,0.1,876,0.4811764705882353,0.9486666666666663,0.20293203523734246,0.2959763313609467,0.7732098765432076,0.003424657534246575,0.6004047346315373
10,0.4,1000,0.1,845,0.47294117647058825,0.9933333333333335,0.18437215368477824,0.3188059701492548,0.7595675675675684,0.004733727810650888,0.49432421720174324
10,0.4,1000,0.1,876,0.4682352941176471,0.964,0.19122300499377537,0.2963440860215054,0.7460086580086575,0.003424657534246575,0.5752233676975932
10,0.4,1000,0.1,827,0.48823529411764705,0.9706666666666668,0.1956794947729221,0.3078531073446326,0.7598563218390781,0.0036275695284159614,0.6102103559870523
10,0.4,1000,0.1,861,0.46705882352941175,0.9566666666666667,0.18202726398292113,0.3085714285714289,0.730675990675992,0.003484320557491289,0.5332634032634014
10,0.4,1000,0.1,854,0.5,0.97,0.1731770640793535,0.3427586206896553,0.7288535031847146,0.00351288056206089,0.5424676850763777
10,0.4,1000,0.1,876,0.4776470588235294,0.9459999999999996,0.18285717721927447,0.31011173184357527,0.7647459349593498,0.00228310502283105,0.5702707856597997
10,0.4,1000,0.1,870,0.44823529411764707,0.9566666666666669,0.2159769573274915,0.2749740932642489,0.7971296296296291,0.0034482758620689655,0.5739753940791993
10,0.4,1000,0.1,901,0.45647058823529413,0.9680000000000001,0.18818150068605677,0.30466926070038924,0.7503615819209046,0.004439511653718091,0.5498439241917484
10,0.4,1000,0.3,833,0.4929411764705882,0.9466666666666669,0.2643735091490779,0.1460999999999998,0.8289788732394394,0.003601440576230492,0.5384136546184758
10,0.4,1000,0.3,887,0.4811764705882353,0.9253333333333335,0.2605062775451273,0.16735849056603766,0.8353213367609283,0.0033821871476888386,0.5892647058823559
10,0.4,1000,0.3,860,0.4788235294117647,0.9446666666666668,0.28915260443906327,0.11819672131147539,0.844285714285719,0.0034883720930232558,0.5961571373006629
10,0.4,1000,0.3,863,0.5023529411764706,0.936,0.2668336588010752,0.151111111111111,0.8484722222222252,0.0034762456546929316,0.5881976744186073
10,0.4,1000,0.3,855,0.4764705882352941,0.9506666666666664,0.2711614462610593,0.16288428324697737,0.8474447949526833,0.0035087719298245615,0.5563458528951495
10,0.4,1000,0.3,866,0.4964705882352941,0.9613333333333336,0.29669950496953545,0.09183600713012487,0.8278832116788354,0.003464203233256351,0.5851641560448072
10,0.4,1000,0.3,863,0.46352941176470586,0.9986666666666666,0.2940964768613318,0.14013048635824438,0.8445669291338602,0.005793742757821553,0.49995726495726517
10,0.4,1000,0.3,875,0.4835294117647059,0.9553333333333334,0.2751345434783111,0.14951515151515143,0.8437649880095947,0.0034285714285714284,0.6025267584097881
10,0.4,1000,0.3,887,0.4976470588235294,0.9806666666666668,0.30169129313823495,0.16654152445961343,0.8759219858156059,0.005636978579481398,0.5249622071050655
10,0.4,1000,0.3,887,0.4576470588235294,0.9613333333333333,0.2851819369649459,0.164310776942356,0.8467986798679884,0.005636978579481398,0.5242819349962203
10,0.4,1000,0.3,829,0.4976470588235294,0.9699999999999999,0.2933866650572226,0.14084942084942095,0.8148589341692826,0.006031363088057901,0.5247087378640805
10,0.4,1000,0.3,833,0.5035294117647059,0.9453333333333334,0.2676643782850862,0.1129385964912281,0.8341875000000029,0.003601440576230492,0.5707389558232948
10,0.4,1000,0.3,870,0.46705882352941175,0.9760000000000001,0.3012421568303081,0.10499047619047629,0.8672180451127838,0.0034482758620689655,0.5993348712033834
10,0.4,1000,0.3,863,0.47294117647058825,0.9526666666666667,0.21983621778006354,0.15082251082251072,0.8183333333333328,0.002317497103128621,0.5191598915989167
10,0.4,1000,0.3,881,0.4588235294117647,0.9846666666666666,0.2960265109413543,0.13393258426966292,0.8497500000000018,0.0056753688989784334,0.5066742770167444
10,0.4,1000,0.3,873,0.46588235294117647,0.94,0.264530678869681,0.10525386313465798,0.8253351955307282,0.003436426116838488,0.5840613026819915
10,0.4,1000,0.3,850,0.4823529411764706,0.964,0.29689886993372694,0.15150627615062742,0.832127659574471,0.004705882352941176,0.5496926713947997
10,0.4,1000,0.3,835,0.46941176470588236,0.9460000000000001,0.24999117605835156,0.14903225806451606,0.8288215488215527,0.0023952095808383233,0.5645898359343751
10,0.4,1000,0.3,881,0.4823529411764706,0.9693333333333336,0.297816655041813,0.1537676056338028,0.834464831804285,0.0056753688989784334,0.526522070015223
10,0.4,1000,0.3,875,0.4682352941176471,0.9839999999999998,0.2962932747150196,0.15178217821782172,0.8631645569620275,0.005714285714285714,0.49133333333333395
10,0.4,1000,0.3,853,0.4858823529411765,0.9593333333333331,0.2935882713285067,0.12963317384370002,0.8533526011560713,0.004689331770222743,0.5655673341185721
10,0.4,1000,0.3,839,0.46705882352941175,0.9706666666666665,0.29421748625108773,0.1293527508090613,0.8387784090909117,0.004767580452920143,0.5661077844311393
10,0.4,1000,0.3,861,0.4682352941176471,0.9806666666666668,0.2904897296526132,0.14120336943441658,0.817777777777781,0.005807200929152149,0.4993613707165129
10,0.4,1000,0.3,861,0.4776470588235294,0.9559999999999998,0.28160810414867105,0.1588500727802036,0.8379299363057354,0.004645760743321719,0.538720342279269
10,0.4,1000,0.3,847,0.49058823529411766,0.9333333333333336,0.2668493032969126,0.10217204301075286,0.8270000000000023,0.0035419126328217238,0.5608214849921023
10,0.4,1000,0.3,863,0.46941176470588236,0.9540000000000002,0.26349802945974754,0.1291034482758621,0.8584782608695677,0.002317497103128621,0.5799457994579968
10,0.4,1000,0.3,864,0.44823529411764707,0.9686666666666668,0.2634430925216218,0.14897435897435882,0.8306028368794365,0.004629629629629629,0.5392286821705432
10,0.4,1000,0.3,832,0.46941176470588236,0.9780000000000001,0.26726730029327533,0.12226016260162591,0.8019708029197102,0.004807692307692308,0.5284702093397755
10,0.4,1000,0.3,887,0.4811764705882353,0.9326666666666665,0.2504636503514313,0.14938461538461537,0.8403598971722398,0.002254791431792559,0.6058832391713759
10,0.4,1000,0.3,858,0.46941176470588236,0.9580000000000001,0.2845654446747306,0.15361445783132519,0.8653768844221135,0.002331002331002331,0.6142445482866065
10,0.4,1000,0.3,862,0.4858823529411765,0.969333333333333,0.3050925015991357,0.15748971193415653,0.8433962264150963,0.004640371229698376,0.5695454545454548
10,0.4,1000,0.3,876,0.49058823529411766,0.926,0.23637792437878444,0.1598444444444443,0.805621301775151,0.00228310502283105,0.573115942028988
10,0.4,1000,0.3,906,0.46705882352941175,0.9419999999999998,0.27867980360049327,0.10385620915032699,0.8494416243654849,0.0033112582781456954,0.6055370985603561
10,0.4,1000,0.3,860,0.46941176470588236,0.9326666666666663,0.2774495359644933,0.16093922651933698,0.8629393939393958,0.0034883720930232558,0.5733411124076258
10,0.4,1000,0.3,890,0.4717647058823529,0.9373333333333337,0.26671917878767815,0.1302525252525251,0.8433093525179881,0.0044943820224719105,0.5343416102332599
10,0.4,1000,0.3,840,0.5011764705882353,0.9526666666666667,0.2865272453994402,0.12837398373983736,0.8618450184501847,0.0035714285714285713,0.5336758263639995
10,0.4,1000,0.3,879,0.4764705882352941,0.9686666666666666,0.28381355520720286,0.16002433090024334,0.8684435797665377,0.005688282138794084,0.504672006102213
10,0.4,1000,0.3,876,0.4717647058823529,0.9573333333333333,0.2740704780240356,0.16272609819121472,0.8070153846153882,0.005707762557077625,0.5229468044393434
10,0.4,1000,0.3,835,0.5011764705882353,0.9633333333333332,0.25483747926417627,0.11862222222222193,0.8292771084337339,0.004790419161676647,0.47584837545126374
10,0.4,1000,0.3,830,0.4858823529411765,0.9653333333333333,0.2912412755194215,0.1584035759897829,0.822122186495179,0.006024096385542169,0.5366626262626274
