percent-grammar-1,logistic?,alpha,gamma,mean_state,nodes _09
60,true,0.03,0.02,0.6874823258899191,0.39
60,true,0.03,0.02,0.6730370976973674,0.41
60,true,0.03,0.03,0.7357155488503503,0.41
60,true,0.03,0.03,0.7251071627772028,0.47
60,true,0.03,0.03,0.7545743516553941,0.47
60,true,0.03,0.03,0.7104586848536162,0.42
60,true,0.03,0.03,0.7258419892909141,0.41
60,true,0.03,0.03,0.7045839466606111,0.39
60,true,0.03,0.03,0.7442007464739264,0.45
60,true,0.03,0.03,0.7405282948106658,0.44
60,true,0.03,0.03,0.7335398655668455,0.44
60,true,0.03,0.03,0.7207599577701462,0.37
60,true,0.03,0.03,0.7273531429347259,0.43
60,true,0.03,0.03,0.7442632267423552,0.42
60,true,0.03,0.03,0.7269797467634445,0.43
60,true,0.03,0.03,0.7372717751963274,0.44
60,true,0.03,0.03,0.7392866366401444,0.34
60,true,0.03,0.03,0.7346101215873475,0.43
60,true,0.03,0.03,0.7156872739747296,0.42
60,true,0.03,0.03,0.7452581259719057,0.42
60,true,0.03,0.03,0.7219378652915761,0.39
60,true,0.03,0.03,0.7289842337490339,0.42
60,true,0.03,0.04,0.8047596990191309,0.5
60,true,0.03,0.04,0.7749652869666929,0.48
60,true,0.03,0.04,0.7957059470473175,0.5
60,true,0.03,0.04,0.7776261513162581,0.51
60,true,0.03,0.04,0.7823705671315758,0.47
60,true,0.03,0.04,0.7474416296252072,0.47
60,true,0.03,0.04,0.7735948662296056,0.42
60,true,0.03,0.04,0.7828179539888507,0.46
60,true,0.03,0.04,0.7721156357996638,0.51
60,true,0.03,0.04,0.751887368554501,0.46
60,true,0.03,0.04,0.757187298627004,0.44
60,true,0.03,0.04,0.7890460375847088,0.52
60,true,0.03,0.04,0.7646110689779176,0.46
60,true,0.03,0.04,0.7647641714762784,0.45
60,true,0.03,0.04,0.7647959850728132,0.47
60,true,0.03,0.04,0.767681788620128,0.4
60,true,0.03,0.04,0.7865159232108547,0.5
60,true,0.03,0.04,0.7707030907685392,0.4
60,true,0.03,0.04,0.7553523347650191,0.5
60,true,0.03,0.04,0.7808981804343159,0.51
60,true,0.035,0.02,0.6755158967304878,0.39
60,true,0.035,0.02,0.6691880400063499,0.37
60,true,0.035,0.02,0.6705285134879345,0.44
60,true,0.035,0.02,0.6697203154290087,0.37
60,true,0.035,0.02,0.6771594078545808,0.41
60,true,0.035,0.02,0.693000425212796,0.37
60,true,0.035,0.02,0.6867492237187532,0.35
60,true,0.035,0.02,0.6871522076587214,0.37
60,true,0.035,0.02,0.6765502701543636,0.43
60,true,0.035,0.02,0.6638054818775824,0.42
60,true,0.035,0.02,0.6716835358698549,0.29
60,true,0.035,0.02,0.6758174816197835,0.39
60,true,0.035,0.02,0.6709088230968336,0.39
60,true,0.035,0.02,0.684698597311069,0.33
60,true,0.035,0.02,0.6619757247219381,0.39
60,true,0.035,0.02,0.6827856836240449,0.38
60,true,0.035,0.02,0.6685912178876802,0.41
60,true,0.035,0.02,0.6783420200044773,0.35
60,true,0.035,0.02,0.6828394270375483,0.37
60,true,0.035,0.02,0.6768422173565329,0.39
60,true,0.035,0.03,0.7273656996650131,0.42
60,true,0.035,0.03,0.7388286484477601,0.39
60,true,0.035,0.03,0.7211652463713135,0.4
60,true,0.035,0.03,0.7101475799756316,0.38
60,true,0.035,0.03,0.7608148941108515,0.42
60,true,0.035,0.03,0.7257245929129535,0.46
60,true,0.035,0.03,0.7378210627033625,0.39
60,true,0.035,0.03,0.7565441714018479,0.43
60,true,0.035,0.03,0.7353138162615772,0.45
60,true,0.035,0.03,0.7556396406545369,0.41
60,true,0.035,0.03,0.7129126502879296,0.43
60,true,0.035,0.03,0.7644522736405628,0.4
60,true,0.035,0.03,0.7191929278841193,0.39
60,true,0.035,0.03,0.733583284320471,0.41
60,true,0.035,0.03,0.7368563814913662,0.42
60,true,0.035,0.03,0.7604447079674,0.43
60,true,0.035,0.03,0.7298119280040579,0.43
60,true,0.035,0.03,0.7361756816003892,0.41
60,true,0.035,0.03,0.7119363130246587,0.44
60,true,0.035,0.03,0.7338178988536272,0.4
60,true,0.035,0.04,0.7804428984379018,0.46
60,true,0.035,0.04,0.7978253267050489,0.43
60,true,0.035,0.04,0.7815396695164893,0.51
60,true,0.035,0.04,0.7967019789019119,0.5
60,true,0.035,0.04,0.7831541901467811,0.51
60,true,0.035,0.04,0.8070147439346453,0.49
60,true,0.035,0.04,0.7923061691621557,0.5
60,true,0.035,0.04,0.8008996512549845,0.5
60,true,0.035,0.04,0.7801828462452773,0.43
60,true,0.035,0.04,0.7904227717985013,0.49
60,true,0.035,0.04,0.8084068563543664,0.45
60,true,0.035,0.04,0.7829983674242075,0.45
60,true,0.035,0.04,0.7819193492338086,0.5
60,true,0.035,0.04,0.7871087656073036,0.47
60,true,0.035,0.04,0.8209929245509442,0.52
60,true,0.035,0.04,0.7891357950823306,0.46
60,true,0.035,0.04,0.8050813483778642,0.52
60,true,0.035,0.04,0.7887965196986183,0.47
60,true,0.035,0.04,0.78430945283769,0.51
60,true,0.035,0.04,0.801160044101563,0.47
60,true,0.04,0.02,0.6654082405617707,0.31
60,true,0.04,0.02,0.7036779630587853,0.38
60,true,0.04,0.02,0.6687491436349963,0.39
60,true,0.04,0.02,0.6882605566364112,0.3
60,true,0.04,0.02,0.667152958022773,0.34
60,true,0.04,0.02,0.6741471842675767,0.38
60,true,0.04,0.02,0.6749444419527414,0.42
60,true,0.04,0.02,0.6879955668778333,0.41
60,true,0.04,0.02,0.6861858198738682,0.42
60,true,0.04,0.02,0.6977439586293538,0.33
60,true,0.04,0.02,0.6905959902380545,0.35
60,true,0.04,0.02,0.6881287937564307,0.41
60,true,0.04,0.02,0.6949751550661493,0.46
60,true,0.04,0.02,0.6865897959387713,0.39
60,true,0.04,0.02,0.6732917343759369,0.34
60,true,0.04,0.02,0.676676719465299,0.39
60,true,0.04,0.02,0.6735792089435557,0.42
60,true,0.04,0.02,0.6694860365541718,0.45
60,true,0.04,0.02,0.681710276121471,0.41
60,true,0.04,0.02,0.6780979912439704,0.41
60,true,0.04,0.03,0.7390035520547206,0.47
60,true,0.04,0.03,0.7423619730192743,0.46
60,true,0.04,0.03,0.7297363452783521,0.45
60,true,0.04,0.03,0.7379808257042254,0.44
60,true,0.04,0.03,0.7316336954453228,0.43
60,true,0.04,0.03,0.7417047202089073,0.43
60,true,0.04,0.03,0.7190570748016871,0.46
60,true,0.04,0.03,0.774358202872219,0.44
60,true,0.04,0.03,0.7148771656516837,0.44
60,true,0.04,0.03,0.7514024913192892,0.44
60,true,0.04,0.03,0.7492793506549029,0.48
60,true,0.04,0.03,0.7545185313335396,0.44
60,true,0.04,0.03,0.7397882550055003,0.45
60,true,0.04,0.03,0.7474747610889697,0.42
60,true,0.04,0.03,0.7523335808784549,0.47
60,true,0.04,0.03,0.7496641628188436,0.47
60,true,0.04,0.03,0.7395579857267853,0.43
60,true,0.04,0.03,0.7293367650689762,0.42
60,true,0.04,0.03,0.7315969375648218,0.46
60,true,0.04,0.03,0.758923013872476,0.51
60,true,0.04,0.04,0.7906416818595808,0.49
60,true,0.04,0.04,0.7955976929861965,0.52
60,true,0.04,0.04,0.7800003251385458,0.45
60,true,0.04,0.04,0.799834448872775,0.5
60,true,0.04,0.04,0.7955948070834005,0.53
60,true,0.04,0.04,0.7785804161351525,0.56
60,true,0.04,0.04,0.8038487986635647,0.52
60,true,0.04,0.04,0.7711969014476316,0.51
60,true,0.04,0.04,0.7885895230241969,0.51
60,true,0.04,0.04,0.7796277882240003,0.49
60,true,0.04,0.04,0.7867879099516489,0.55
60,true,0.04,0.04,0.8159560683685011,0.53
60,true,0.04,0.04,0.7996611655370441,0.48
60,true,0.04,0.04,0.8009981745218514,0.46
60,true,0.04,0.04,0.8005333940863951,0.46
60,true,0.04,0.04,0.7970726518455353,0.52
60,true,0.04,0.04,0.7675097871244959,0.48
60,true,0.04,0.04,0.7725432642140098,0.49
60,true,0.04,0.04,0.807036982606319,0.52
60,true,0.04,0.04,0.8128516323310666,0.54
60,false,0.025,0.02,0.6850897210408017,0.43
60,false,0.025,0.02,0.7008105674517158,0.44
60,false,0.025,0.02,0.691887573208202,0.38
60,false,0.025,0.02,0.702401379835139,0.4
60,false,0.025,0.02,0.7034838348412461,0.36
60,false,0.025,0.02,0.7040300130401401,0.45
60,false,0.025,0.02,0.6855154450351805,0.28
60,false,0.025,0.02,0.7038203504199049,0.4
60,false,0.025,0.02,0.6951411112792287,0.48
60,false,0.025,0.02,0.7084794152000333,0.33
60,false,0.025,0.02,0.677948083061645,0.39
60,false,0.025,0.02,0.6964376630881692,0.38
60,false,0.025,0.02,0.6928886812758449,0.36
60,false,0.025,0.02,0.6996743090110453,0.39
60,false,0.025,0.02,0.7066989274587825,0.36
60,false,0.025,0.02,0.6884026175359171,0.44
60,false,0.025,0.02,0.6857993268485716,0.39
60,false,0.025,0.02,0.6916418633681661,0.39
60,false,0.025,0.02,0.6824058460918375,0.42
60,false,0.025,0.02,0.714507458382181,0.41
60,false,0.025,0.03,0.7363760323741957,0.42
60,false,0.025,0.03,0.7645880623542449,0.43
60,false,0.025,0.03,0.7471467434859292,0.5
60,false,0.025,0.03,0.7620945532031445,0.46
60,false,0.025,0.03,0.7548424667624352,0.44
60,false,0.025,0.03,0.7544324587592292,0.4
60,false,0.025,0.03,0.7656437461414823,0.47
60,false,0.025,0.03,0.747290072381466,0.42
60,false,0.025,0.03,0.7591598452733358,0.38
60,false,0.025,0.03,0.7405413993500808,0.43
60,false,0.025,0.03,0.7772097504590306,0.44
60,false,0.025,0.03,0.7605617288325852,0.43
60,false,0.025,0.03,0.7619257572852882,0.48
60,false,0.025,0.03,0.7578755253456119,0.45
60,false,0.025,0.03,0.7708059427232367,0.46
60,false,0.025,0.03,0.7557471791233533,0.43
60,false,0.025,0.03,0.7378311618491976,0.45
60,false,0.025,0.03,0.7435172435762513,0.48
60,false,0.025,0.03,0.7555208336127847,0.36
60,false,0.025,0.03,0.7522548833082554,0.42
60,false,0.025,0.04,0.7823862416276702,0.51
60,false,0.025,0.04,0.802521106023263,0.54
60,false,0.025,0.04,0.7913358266905935,0.46
60,false,0.025,0.04,0.8037507529478612,0.46
60,false,0.025,0.04,0.7849503260734475,0.45
60,false,0.025,0.04,0.7822489337756449,0.49
60,false,0.025,0.04,0.8069328877312882,0.5
60,false,0.025,0.04,0.7907484845374385,0.47
60,false,0.025,0.04,0.7855955006577655,0.45
60,false,0.025,0.04,0.7836865039730497,0.5
60,false,0.025,0.04,0.7981673450173293,0.47
60,false,0.025,0.04,0.7970846199796925,0.53
60,false,0.025,0.04,0.8031700628038633,0.54
60,false,0.025,0.04,0.8038762110799655,0.51
60,false,0.025,0.04,0.808633259704195,0.49
60,false,0.025,0.04,0.8018129805283671,0.53
60,false,0.025,0.04,0.7716294004902013,0.49
60,false,0.025,0.04,0.7974154395288042,0.53
60,false,0.025,0.04,0.7894604701142491,0.51
60,false,0.025,0.04,0.791682155697913,0.54
60,false,0.03,0.02,0.6968497966944952,0.36
60,false,0.03,0.02,0.7015626080115196,0.41
60,false,0.03,0.02,0.6890956708220246,0.32
60,false,0.03,0.02,0.6962585831527345,0.37
60,false,0.03,0.02,0.68897872784731,0.35
60,false,0.03,0.02,0.6940108769414454,0.37
60,false,0.03,0.02,0.6948911568913363,0.47
60,false,0.03,0.02,0.687531549540831,0.41
60,false,0.03,0.02,0.7059950941394567,0.36
60,false,0.03,0.02,0.6889312068822935,0.4
60,false,0.03,0.02,0.6856352064782303,0.43
60,false,0.03,0.02,0.7076123273614086,0.44
60,false,0.03,0.02,0.6930992140378456,0.39
60,false,0.03,0.02,0.6897285314979312,0.34
60,false,0.03,0.02,0.676965040285576,0.41
60,false,0.03,0.02,0.7162669367808502,0.39
60,false,0.03,0.02,0.6930536749062263,0.4
60,false,0.03,0.02,0.6947259892708556,0.29
60,false,0.03,0.02,0.6791561642805145,0.37
60,false,0.03,0.02,0.6764292550531167,0.33
60,false,0.03,0.03,0.7510531831745852,0.47
60,false,0.03,0.03,0.7497769079051043,0.41
60,false,0.03,0.03,0.7557646536029113,0.48
60,false,0.03,0.03,0.7565063867352595,0.45
60,false,0.03,0.03,0.7472866591131182,0.45
60,false,0.03,0.03,0.7197111262155939,0.41
60,false,0.03,0.03,0.7416750032747825,0.47
60,false,0.03,0.03,0.7543753939953365,0.46
60,false,0.03,0.03,0.7619054047370665,0.47
60,false,0.03,0.03,0.7668658302273232,0.5
60,false,0.03,0.03,0.7527365762175299,0.41
60,false,0.03,0.03,0.7382487533718763,0.45
60,false,0.03,0.03,0.7524565480354309,0.44
60,false,0.03,0.03,0.7230871843415305,0.43
60,false,0.03,0.03,0.7582131105600548,0.43
60,false,0.03,0.03,0.7373926930448902,0.4
60,false,0.03,0.03,0.7582476417070945,0.45
60,false,0.03,0.03,0.7478700681402678,0.45
60,false,0.03,0.03,0.7542112036667562,0.48
60,false,0.03,0.03,0.7466523315302881,0.51
60,false,0.03,0.04,0.8089682123964107,0.47
60,false,0.03,0.04,0.8025154099290885,0.53
60,false,0.03,0.04,0.8013605028254902,0.49
60,false,0.03,0.04,0.8045269743128649,0.48
60,false,0.03,0.04,0.7965044568415017,0.47
60,false,0.03,0.04,0.8049421877626304,0.49
60,false,0.03,0.04,0.7971153778518729,0.45
60,false,0.03,0.04,0.8069784485661705,0.43
60,false,0.03,0.04,0.7851074754266324,0.51
60,false,0.03,0.04,0.8246867828068035,0.58
60,false,0.03,0.04,0.7972966344675559,0.5
60,false,0.03,0.04,0.8062295871902785,0.53
60,false,0.03,0.04,0.7950278844645341,0.5
60,false,0.03,0.04,0.8066562639972592,0.48
60,false,0.03,0.04,0.8235792959655214,0.58
60,false,0.03,0.04,0.7913659436647407,0.52
60,false,0.03,0.04,0.7935080689823963,0.49
60,false,0.03,0.04,0.7993887316107748,0.53
60,false,0.03,0.04,0.806601128635659,0.51
60,false,0.035,0.02,0.7085194202916573,0.38
60,false,0.03,0.04,0.7963737186293797,0.44
60,false,0.035,0.02,0.6891972911959635,0.42
60,false,0.035,0.02,0.6829181897600853,0.39
60,false,0.035,0.02,0.6925863901817683,0.41
60,false,0.035,0.02,0.6986924050815295,0.37
60,false,0.035,0.02,0.6908063297728991,0.38
60,false,0.035,0.02,0.6930164274665168,0.4
60,false,0.035,0.02,0.6851606417218139,0.45
60,false,0.035,0.02,0.7075110651678552,0.4
60,false,0.035,0.02,0.7091441667260852,0.38
60,false,0.035,0.02,0.700923232166172,0.39
60,false,0.035,0.02,0.6851015956613157,0.38
60,false,0.035,0.02,0.6992824395497808,0.48
60,false,0.035,0.02,0.6911302722329152,0.43
60,false,0.035,0.02,0.6985887223655418,0.37
60,false,0.035,0.02,0.6959227109703322,0.41
60,false,0.035,0.02,0.690950165967635,0.4
60,false,0.035,0.02,0.6994517293850511,0.36
60,false,0.035,0.02,0.7008706065279553,0.44
60,false,0.035,0.02,0.6832918405203483,0.37
60,false,0.035,0.03,0.7387396318428684,0.46
60,false,0.035,0.03,0.7555816908568984,0.5
60,false,0.035,0.03,0.7542299248893322,0.45
60,false,0.035,0.03,0.7612235914433967,0.41
60,false,0.035,0.03,0.7493748276127101,0.44
60,false,0.035,0.03,0.7571741612427247,0.47
60,false,0.035,0.03,0.7345487375989915,0.43
60,false,0.035,0.03,0.7507585599595754,0.46
60,false,0.035,0.03,0.7399339100715627,0.42
60,false,0.035,0.03,0.7608985095366125,0.48
60,false,0.035,0.03,0.7605425294737143,0.38
60,false,0.035,0.03,0.7449174989919796,0.41
60,false,0.035,0.03,0.7583277509781372,0.44
60,false,0.035,0.03,0.7255158183061542,0.41
60,false,0.035,0.03,0.745708290370809,0.39
60,false,0.035,0.03,0.7371175491236376,0.41
60,false,0.035,0.03,0.7561737196485327,0.45
60,false,0.035,0.03,0.7550589467459626,0.47
60,false,0.035,0.03,0.7616102887635237,0.4
60,false,0.035,0.03,0.7494851172740927,0.41
60,false,0.035,0.04,0.7969158954685175,0.54
60,false,0.035,0.04,0.802865194574283,0.51
60,false,0.035,0.04,0.8073269812738925,0.48
60,false,0.035,0.04,0.7973360665566294,0.51
60,false,0.035,0.04,0.7821192831510588,0.53
60,false,0.035,0.04,0.7985099716585096,0.5
60,false,0.035,0.04,0.8177733111891691,0.55
60,false,0.035,0.04,0.7943209748683218,0.49
60,false,0.035,0.04,0.8057530500303142,0.49
60,false,0.035,0.04,0.7987723308461219,0.55
60,false,0.035,0.04,0.7937801472801662,0.5
60,false,0.035,0.04,0.790321540441191,0.51
60,false,0.035,0.04,0.7817235635395879,0.49
60,false,0.035,0.04,0.7912746922285013,0.55
60,false,0.035,0.04,0.7980104752349102,0.43
60,false,0.035,0.04,0.7928053148621068,0.52
60,false,0.035,0.04,0.8071320617967591,0.53
60,false,0.035,0.04,0.7926984260259198,0.48
60,false,0.035,0.04,0.8158444303119856,0.53
60,false,0.035,0.04,0.8037204028340104,0.49
60,false,0.04,0.02,0.7011925109867809,0.4
60,false,0.04,0.02,0.7086397002960351,0.37
60,false,0.04,0.02,0.6987965715485531,0.44
60,false,0.04,0.02,0.6875296754466633,0.4
60,false,0.04,0.02,0.7050396930404932,0.37
60,false,0.04,0.02,0.6928262318552192,0.38
60,false,0.04,0.02,0.7086309066310367,0.44
60,false,0.04,0.02,0.6899875820040144,0.35
60,false,0.04,0.02,0.6904722680806767,0.38
60,false,0.04,0.02,0.708966499587411,0.36
60,false,0.04,0.02,0.6955596531865083,0.36
60,false,0.04,0.02,0.7105543501554438,0.46
60,false,0.04,0.02,0.7131597411504874,0.45
60,false,0.04,0.02,0.6907530171962365,0.37
60,false,0.04,0.02,0.7018441284767729,0.33
60,false,0.04,0.02,0.7010100470837974,0.36
60,false,0.04,0.02,0.6904971519034174,0.39
60,false,0.04,0.02,0.6929597279342521,0.43
60,false,0.04,0.02,0.6895258271343547,0.36
60,false,0.04,0.02,0.6936586792978346,0.41
60,false,0.04,0.03,0.7447658423758529,0.44
60,false,0.04,0.03,0.7486298146886764,0.39
60,false,0.04,0.03,0.7604769141333051,0.43
60,false,0.04,0.03,0.753061177301475,0.47
60,false,0.04,0.03,0.7376516831931919,0.44
60,false,0.04,0.03,0.75988504672718,0.46
60,false,0.04,0.03,0.7449738044908379,0.41
60,false,0.04,0.03,0.75383861674304,0.49
60,false,0.04,0.03,0.7553468651597693,0.38
60,false,0.04,0.03,0.7636690441343726,0.44
60,false,0.04,0.03,0.7583831049825082,0.42
60,false,0.04,0.03,0.7572416618902181,0.48
60,false,0.04,0.03,0.7547232633682468,0.46
60,false,0.04,0.03,0.740208707205145,0.44
60,false,0.04,0.03,0.7651228006778291,0.41
60,false,0.04,0.03,0.7525263499279362,0.35
60,false,0.04,0.03,0.7606761440838876,0.52
60,false,0.04,0.03,0.7488411404587132,0.43
60,false,0.04,0.03,0.7391070744362969,0.45
60,false,0.04,0.03,0.7455540728935126,0.49
60,false,0.04,0.04,0.7991053652845993,0.47
60,false,0.04,0.04,0.7885743835563894,0.44
60,false,0.04,0.04,0.8061887017279645,0.46
60,false,0.04,0.04,0.8207603567493256,0.57
60,false,0.04,0.04,0.8167018217140439,0.52
60,false,0.04,0.04,0.7975412154619623,0.49
60,false,0.04,0.04,0.8132002056451815,0.52
60,false,0.04,0.04,0.8197291470620662,0.54
60,false,0.04,0.04,0.8115561577181293,0.53
60,false,0.04,0.04,0.7976997585875003,0.49
60,false,0.04,0.04,0.7921764070373546,0.47
60,false,0.04,0.04,0.785207859643069,0.46
60,false,0.04,0.04,0.8063461819208186,0.54
60,false,0.04,0.04,0.800602979113721,0.51
60,false,0.04,0.04,0.7775788034887617,0.46
60,false,0.04,0.04,0.8108450964204689,0.54
60,false,0.04,0.04,0.7870213293801334,0.49
60,false,0.04,0.04,0.8123550754357347,0.42
60,false,0.04,0.04,0.8228726937400821,0.52
60,false,0.04,0.04,0.7949283833423876,0.43
65,true,0.025,0.02,0.7172506611220356,0.41
65,true,0.025,0.02,0.7146313617378217,0.36
65,true,0.025,0.02,0.7221027318961717,0.47
65,true,0.025,0.02,0.7025778285243613,0.38
65,true,0.025,0.02,0.7010683110699949,0.43
65,true,0.025,0.02,0.7182727721367587,0.43
65,true,0.025,0.02,0.724165535095734,0.48
65,true,0.025,0.02,0.7197467975416524,0.46
65,true,0.025,0.02,0.6873820319416956,0.35
65,true,0.025,0.02,0.7156405207946602,0.43
65,true,0.025,0.02,0.7261566768406772,0.43
65,true,0.025,0.02,0.7209254232147583,0.42
65,true,0.025,0.02,0.7142482226123279,0.38
65,true,0.025,0.02,0.709589623903725,0.46
65,true,0.025,0.02,0.7104301623821937,0.45
65,true,0.025,0.02,0.705084199588906,0.43
65,true,0.025,0.02,0.7180609661237567,0.42
65,true,0.025,0.02,0.7161779660300944,0.41
65,true,0.025,0.02,0.711734746615628,0.47
65,true,0.025,0.02,0.7056336234758007,0.38
65,true,0.025,0.03,0.7569230974215578,0.46
65,true,0.025,0.03,0.7707237490428476,0.45
65,true,0.025,0.03,0.7617904101559678,0.47
65,true,0.025,0.03,0.7830340028528705,0.45
65,true,0.025,0.03,0.7772494340128279,0.47
65,true,0.025,0.03,0.7888809326360467,0.56
65,true,0.025,0.03,0.7598753896236349,0.46
65,true,0.025,0.03,0.7477067968513574,0.44
65,true,0.025,0.03,0.7817569396920132,0.44
65,true,0.025,0.03,0.7491264908467312,0.47
65,true,0.025,0.03,0.7592367470552377,0.52
65,true,0.025,0.03,0.7443356247964017,0.45
65,true,0.025,0.03,0.759111743045839,0.51
65,true,0.025,0.03,0.742862143743644,0.47
65,true,0.025,0.03,0.7675426372677792,0.44
65,true,0.025,0.03,0.7666019297139907,0.48
65,true,0.025,0.03,0.7668399426722274,0.45
65,true,0.025,0.03,0.7647891199359675,0.45
65,true,0.025,0.03,0.784113886029716,0.5
65,true,0.025,0.03,0.7624748361508509,0.4
65,true,0.025,0.04,0.7977152963889569,0.56
65,true,0.025,0.04,0.8011177078233963,0.48
65,true,0.025,0.04,0.8235563129065392,0.46
65,true,0.025,0.04,0.8172455940598059,0.5
65,true,0.025,0.04,0.8194228154362609,0.5
65,true,0.025,0.04,0.8036111638401116,0.56
65,true,0.025,0.04,0.7946350862211365,0.48
65,true,0.025,0.04,0.8113398935008533,0.49
65,true,0.025,0.04,0.8206415581854355,0.5
65,true,0.025,0.04,0.8150732705860766,0.52
65,true,0.025,0.04,0.8194440596325875,0.52
65,true,0.025,0.04,0.8146428156164839,0.51
65,true,0.025,0.04,0.8254078528094314,0.53
65,true,0.025,0.04,0.8263702510431069,0.47
65,true,0.025,0.04,0.8017276728892304,0.5
65,true,0.025,0.04,0.7842222417258788,0.52
65,true,0.025,0.04,0.789778095920564,0.58
65,true,0.025,0.04,0.815995716378384,0.56
65,true,0.025,0.04,0.8138039087551745,0.52
65,true,0.025,0.04,0.8304332549250821,0.6
65,true,0.03,0.02,0.720526755751397,0.46
65,true,0.03,0.02,0.7186797064345194,0.43
65,true,0.03,0.02,0.7239035834393323,0.43
65,true,0.03,0.02,0.7295357849482694,0.45
65,true,0.03,0.02,0.7168287801940469,0.41
65,true,0.03,0.02,0.7206963757023945,0.48
65,true,0.03,0.02,0.7249559491258981,0.46
65,true,0.03,0.02,0.7218296954131291,0.43
65,true,0.03,0.02,0.7167298634497665,0.41
65,true,0.03,0.02,0.7262179250520008,0.46
65,true,0.03,0.02,0.7169472424298516,0.43
65,true,0.03,0.02,0.7214867956461412,0.43
65,true,0.03,0.02,0.7154543850719343,0.47
65,true,0.03,0.02,0.7266065215798096,0.45
65,true,0.03,0.02,0.7076446407989408,0.45
65,true,0.03,0.02,0.710485976879586,0.42
65,true,0.03,0.02,0.7225794614460574,0.45
65,true,0.03,0.02,0.7112085256771554,0.4
65,true,0.03,0.02,0.7112919402992353,0.42
65,true,0.03,0.02,0.7243395530555911,0.42
65,true,0.03,0.03,0.749273159072444,0.46
65,true,0.03,0.03,0.7567451971110676,0.45
65,true,0.03,0.03,0.7629043276935509,0.51
65,true,0.03,0.03,0.7713033523909297,0.42
65,true,0.03,0.03,0.7480046373501338,0.44
65,true,0.03,0.03,0.7482913951680646,0.42
65,true,0.03,0.03,0.7748369870722126,0.45
65,true,0.03,0.03,0.7610697711382247,0.49
65,true,0.03,0.03,0.7600347778414377,0.45
65,true,0.03,0.03,0.7674796327196012,0.45
65,true,0.03,0.03,0.7577874550122112,0.5
65,true,0.03,0.03,0.7722600798953895,0.47
65,true,0.03,0.03,0.779746528721391,0.5
65,true,0.03,0.03,0.7689983142884823,0.49
65,true,0.03,0.03,0.7880306445805147,0.52
65,true,0.03,0.03,0.7674349121830544,0.45
65,true,0.03,0.03,0.7692625225962196,0.47
65,true,0.03,0.03,0.7735907139688188,0.5
65,true,0.03,0.03,0.7854522903803576,0.51
65,true,0.03,0.03,0.7503765661947489,0.54
65,true,0.03,0.04,0.8230437924536605,0.55
65,true,0.03,0.04,0.8296761183094875,0.53
65,true,0.03,0.04,0.8123299928467255,0.52
65,true,0.03,0.04,0.8286520393315651,0.5
65,true,0.03,0.04,0.8252947986699565,0.57
65,true,0.03,0.04,0.8238417671714582,0.55
65,true,0.03,0.04,0.8238792982918745,0.55
65,true,0.03,0.04,0.7993115951851328,0.5
65,true,0.03,0.04,0.802185850964416,0.53
65,true,0.03,0.04,0.806015684335515,0.56
65,true,0.03,0.04,0.8417808485231169,0.56
65,true,0.03,0.04,0.8309612655690196,0.58
65,true,0.03,0.04,0.8225878252264021,0.53
65,true,0.03,0.04,0.8182864413563142,0.54
65,true,0.03,0.04,0.8063331035823295,0.53
65,true,0.03,0.04,0.8085488368251866,0.54
65,true,0.03,0.04,0.809391264066507,0.54
65,true,0.03,0.04,0.8162032437260736,0.5
65,true,0.03,0.04,0.8213202539883983,0.52
65,true,0.03,0.04,0.8105323657147858,0.54
65,true,0.035,0.02,0.7408074462148757,0.41
65,true,0.035,0.02,0.7393636681307659,0.41
65,true,0.035,0.02,0.7179111428976398,0.45
65,true,0.035,0.02,0.726958022635024,0.42
65,true,0.035,0.02,0.7242615521376088,0.41
65,true,0.035,0.02,0.7114265838597394,0.42
65,true,0.035,0.02,0.7215564278079252,0.44
65,true,0.035,0.02,0.7219567772911846,0.41
65,true,0.035,0.02,0.7200980181474916,0.38
65,true,0.035,0.02,0.7155620852217293,0.46
65,true,0.035,0.02,0.7162649512153624,0.41
65,true,0.035,0.02,0.7068374539274066,0.46
65,true,0.035,0.02,0.7238772334830285,0.47
65,true,0.035,0.02,0.7083908234031214,0.5
65,true,0.035,0.02,0.7282549056688715,0.45
65,true,0.035,0.02,0.7268081026672019,0.41
65,true,0.035,0.02,0.7043808144765125,0.47
65,true,0.035,0.02,0.7127192670228036,0.4
65,true,0.035,0.02,0.7217346720833969,0.47
65,true,0.035,0.02,0.7134547823683509,0.43
65,true,0.035,0.03,0.777634101873169,0.46
65,true,0.035,0.03,0.7761440432631997,0.48
65,true,0.035,0.03,0.7795118783643147,0.5
65,true,0.035,0.03,0.7550269173651146,0.48
65,true,0.035,0.03,0.7621509144174987,0.44
65,true,0.035,0.03,0.7763623081866099,0.49
65,true,0.035,0.03,0.7842647546067657,0.56
65,true,0.035,0.03,0.7677089989982129,0.52
65,true,0.035,0.03,0.7819185104912634,0.45
65,true,0.035,0.03,0.7708587446340579,0.48
65,true,0.035,0.03,0.755314748040273,0.51
65,true,0.035,0.03,0.7708554140888795,0.48
65,true,0.035,0.03,0.7771411368258845,0.51
65,true,0.035,0.03,0.7700053807914631,0.51
65,true,0.035,0.03,0.758922056311189,0.46
65,true,0.035,0.03,0.7793502908519763,0.45
65,true,0.035,0.03,0.7805331798951969,0.53
65,true,0.035,0.03,0.773530906650938,0.48
65,true,0.035,0.03,0.7755482159993039,0.53
