school-transportation-cost,traffic-lights?,high-income-percentage,with-school-choice?,alpha,D-segregation,delta-Achievement
10,true,25,true,0.4,0.448282320657471,0.4471574332546524
10,true,25,true,0.4,0.4227140361094934,0.20277624685669515
10,true,25,true,0.4,0.47476719559670877,0.4620448910601658
10,true,25,true,0.4,0.48008675293958497,0.384451424391842
10,true,25,true,0.4,0.48846064525415506,0.47740620670822853
10,true,25,true,0.4,0.4352302249638454,0.2973636587678339
10,true,25,true,0.4,0.7299365021892327,1.008790096724388
10,true,25,true,0.4,0.7137965448413517,0.6430728035823723
10,true,25,true,0.4,0.4320392757652006,0.2848243639942494
10,true,25,true,0.4,0.5756163934138104,0.5927172038912314
10,true,25,true,0.4,0.5604813819177776,0.7590472698864632
10,true,25,true,0.4,0.7036281767174316,1.0650059574047273
10,true,25,true,0.4,0.7454623104847322,0.9922138428328235
10,true,25,true,0.4,0.5521522820679211,0.7168733539851049
10,true,25,true,0.4,0.43250791489658813,0.5548517413206815
10,true,25,true,0.4,0.6337539679429399,0.6832573751369821
10,true,25,true,0.4,0.5714968255148208,0.6853972841009082
10,true,25,true,0.4,0.47860005066439437,0.5261598312009719
10,true,25,true,0.4,0.6540622258720766,0.6494562882904109
10,true,25,true,0.4,0.7162992963661134,1.1947238428225493
10,true,25,true,0.4,0.6209753301235378,0.7713894469926172
10,true,25,true,0.4,0.7164714536298309,0.9824648818793014
10,true,25,true,0.5,0.5500445632798572,0.45930281531320105
10,true,25,true,0.5,0.5482181474139486,0.5881606818173424
10,true,25,true,0.5,0.32472384665367127,0.2848757942691069
10,true,25,true,0.5,0.6824224519940916,0.7755118687294695
10,true,25,true,0.5,0.46237351439072116,0.5879866044530564
10,true,25,true,0.5,0.5604278074866309,0.5796278411938438
10,true,25,true,0.5,0.8621928695850076,1.2711234496893073
10,true,25,true,0.5,0.6181154374296332,0.8512947107808158
10,true,25,true,0.5,0.5070446377696891,0.5362178762221035
10,true,25,true,0.5,0.6970920695783681,0.5362049359821626
10,true,25,true,0.5,0.4913514713376221,0.5109020770170574
10,true,25,true,0.5,0.7735298607459675,0.9097615365407155
10,true,25,true,0.5,0.576919361273618,0.6818690010148565
10,true,25,true,0.5,0.6486426346239432,1.1505098284628614
10,true,25,true,0.5,0.5721329952099181,0.7395473140646667
10,true,25,true,0.5,0.7184576672479467,0.8863553566362024
10,true,25,true,0.5,0.6940278805096077,0.761609313431209
10,true,25,true,0.5,0.5563661006138881,0.4314465698972505
10,true,25,true,0.5,0.7772300227131942,1.2041993868925767
10,true,25,true,0.5,0.8748776117197171,1.2279460912985138
10,true,25,true,0.5,0.724468386062521,1.2873502596059234
10,true,25,true,0.5,0.8843418572768151,0.8317454505094561
10,true,25,true,0.5,0.633191565745322,0.7165667764966113
10,true,25,true,0.5,0.8201550387596902,1.057092002795308
10,true,25,true,0.5,0.7371813355496379,0.7338633471560829
10,true,25,true,0.5,0.5413364740112688,0.683903475006554
10,true,25,true,0.5,0.5844525032541815,0.735054738388011
10,true,25,true,0.5,0.7639453420360605,1.4164949825687394
10,true,25,true,0.5,0.5424317056602742,0.6606830354920676
10,true,25,false,0.1,0.174563191613279,0.07099473951142254
10,true,25,true,0.5,0.740995071908126,1.3447164828569749
