academic-mobility-radius,Satisfaction_threshold,Base_Salary,Sch_Quality_Variation,total-teachers,teacher-turnover-rate,mean-school-vacancy-rate,satisfaction-inequality,mean-satisfaction-poor-schools,mean-satisfaction-good-schools,unemployment-rate,mean-satisfaction-all
5,0.1,5000,0.3,874,0.48823529411764705,0.9853333333333336,0.2822072367420249,0.1704437229437234,0.8493939393939403,0.005720823798627002,0.4873993095512092
5,0.1,5000,0.3,878,0.44823529411764707,0.9853333333333332,0.28634787112378535,0.15912698412698423,0.8195569620253198,0.0056947608200455585,0.5059870179457819
5,0.1,5000,0.3,848,0.4976470588235294,0.9440000000000002,0.26380521736918977,0.19228426395939094,0.8465615141955867,0.003537735849056604,0.560761341222882
5,0.1,5000,0.3,858,0.48470588235294115,0.984666666666667,0.24467252022421584,0.17104417670682764,0.7996527777777765,0.006993006993006993,0.4322496087636949
5,0.1,5000,0.5,835,0.47058823529411764,0.8940000000000001,0.1636640699990423,0,0.8355091383812048,0,0.6686387225548915
5,0.1,5000,0.5,867,0.46,0.8866666666666668,0.18754555573558676,0,0.8600226244343906,0,0.6868358323721658
5,0.1,5000,0.3,897,0.4258823529411765,0.9653333333333333,0.28483887622357595,0.13297760210803666,0.8462934362934388,0.005574136008918618,0.5092040358744421
5,0.1,5000,0.5,854,0.48470588235294115,0.8873333333333333,0.17482796196310066,0,0.8403619047619079,0,0.7134504293520694
5,0.1,5000,0.5,860,0.4611764705882353,0.8873333333333335,0.16560652528752978,0,0.8292875318066192,0,0.6698410852713195
5,0.1,5000,0.5,908,0.46352941176470586,0.8806666666666665,0.16632115523764904,0,0.8283111111111144,0,0.6806020558002964
5,0.1,5000,0.5,853,0.4752941176470588,0.8866666666666667,0.15815965067369747,0,0.8324044943820267,0,0.6931340367330999
