neighborhood-range,tolerance,init-sd,enable-movement?,responsiveness,polarization,moran-i-ideology
4,0.15,0.2,true,0.25,0.08496441001547522,0.5607809459596219
4,0.05,0.2,true,0.25,0.10595301011000215,0.7000575145943341
4,0.1,0.2,true,0.25,0.10019980381163922,0.6924937452728963
4,0.15,0.2,true,0.25,0.08638937600828338,0.6790162286829508
4,0.05,0.2,true,0.25,0.10752749851246649,0.7875462087841667
4,0.15,0.2,true,0.25,0.08766986147782856,0.7292561053205143
4,0.1,0.2,true,0.25,0.10272012990079776,0.6972622655666335
4,0.05,0.2,true,0.25,0.10932036045746725,0.7924603235482244
4,0.05,0.2,true,0.25,0.11143595694364056,0.8211059772019834
4,0.15,0.2,true,0.25,0.0893020081456343,0.7361635698154687
4,0.1,0.2,true,0.25,0.10446256167245385,0.7407905569596731
4,0.05,0.2,true,0.25,0.1130187016255582,0.8470680369051199
4,0.15,0.2,true,0.25,0.09025984075696361,0.7498240339028731
4,0.1,0.2,true,0.25,0.10625927342238649,0.790160705598372
4,0.05,0.2,true,0.25,0.11547227092055141,0.8244739073426602
4,0.15,0.2,true,0.25,0.09130084735574773,0.782615010696424
4,0.1,0.2,true,0.25,0.10819116707551689,0.8480550597106096
4,0.05,0.2,true,0.25,0.1174042579858243,0.8453377297763467
4,0.15,0.2,true,0.25,0.0921392254993908,0.8242470919425955
4,0.1,0.2,true,0.25,0.11039591514906796,0.8354388055951851
4,0.05,0.2,true,0.25,0.11905976112437093,0.8544861299295289
4,0.15,0.2,true,0.25,0.0929772809183588,0.8334390602088781
4,0.1,0.2,true,0.25,0.11140740763027757,0.8685276302093695
4,0.05,0.2,true,0.25,0.12120768584573026,0.847118043286214
4,0.15,0.2,true,0.25,0.09396205440539854,0.8744668182825567
4,0.1,0.2,true,0.25,0.11283793243567987,0.8677448609858834
4,0.05,0.2,true,0.25,0.12370315595430613,0.8805118528001513
4,0.15,0.2,true,0.25,0.09503638247460924,0.880927104806048
4,0.1,0.2,true,0.25,0.11430011829282982,0.9029608564515984
4,0.05,0.2,true,0.25,0.12517154019310858,0.8758185551150172
4,0.15,0.2,true,0.25,0.0955628638575599,0.9319021203987817
4,0.1,0.2,true,0.25,0.11616492433731793,0.9017862477893286
4,0.05,0.2,true,0.25,0.1274426973532231,0.8785478112491427
4,0.15,0.2,true,0.25,0.0962768256351984,0.9578778462381823
4,0.05,0.2,true,0.25,0.12947410208750268,0.8674265294271886
4,0.1,0.2,true,0.25,0.11800306451512588,0.9172923482325046
4,0.15,0.2,true,0.25,0.09707383936242343,0.9637308476867945
4,0.05,0.2,true,0.25,0.13112498228673056,0.895712329019351
4,0.1,0.2,true,0.25,0.11947015542006117,0.8950460982535406
4,0.15,0.2,true,0.25,0.0976629969174161,0.937212339730906
4,0.05,0.2,true,0.25,0.1328724413261567,0.9191232855532359
4,0.1,0.2,true,0.25,0.12052863930255907,0.9036413539124707
4,0.15,0.2,true,0.25,0.09783873685499016,0.9834054679829781
4,0.05,0.2,true,0.25,0.13438984441080354,0.9579371257591419
4,0.15,0.2,true,0.25,0.09799554846242307,0.980763749784774
4,0.1,0.2,true,0.25,0.12183010149645641,0.929648402392963
4,0.05,0.2,true,0.25,0.136164760630027,0.9309639332869548
4,0.15,0.2,true,0.25,0.09883308383226459,1.0011654184655865
4,0.1,0.2,true,0.25,0.12338754189102495,0.923453297863952
4,0.05,0.2,true,0.25,0.13785281206890887,0.9713315009030726
4,0.15,0.2,true,0.25,0.09949047971154065,1.002007090377411
4,0.1,0.2,true,0.25,0.12467245152396719,0.9204603076565891
4,0.15,0.2,true,0.25,0.09957619186673401,1.0058132743653811
4,0.05,0.2,true,0.25,0.13966589722609385,0.9563434717728626
4,0.1,0.2,true,0.25,0.12594329305295235,0.9360359397553054
4,0.05,0.2,true,0.25,0.14101496552128806,0.978596178987631
4,0.15,0.2,true,0.25,0.0998788525506513,1.0069758578399457
4,0.1,0.2,true,0.25,0.12745402055402452,0.9539581806322868
4,0.05,0.2,true,0.25,0.14252023199119637,0.975755278807759
4,0.15,0.2,true,0.25,0.10028181920018536,1.0074580053630535
4,0.1,0.2,true,0.25,0.12877720550452174,0.9722861442513292
4,0.05,0.2,true,0.25,0.144378722868427,0.9957240833492881
4,0.15,0.2,true,0.25,0.10019821396782255,1.0037815602615745
4,0.05,0.2,true,0.25,0.14630194584056203,0.9850766757006706
4,0.15,0.2,true,0.25,0.10029410486387291,1.029672308168989
4,0.1,0.2,true,0.25,0.1301101442862145,0.983610389580216
4,0.05,0.2,true,0.25,0.14754455410026882,0.9776915642778695
4,0.15,0.2,true,0.25,0.10054986036250739,1.020735368652138
4,0.1,0.2,true,0.25,0.13146137558586013,0.9933384367497706
4,0.05,0.2,true,0.25,0.14902658443057842,0.9572495925346238
4,0.15,0.2,true,0.25,0.10099774215656956,1.0254596250920118
4,0.1,0.2,true,0.25,0.13255655936782096,0.9857599906416644
4,0.05,0.2,true,0.25,0.15090827946896282,0.9694349475834322
4,0.15,0.2,true,0.25,0.10136275753736868,1.0315797811267082
4,0.1,0.2,true,0.25,0.13393692626642867,0.9997023684676966
4,0.05,0.2,true,0.25,0.15307773678462397,0.9635695819832251
4,0.15,0.2,true,0.25,0.10133500047893866,1.0132406059877146
4,0.1,0.2,true,0.25,0.13472259815614926,0.9987698734754323
4,0.05,0.2,true,0.25,0.15417675280442938,0.9864615707682249
4,0.15,0.2,true,0.25,0.10155507814827856,1.0287250356172934
4,0.1,0.2,true,0.25,0.1355689740166293,0.9864821318936984
4,0.15,0.2,true,0.25,0.10179011289644493,1.0135945519593934
4,0.05,0.2,true,0.25,0.15570571813476303,0.9823691228268948
4,0.1,0.2,true,0.25,0.1368719071652878,0.994969857720548
4,0.15,0.2,true,0.25,0.10196084873438872,1.0307577989215642
4,0.05,0.2,true,0.25,0.15695922903861353,0.9934292351780277
4,0.1,0.2,true,0.25,0.137482660725792,0.9975072775736429
