num-grain-grown,percent-best-land,metabolism-max,max-vision,num-people,grain-growth-interval,life-expectancy-min,turtles,life-expectancy-max,red,green,blue,gini-index-reserve / num-people
2,20,9,7,250,3,5,250,60,55,133,62,0.11002662052442436
2,20,9,7,250,3,5,250,50,208,38,4,0.22260790362861765
2,20,9,7,250,3,5,250,70,69,137,44,0.11967872161480245
2,20,9,7,250,3,5,250,50,194,37,19,0.22064383237313542
2,20,9,7,250,3,5,250,60,64,134,52,0.12071734754292487
2,20,9,7,250,3,5,250,70,64,137,49,0.1222693678484337
2,20,9,7,250,3,5,250,60,72,133,45,0.13126256802629452
2,20,9,7,250,3,5,250,50,196,33,21,0.2224292872151285
2,20,9,7,250,3,5,250,70,73,126,51,0.1311316507107631
2,20,9,7,250,3,5,250,60,80,136,34,0.13272322227747393
2,20,9,7,250,3,5,250,50,203,32,15,0.23616034597471722
2,20,9,7,250,3,5,250,70,81,122,47,0.13895178404530215
2,20,9,7,250,3,5,250,70,103,111,36,0.15236689802455952
2,20,9,7,250,3,5,250,60,94,122,34,0.14567445276920826
2,20,9,7,250,3,5,250,70,111,108,31,0.1565282231383928
2,20,9,7,250,3,5,250,60,106,106,38,0.15918342039740271
2,20,9,7,250,3,10,250,50,66,94,90,0.14135467150447062
2,20,9,7,250,3,5,250,70,118,103,29,0.16302060316512398
2,20,9,7,250,3,5,250,60,118,98,34,0.1667156561780507
2,20,9,7,250,3,10,250,50,53,104,93,0.1158216686437327
2,20,9,7,250,3,5,250,70,131,92,27,0.1724118134412009
2,20,9,7,250,3,10,250,50,46,137,67,0.11081163064833005
2,20,9,7,250,3,5,250,60,127,80,43,0.1770975416336241
2,20,9,7,250,3,5,250,70,136,92,22,0.17503201219512182
2,20,9,7,250,3,10,250,50,50,134,66,0.12048637926474483
2,20,9,7,250,3,5,250,60,132,75,43,0.1850248105779231
2,20,9,7,250,3,5,250,70,140,89,21,0.18486789598108755
2,20,9,7,250,3,5,250,60,136,76,38,0.18855306162630447
2,20,9,7,250,3,10,250,50,74,132,44,0.13556514433175304
2,20,9,7,250,3,5,250,70,145,84,21,0.18752030822076765
2,20,9,7,250,3,10,250,50,88,118,44,0.13936432034776797
2,20,9,7,250,3,5,250,70,143,84,23,0.1927882893332715
2,20,9,7,250,3,5,250,60,140,80,30,0.1917662312341588
2,20,9,7,250,3,10,250,50,101,119,30,0.15302677707280332
2,20,9,7,250,3,5,250,70,155,72,23,0.2044012883668056
2,20,9,7,250,3,5,250,60,156,68,26,0.19701008411628695
2,20,9,7,250,3,10,250,50,111,118,21,0.15805948876839657
2,20,9,7,250,3,5,250,60,165,65,20,0.20600509268690176
2,20,9,7,250,3,5,250,70,161,73,16,0.2124281770585435
2,20,9,7,250,3,10,250,50,128,105,17,0.16123597551722396
2,20,9,7,250,3,5,250,70,165,68,17,0.21513050075872536
2,20,9,7,250,3,10,250,50,148,89,13,0.16804240641168708
2,20,9,7,250,3,5,250,60,170,62,18,0.21494880933932559
2,20,9,7,250,3,5,250,70,172,63,15,0.21559308764559865
2,20,9,7,250,3,5,250,60,165,60,25,0.22196326789107035
2,20,9,7,250,3,10,250,50,165,75,10,0.17862644678889678
2,20,9,7,250,3,5,250,70,175,60,15,0.2168964787377333
2,20,9,7,250,3,5,250,60,171,56,23,0.22398322147651
2,20,9,7,250,3,10,250,50,176,66,8,0.18774238298309626
2,20,9,7,250,3,5,250,70,177,59,14,0.21904972050603128
2,20,9,7,250,3,10,250,50,183,60,7,0.19190510240563874
2,20,9,7,250,3,5,250,60,177,53,20,0.23020342600992588
2,20,9,7,250,3,5,250,70,180,55,15,0.22806198034769473
2,20,9,7,250,3,5,250,60,178,53,19,0.23293973520848216
2,20,9,7,250,3,10,250,50,193,50,7,0.19829289050337312
2,20,9,7,250,3,5,250,70,180,55,15,0.2317520677829331
2,20,9,7,250,3,10,250,50,198,47,5,0.2037161619846772
2,20,9,7,250,3,5,250,60,183,49,18,0.23547128245475993
2,20,9,7,250,3,5,250,70,181,54,15,0.23390396805590227
2,20,9,7,250,3,10,250,50,202,44,4,0.20684363256784963
2,20,9,7,250,3,5,250,70,186,50,14,0.23517059472470156
2,20,9,7,250,3,5,250,60,186,48,16,0.24057260639842082
2,20,9,7,250,3,10,250,50,205,40,5,0.21794228659205597
2,20,9,7,250,3,5,250,70,187,49,14,0.23792849184645012
2,20,9,7,250,3,5,250,60,186,44,20,0.23430884155237844
2,20,9,7,250,3,10,250,50,206,40,4,0.2200166076173605
2,20,9,7,250,3,5,250,70,189,48,13,0.23922608380380175
2,20,9,7,250,3,5,250,60,186,45,19,0.23556744398719717
2,20,9,7,250,3,10,250,50,190,49,11,0.21917248870847864
2,20,9,7,250,3,5,250,70,189,48,13,0.23709221726793675
2,20,9,7,250,3,5,250,60,190,41,19,0.2421229454696495
2,20,9,7,250,3,5,250,70,190,45,15,0.24229881826227292
2,20,9,7,250,3,10,250,50,195,46,9,0.22537229539040451
2,20,9,7,250,3,5,250,70,192,44,14,0.24320391826416682
2,20,9,7,250,3,5,250,60,190,42,18,0.24315029139930527
2,20,9,7,250,3,10,250,50,196,45,9,0.2252692689188402
2,20,9,7,250,3,5,250,60,193,41,16,0.23322512717378438
2,20,9,7,250,3,5,250,70,195,42,13,0.24246379282783598
2,20,9,7,250,3,10,250,50,201,39,10,0.22962082231305606
2,20,9,7,250,3,5,250,60,195,39,16,0.23438867071284072
2,20,9,7,250,3,5,250,70,198,40,12,0.24000487701441897
2,20,9,7,250,3,10,250,50,207,35,8,0.2379989979332373
2,20,9,7,250,3,5,250,70,204,34,12,0.2449465673751156
2,20,9,7,250,3,5,250,60,195,38,17,0.2352358518001513
2,20,9,7,250,3,10,250,50,204,37,9,0.2399985133795838
2,20,9,7,250,3,5,250,70,207,34,9,0.2503878277759792
2,20,9,7,250,3,5,250,60,193,38,19,0.2321992105874159
2,20,9,7,250,3,10,250,50,208,32,10,0.24289837213827087
2,20,9,7,250,3,5,250,70,210,32,8,0.2525756924940799
2,20,9,7,250,3,10,250,50,207,33,10,0.2477446094254357
2,20,9,7,250,3,5,250,60,196,37,17,0.22983528584817248
2,20,9,7,250,3,5,250,70,212,30,8,0.2473965984183729
2,20,9,7,250,3,10,250,50,208,32,10,0.23835044224933846
2,20,9,7,250,3,5,250,60,196,36,18,0.22467185473411155
2,20,9,7,250,3,5,250,70,215,28,7,0.24471971224589917
2,20,9,7,250,3,10,250,50,201,34,15,0.2329080982711557
2,20,9,7,250,3,5,250,60,196,37,17,0.23085717568654465
2,20,9,7,250,3,5,250,70,215,27,8,0.24446551910793546
2,20,9,7,250,3,10,250,50,204,32,14,0.23219717213646396
2,20,9,7,250,3,5,250,60,198,35,17,0.23391602567809838
2,20,9,7,250,3,5,250,70,218,25,7,0.24443190335029918
2,20,9,7,250,3,10,250,50,204,35,11,0.22481737554217643
2,20,9,7,250,3,5,250,70,219,26,5,0.24565398801290922
2,20,9,7,250,3,5,250,60,205,33,12,0.23245254579988975
2,20,9,7,250,3,10,250,50,204,35,11,0.23119120180204045
2,20,9,7,250,3,5,250,60,208,31,11,0.2385569392733341
2,20,9,7,250,3,5,250,70,220,26,4,0.24983004134129536
2,20,9,7,250,3,5,250,70,220,26,4,0.260014094432699
2,20,9,7,250,3,10,250,50,206,31,13,0.23778591178406844
2,20,9,7,250,3,5,250,60,209,30,11,0.24226762552972905
2,20,9,7,250,3,5,250,70,222,25,3,0.25886037097456344
2,20,9,7,250,3,10,250,50,211,31,8,0.22782755603419266
2,20,9,7,250,3,5,250,60,212,27,11,0.2447347510505539
2,20,9,7,250,3,10,250,50,211,32,7,0.2314144537815126
2,20,9,7,250,3,5,250,70,221,26,3,0.2508137759630748
2,20,9,7,250,3,5,250,60,215,27,8,0.23982659265133496
2,20,9,7,250,3,5,250,70,222,25,3,0.24666152850503026
2,20,9,7,250,3,10,250,50,215,26,9,0.23229912995442628
2,20,9,7,250,3,5,250,70,223,22,5,0.24270872227837584
2,20,9,7,250,3,5,250,60,214,29,7,0.22736243523316066
2,20,9,7,250,3,10,250,50,218,25,7,0.22327884947797827
2,20,9,7,250,3,5,250,70,224,21,5,0.24357389816508357
2,20,9,7,250,3,5,250,60,213,29,8,0.22613458327982544
2,20,9,7,250,3,10,250,50,217,28,5,0.22023069180701874
2,20,9,7,250,3,5,250,60,211,30,9,0.22837535580998164
2,20,9,7,250,3,5,250,70,223,22,5,0.24229290300190864
2,20,9,7,250,3,10,250,50,218,27,5,0.22200182101977117
2,20,9,7,250,3,5,250,70,222,23,5,0.23827656850192067
2,20,9,7,250,3,5,250,60,211,31,8,0.22897238557913585
2,20,9,7,250,3,10,250,50,222,24,4,0.22507396785166423
2,20,9,7,250,3,5,250,60,215,30,5,0.22614189324604175
2,20,9,7,250,3,5,250,70,221,24,5,0.2400460033874226
2,20,9,7,250,3,10,250,50,222,24,4,0.22955511235208093
2,20,9,7,250,3,5,250,70,223,22,5,0.23826482428462648
2,20,9,7,250,3,5,250,60,212,33,5,0.2257009146137926
2,20,9,7,250,3,10,250,50,221,24,5,0.23023170409511232
2,20,9,7,250,3,10,250,50,223,22,5,0.2258996369294606
2,20,9,7,250,3,5,250,60,213,32,5,0.2192355308813326
2,20,9,7,250,3,10,250,50,224,21,5,0.2235983192173856
2,20,9,7,250,3,5,250,60,212,33,5,0.22434334704119338
2,20,9,7,250,3,10,250,60,64,88,98,0.1386642201834863
2,20,9,7,250,3,5,250,60,212,33,5,0.2301728721553345
2,20,9,7,250,3,10,250,60,46,117,87,0.10775311572700298
2,20,9,7,250,3,10,250,50,226,20,4,0.2272983312446408
2,20,9,7,250,3,10,250,60,36,141,73,0.10060348344578693
2,20,9,7,250,3,5,250,60,214,32,4,0.23156140350877194
2,20,9,7,250,3,10,250,50,228,18,4,0.2237334122443611
2,20,9,7,250,3,5,250,60,215,31,4,0.23221342103421747
2,20,9,7,250,3,10,250,60,33,131,86,0.10032398914868873
2,20,9,7,250,3,10,250,60,47,139,64,0.1118329142857143
2,20,9,7,250,3,10,250,50,228,19,3,0.2190363373999739
2,20,9,7,250,3,10,250,60,54,126,70,0.11941128569191427
2,20,9,7,250,3,10,250,50,233,15,2,0.21258528594829423
2,20,9,7,250,3,10,250,60,75,127,48,0.13444492044063658
2,20,9,7,250,3,10,250,50,233,15,2,0.21227756124721603
2,20,9,7,250,3,10,250,60,96,124,30,0.1394910709917315
2,20,9,7,250,3,10,250,50,205,37,8,0.20056170390478167
2,20,9,7,250,3,10,250,70,80,85,85,0.14905548181576858
2,20,9,7,250,3,10,250,60,115,115,20,0.1501961869011163
2,20,9,7,250,3,10,250,50,208,34,8,0.2036735314443676
2,20,9,7,250,3,10,250,70,49,114,87,0.11131533307055579
2,20,9,7,250,3,10,250,60,134,101,15,0.16102026727156185
2,20,9,7,250,3,10,250,50,212,30,8,0.19984811327145854
2,20,9,7,250,3,10,250,70,40,130,80,0.10761515708689746
2,20,9,7,250,3,10,250,60,122,97,31,0.16562519050194188
2,20,9,7,250,3,10,250,70,61,125,64,0.11611763087294498
2,20,9,7,250,3,10,250,60,135,95,20,0.17105410979082783
2,20,9,7,250,3,15,250,50,61,92,97,0.13475482304842207
2,20,9,7,250,3,10,250,70,69,127,54,0.12430931700306201
2,20,9,7,250,3,10,250,60,143,87,20,0.17831801604668135
2,20,9,7,250,3,10,250,70,76,131,43,0.12539091065390562
2,20,9,7,250,3,15,250,50,42,120,88,0.10709577598481264
2,20,9,7,250,3,10,250,60,153,83,14,0.18538535863938874
2,20,9,7,250,3,15,250,50,40,139,71,0.10068400520156051
2,20,9,7,250,3,10,250,70,86,126,38,0.13208063734725736
2,20,9,7,250,3,10,250,60,164,74,12,0.19255536904216883
2,20,9,7,250,3,15,250,50,53,147,50,0.11007088409668375
2,20,9,7,250,3,10,250,70,95,122,33,0.14308188171482208
2,20,9,7,250,3,10,250,60,175,65,10,0.20147496530372583
2,20,9,7,250,3,15,250,50,73,144,33,0.12086120268273283
2,20,9,7,250,3,10,250,70,100,117,33,0.14964665819567977
2,20,9,7,250,3,10,250,60,186,57,7,0.20701083513918997
2,20,9,7,250,3,15,250,50,69,122,59,0.12987488829311894
2,20,9,7,250,3,10,250,70,118,108,24,0.1542764067127343
2,20,9,7,250,3,10,250,60,176,57,17,0.20648790413746332
2,20,9,7,250,3,15,250,50,83,124,43,0.13654541881601578
2,20,9,7,250,3,10,250,70,130,105,15,0.1647644195309043
2,20,9,7,250,3,10,250,60,188,45,17,0.2091799058796848
2,20,9,7,250,3,10,250,70,143,95,12,0.1664172928662047
2,20,9,7,250,3,15,250,50,88,111,51,0.14616587767468278
2,20,9,7,250,3,10,250,60,196,38,16,0.21347630064661569
2,20,9,7,250,3,10,250,70,154,91,5,0.1773503312587834
2,20,9,7,250,3,15,250,50,99,109,42,0.15380534662437692
2,20,9,7,250,3,10,250,60,198,37,15,0.21762513337285144
2,20,9,7,250,3,15,250,50,109,110,31,0.16445062251773826
2,20,9,7,250,3,10,250,60,198,37,15,0.2184858696301607
2,20,9,7,250,3,10,250,70,160,84,6,0.18680950935761245
2,20,9,7,250,3,15,250,50,121,102,27,0.17033635962979282
2,20,9,7,250,3,10,250,60,206,32,12,0.22189715219714604
2,20,9,7,250,3,10,250,70,165,78,7,0.1929910329803943
2,20,9,7,250,3,10,250,60,207,31,12,0.22246002875179705
2,20,9,7,250,3,15,250,50,136,93,21,0.18247904300149523
2,20,9,7,250,3,10,250,70,173,70,7,0.19981180584121763
2,20,9,7,250,3,10,250,60,214,29,7,0.22430850165616675
2,20,9,7,250,3,15,250,50,146,88,16,0.19761659751037358
2,20,9,7,250,3,10,250,70,183,59,8,0.21789830508474578
2,20,9,7,250,3,10,250,60,218,23,9,0.23134709821428573
2,20,9,7,250,3,15,250,50,152,81,17,0.20538762335147104
2,20,9,7,250,3,10,250,70,184,58,8,0.22553721508047964
2,20,9,7,250,3,10,250,60,220,19,11,0.22628637983009053
2,20,9,7,250,3,15,250,50,156,76,18,0.21036340086964578
2,20,9,7,250,3,10,250,70,191,52,7,0.22894665446519893
2,20,9,7,250,3,10,250,60,220,19,11,0.2268019747668679
2,20,9,7,250,3,15,250,50,161,70,19,0.21892097250199083
2,20,9,7,250,3,10,250,60,220,19,11,0.22481968546637737
2,20,9,7,250,3,15,250,50,169,60,21,0.22354813204190552
2,20,9,7,250,3,10,250,70,171,59,20,0.22919256756756753
2,20,9,7,250,3,10,250,60,227,16,7,0.21346968378299985
2,20,9,7,250,3,15,250,50,169,58,23,0.2294162966022928
2,20,9,7,250,3,10,250,70,172,57,21,0.2304741607152898
2,20,9,7,250,3,10,250,60,225,17,8,0.21397246522300298
2,20,9,7,250,3,15,250,50,178,52,20,0.23379897656881227
2,20,9,7,250,3,10,250,70,178,55,17,0.23150113224637683
2,20,9,7,250,3,10,250,60,225,18,7,0.21063684893954693
2,20,9,7,250,3,15,250,50,179,50,21,0.23788439053707047
2,20,9,7,250,3,10,250,70,180,54,16,0.23779053556248236
2,20,9,7,250,3,10,250,60,224,19,7,0.21330070729442022
2,20,9,7,250,3,15,250,50,180,48,22,0.2403125724058036
2,20,9,7,250,3,10,250,60,221,22,7,0.21089851831143414
2,20,9,7,250,3,10,250,70,185,50,15,0.23791833061477036
2,20,9,7,250,3,15,250,50,186,45,19,0.24060799907122532
2,20,9,7,250,3,10,250,70,187,50,13,0.23761618755233047
2,20,9,7,250,3,10,250,60,222,21,7,0.21447448199137825
2,20,9,7,250,3,15,250,50,192,40,18,0.239128435486731
2,20,9,7,250,3,10,250,70,190,48,12,0.23975928473177438
2,20,9,7,250,3,10,250,60,223,19,8,0.2182353926701569
2,20,9,7,250,3,15,250,50,190,45,15,0.22838065843621394
2,20,9,7,250,3,10,250,70,195,42,13,0.23205197893664004
2,20,9,7,250,3,10,250,60,221,22,7,0.2134514664552857
2,20,9,7,250,3,15,250,50,191,44,15,0.22648231163921148
2,20,9,7,250,3,10,250,70,196,44,10,0.23109531392174712
2,20,9,7,250,3,10,250,70,201,39,10,0.23128933546471814
2,20,9,7,250,3,10,250,60,217,27,6,0.21866404772297396
2,20,9,7,250,3,15,250,50,202,34,14,0.2293297717338515
2,20,9,7,250,3,15,250,50,203,33,14,0.22713123844731978
2,20,9,7,250,3,10,250,60,200,45,5,0.2168205550153339
2,20,9,7,250,3,10,250,70,203,38,9,0.23266561085972862
2,20,9,7,250,3,15,250,50,205,32,13,0.22858568802342202
2,20,9,7,250,3,10,250,60,206,40,4,0.22076515823720808
2,20,9,7,250,3,10,250,70,204,37,9,0.23477813576269324
2,20,9,7,250,3,15,250,50,211,29,10,0.2279485356838215
2,20,9,7,250,3,10,250,60,208,38,4,0.22527900717703347
2,20,9,7,250,3,10,250,70,204,38,8,0.23153066815767404
2,20,9,7,250,3,15,250,50,206,35,9,0.22284891222805683
2,20,9,7,250,3,10,250,60,212,35,3,0.21603391377081604
2,20,9,7,250,3,10,250,70,208,36,6,0.22682985074626877
2,20,9,7,250,3,15,250,50,209,31,10,0.22246910994764385
2,20,9,7,250,3,10,250,60,212,35,3,0.21857895946670763
2,20,9,7,250,3,10,250,70,209,35,6,0.23085078001356554
2,20,9,7,250,3,10,250,60,216,32,2,0.22052257815515244
2,20,9,7,250,3,15,250,50,211,30,9,0.2225479153702553
2,20,9,7,250,3,15,250,50,212,30,8,0.21921992636561727
2,20,9,7,250,3,10,250,60,217,30,3,0.21849898488608172
2,20,9,7,250,3,10,250,70,212,32,6,0.23745203912372015
2,20,9,7,250,3,15,250,50,211,31,8,0.22064503340430225
2,20,9,7,250,3,10,250,60,221,26,3,0.21731001760159202
2,20,9,7,250,3,10,250,70,212,32,6,0.23339693546583154
2,20,9,7,250,3,15,250,50,214,31,5,0.2153857795759346
2,20,9,7,250,3,10,250,70,212,32,6,0.23744031093836773
2,20,9,7,250,3,10,250,60,220,27,3,0.2283056104606963
2,20,9,7,250,3,15,250,50,218,28,4,0.20865498101080915
2,20,9,7,250,3,10,250,60,219,27,4,0.22241758873401346
2,20,9,7,250,3,10,250,70,213,31,6,0.24183637368711994
2,20,9,7,250,3,15,250,50,219,28,3,0.21017181981981978
2,20,9,7,250,3,10,250,60,219,27,4,0.22340843875892294
2,20,9,7,250,3,10,250,70,214,30,6,0.2388864829396326
2,20,9,7,250,3,15,250,50,213,33,4,0.21001489810260024
2,20,9,7,250,3,10,250,70,216,28,6,0.23840195227765745
2,20,9,7,250,3,10,250,60,221,25,4,0.22566520073769333
2,20,9,7,250,3,15,250,50,212,32,6,0.2106273098484324
2,20,9,7,250,3,10,250,60,220,26,4,0.22553846153846147
2,20,9,7,250,3,10,250,70,217,28,5,0.24331097795613216
2,20,9,7,250,3,15,250,50,197,41,12,0.21513004231311714
2,20,9,7,250,3,10,250,70,221,25,4,0.23948549618320625
2,20,9,7,250,3,15,250,50,199,38,13,0.22096630866558803
2,20,9,7,250,3,10,250,70,222,24,4,0.23902928108773622
2,20,9,7,250,3,15,250,60,72,83,95,0.14025996623815087
2,20,9,7,250,3,15,250,50,198,39,13,0.21854003642987246
2,20,9,7,250,3,15,250,60,58,115,77,0.11473233277010238
2,20,9,7,250,3,15,250,50,193,44,13,0.21526263511539598
2,20,9,7,250,3,10,250,70,222,24,4,0.24401013279291783
2,20,9,7,250,3,15,250,60,52,139,59,0.10800224755177393
2,20,9,7,250,3,10,250,70,209,29,12,0.23828234544295746
2,20,9,7,250,3,15,250,50,196,41,13,0.22025566556655668
2,20,9,7,250,3,15,250,60,51,146,53,0.11606690627591933
2,20,9,7,250,3,10,250,70,209,31,10,0.23542455256964598
2,20,9,7,250,3,15,250,50,196,40,14,0.2169591471703514
2,20,9,7,250,3,15,250,60,71,143,36,0.1227722747941502
2,20,9,7,250,3,15,250,50,200,37,13,0.21343182937988311
2,20,9,7,250,3,10,250,70,213,27,10,0.23714181818181795
2,20,9,7,250,3,15,250,60,97,117,36,0.13287299868953334
2,20,9,7,250,3,15,250,60,89,120,41,0.1375526975476841
2,20,9,7,250,3,15,250,50,202,38,10,0.21384164138130335
2,20,9,7,250,3,10,250,70,216,24,10,0.23572404872264757
2,20,9,7,250,3,15,250,50,205,36,9,0.2105246456526338
2,20,9,7,250,3,10,250,70,217,25,8,0.23622839102982804
2,20,9,7,250,3,15,250,60,114,112,24,0.15072168616247114
2,20,9,7,250,3,15,250,50,205,37,8,0.20911658847419665
2,20,9,7,250,3,15,250,60,122,108,20,0.16049112178817623
2,20,9,7,250,3,10,250,70,219,23,8,0.23527231625957987
2,20,9,7,250,3,15,250,60,136,102,12,0.16495274506805319
2,20,9,7,250,3,15,250,50,208,35,7,0.20828139567735568
2,20,9,7,250,3,15,250,50,208,36,6,0.20838632382820726
2,20,9,7,250,3,10,250,70,221,25,4,0.22651643890445436
2,20,9,7,250,3,15,250,60,139,97,14,0.16931177387718152
2,20,9,7,250,3,15,250,70,66,103,81,0.13917653376292116
2,20,9,7,250,3,15,250,60,138,94,18,0.1788464479774603
2,20,9,7,250,3,15,250,70,52,127,71,0.11137242215932068
2,20,9,7,250,3,15,250,60,145,86,19,0.1873889028876682
2,20,9,7,250,3,15,250,70,48,151,51,0.10928999172870155
2,20,9,7,250,3,15,250,60,150,80,20,0.19678477203190048
2,20,9,7,250,5,5,250,50,71,100,79,0.14190522347872905
2,20,9,7,250,3,15,250,60,155,78,17,0.20332243580041381
2,20,9,7,250,3,15,250,70,52,155,43,0.10743877551020406
2,20,9,7,250,3,15,250,60,154,75,21,0.2117907119476269
2,20,9,7,250,5,5,250,50,45,128,77,0.11801586142126687
2,20,9,7,250,3,15,250,70,57,149,44,0.11328693647230156
2,20,9,7,250,5,5,250,50,67,147,36,0.11148946295037386
2,20,9,7,250,3,15,250,60,154,72,24,0.22063890777841702
2,20,9,7,250,3,15,250,70,74,146,30,0.11640691591872691
2,20,9,7,250,5,5,250,50,71,143,36,0.11705863406778422
2,20,9,7,250,3,15,250,60,163,63,24,0.22471408736516071
2,20,9,7,250,5,5,250,50,83,142,25,0.12734965351984995
2,20,9,7,250,3,15,250,70,78,152,20,0.12299699138914824
2,20,9,7,250,3,15,250,60,163,62,25,0.22808592272358816
2,20,9,7,250,5,5,250,50,98,136,16,0.14233193794631863
2,20,9,7,250,3,15,250,70,107,128,15,0.1333349723417333
2,20,9,7,250,3,15,250,60,172,55,23,0.232943241861258
2,20,9,7,250,3,15,250,70,116,114,20,0.14356702277766586
2,20,9,7,250,5,5,250,50,108,127,15,0.14888002769923256
2,20,9,7,250,3,15,250,60,182,48,20,0.23460291339062578
2,20,9,7,250,3,15,250,70,124,108,18,0.15268559877730115
2,20,9,7,250,5,5,250,50,128,111,11,0.15677042198993413
2,20,9,7,250,3,15,250,60,186,46,18,0.23307789630364673
2,20,9,7,250,3,15,250,70,126,110,14,0.15922584968884632
2,20,9,7,250,5,5,250,50,139,93,18,0.16948041190955895
2,20,9,7,250,3,15,250,60,200,34,16,0.23345396402398405
2,20,9,7,250,3,15,250,70,132,107,11,0.1652444070017786
2,20,9,7,250,5,5,250,50,149,87,14,0.17127999130292976
2,20,9,7,250,3,15,250,60,203,30,17,0.22738549902020402
2,20,9,7,250,3,15,250,70,144,97,9,0.17652790828791576
2,20,9,7,250,5,5,250,50,150,83,17,0.18096737213403888
2,20,9,7,250,3,15,250,60,208,26,16,0.22078894641296307
2,20,9,7,250,3,15,250,70,156,85,9,0.1865641391784474
2,20,9,7,250,5,5,250,50,158,71,21,0.18668299760058035
2,20,9,7,250,3,15,250,60,210,26,14,0.21846160097521325
2,20,9,7,250,3,15,250,70,157,82,11,0.19252676537585428
2,20,9,7,250,5,5,250,50,163,65,22,0.19492155187147492
2,20,9,7,250,3,15,250,60,214,24,12,0.21670973884657235
2,20,9,7,250,3,15,250,70,159,77,14,0.1977615769121947
2,20,9,7,250,3,15,250,60,213,26,11,0.2183113869400973
2,20,9,7,250,5,5,250,50,167,61,22,0.19719206450490168
2,20,9,7,250,3,15,250,70,161,72,17,0.20159714407300566
2,20,9,7,250,5,5,250,50,176,55,19,0.20241486398387962
2,20,9,7,250,3,15,250,60,216,25,9,0.21749381017881714
2,20,9,7,250,3,15,250,70,162,71,17,0.20314660006597246
2,20,9,7,250,3,15,250,60,219,22,9,0.21102497662615202
2,20,9,7,250,5,5,250,50,185,49,16,0.20451523956723344
2,20,9,7,250,3,15,250,70,173,63,14,0.21183415197919686
2,20,9,7,250,3,15,250,60,218,23,9,0.21363395752001568
2,20,9,7,250,5,5,250,50,193,45,12,0.20806354279869602
2,20,9,7,250,3,15,250,70,172,61,17,0.21770190709046472
2,20,9,7,250,3,15,250,60,220,22,8,0.21814728526477872
2,20,9,7,250,3,15,250,70,157,73,20,0.21925867460908427
2,20,9,7,250,5,5,250,50,195,41,14,0.20940607394936234
2,20,9,7,250,3,15,250,60,221,22,7,0.2146670690002011
2,20,9,7,250,3,15,250,70,164,67,19,0.2238561216730037
2,20,9,7,250,3,15,250,60,225,19,6,0.21099468226535478
2,20,9,7,250,5,5,250,50,197,40,13,0.2160361077923801
2,20,9,7,250,3,15,250,70,173,61,16,0.22318223837964174
2,20,9,7,250,5,5,250,50,202,36,12,0.22295753320944325
2,20,9,7,250,3,15,250,60,226,20,4,0.20885625127196264
2,20,9,7,250,3,15,250,70,182,51,17,0.2252730716615807
2,20,9,7,250,5,5,250,50,207,32,11,0.2218459096811428
2,20,9,7,250,3,15,250,60,226,20,4,0.2044589417280644
2,20,9,7,250,3,15,250,70,186,48,16,0.22641303321265563
2,20,9,7,250,3,15,250,60,211,35,4,0.2022998016822815
2,20,9,7,250,5,5,250,50,208,31,11,0.23162148299011848
2,20,9,7,250,3,15,250,70,189,47,14,0.2211880328789504
2,20,9,7,250,3,15,250,60,214,32,4,0.21409046624913003
2,20,9,7,250,5,5,250,50,210,29,11,0.23979236148466912
2,20,9,7,250,3,15,250,70,189,48,13,0.22581739528729203
2,20,9,7,250,3,15,250,60,211,34,5,0.2124572047670638
2,20,9,7,250,5,5,250,50,214,26,10,0.23898437500000003
2,20,9,7,250,3,15,250,70,192,47,11,0.23312500000000005
2,20,9,7,250,5,5,250,50,218,26,6,0.23490484053185035
2,20,9,7,250,3,15,250,60,211,31,8,0.2241715889161698
2,20,9,7,250,3,15,250,70,195,45,10,0.2367243300052549
2,20,9,7,250,5,5,250,50,219,25,6,0.23118483741957926
2,20,9,7,250,3,15,250,60,212,30,8,0.2284500874431619
2,20,9,7,250,3,15,250,70,199,42,9,0.2384616519174042
2,20,9,7,250,5,5,250,50,221,25,4,0.23814632352941173
2,20,9,7,250,3,15,250,60,209,33,8,0.22541359831212143
2,20,9,7,250,3,15,250,70,200,43,7,0.24376444847643947
2,20,9,7,250,5,5,250,50,224,22,4,0.22823574282600811
2,20,9,7,250,3,15,250,60,211,32,7,0.2237900627900627
2,20,9,7,250,3,15,250,70,200,44,6,0.24919702441916874
2,20,9,7,250,5,5,250,50,226,16,8,0.2247165915915917
2,20,9,7,250,3,15,250,70,202,43,5,0.250826242078918
2,20,9,7,250,3,15,250,60,213,30,7,0.234707269700333
2,20,9,7,250,5,5,250,50,230,12,8,0.22628606658446376
2,20,9,7,250,3,15,250,70,204,41,5,0.25663034512698085
2,20,9,7,250,3,15,250,60,213,32,5,0.23322580645161284
2,20,9,7,250,5,5,250,50,231,13,6,0.21448797250859117
2,20,9,7,250,3,15,250,60,214,30,6,0.22428329092451235
2,20,9,7,250,3,15,250,70,205,40,5,0.26004060408253604
2,20,9,7,250,3,15,250,70,210,35,5,0.2517287449392714
2,20,9,7,250,5,5,250,50,228,17,5,0.21473517481166696
2,20,9,7,250,3,15,250,60,218,27,5,0.22436590807675133
2,20,9,7,250,3,15,250,70,211,34,5,0.2505063147760094
2,20,9,7,250,5,5,250,50,228,17,5,0.21220757255429573
