
"number","max-jobs","poor-price-priority","rich-quality-priority","death-rate","poor-per-step","rich-per-step","residents-per-job","number-of-tests","Time","median_job_distance_rich","median_job_distance_poor"
"7","10","-0.5","-0.5","4","5","5","100","15","34","5.385164807134504","5.385164807134504"
"8","10","-0.5","0","4","5","5","100","15","4","10.63014581273465","13.341664064126334"
"6","10","-0.5","-1","4","5","5","100","15","46","5.385164807134504","5.385164807134504"
"6","10","-0.5","-1","4","5","5","100","15","47","5.385164807134504","5.521009528313442"
"7","10","-0.5","-0.5","4","5","5","100","15","35","5.385164807134504","5.385164807134504"
"6","10","-0.5","-1","4","5","5","100","15","48","5.385164807134504","5.830951894845301"
"7","10","-0.5","-0.5","4","5","5","100","15","36","5.385164807134504","5.385164807134504"
"6","10","-0.5","-1","4","5","5","100","15","49","5.521009528313442","5.91547594742265"
"7","10","-0.5","-0.5","4","5","5","100","15","37","6.041381265149109","5.192582403567252"
"7","10","-0.5","-0.5","4","5","5","100","15","38","6.082762530298219","5"
"6","10","-0.5","-1","4","5","5","100","15","50","5.385164807134504","5.656854249492381"
"8","10","-0.5","0","4","5","5","100","15","5","11.015950031863014","13.397644055600022"
"9","10","-0.5","0.5","4","5","5","100","15","0","4.2233079771288455","3.499557532654301"
"7","10","-0.5","-0.5","4","5","5","100","15","39","6.203658925317489","5.385164807134504"
"9","10","-0.5","0.5","4","5","5","100","15","1","5.428372931329589","6.47892230005821"
"9","10","-0.5","0.5","4","5","5","100","15","2","7.211102550927978","7.280109889280518"
"7","10","-0.5","-0.5","4","5","5","100","15","40","6.324555320336759","5.385164807134504"
"8","10","-0.5","0","4","5","5","100","15","6","9.899494936611665","13.038404810405298"
"9","10","-0.5","0.5","4","5","5","100","15","3","11.564203495390917","10.70087712549569"
"9","10","-0.5","0.5","4","5","5","100","15","4","12.083045973594572","9.848857801796104"
"7","10","-0.5","-0.5","4","5","5","100","15","41","5.7339636687163615","5.385164807134504"
"9","10","-0.5","0.5","4","5","5","100","15","5","13.059357410606385","10.514598844647526"
"7","10","-0.5","-0.5","4","5","5","100","15","42","5.830951894845301","5.385164807134504"
"8","10","-0.5","0","4","5","5","100","15","7","9.559519696952275","11.965859168566524"
"9","10","-0.5","0.5","4","5","5","100","15","6","14.035668847618199","9.848857801796104"
"9","10","-0.5","0.5","4","5","5","100","15","7","15.294822782238477","9.24468313509701"
"7","10","-0.5","-0.5","4","5","5","100","15","43","6.203658925317489","5.743903072168841"
"9","10","-0.5","0.5","4","5","5","100","15","8","14.866068747318506","11.045361017187261"
"9","10","-0.5","0.5","4","5","5","100","15","9","13.023204317408727","11.52268050859363"
"9","10","-0.5","0.5","4","5","5","100","15","10","11.180339887498949","12"
"7","10","-0.5","-0.5","4","5","5","100","15","44","6.324555320336759","5.830951894845301"
"8","10","-0.5","0","4","5","5","100","15","8","9.219544457292887","12.529964086141668"
"7","10","-0.5","-0.5","4","5","5","100","15","45","6.363839778884804","5.743903072168841"
"9","10","-0.5","0.5","4","5","5","100","15","11","11.693447751616326","10.309593708032555"
"9","10","-0.5","0.5","4","5","5","100","15","12","8.602325267042627","9.848857801796104"
"9","10","-0.5","0.5","4","5","5","100","15","13","9.326762794674746","10.144582155353326"
"7","10","-0.5","-0.5","4","5","5","100","15","46","6.324555320336759","6.082762530298219"
"7","10","-0.5","-0.5","4","5","5","100","15","47","6.203658925317489","6.203658925317489"
"9","10","-0.5","0.5","4","5","5","100","15","14","9.219544457292887","9.219544457292887"
"7","10","-0.5","-0.5","4","5","5","100","15","48","6.082762530298219","6.4031242374328485"
"9","10","-0.5","0.5","4","5","5","100","15","15","9.433981132056603","8.910934862167757"
"7","10","-0.5","-0.5","4","5","5","100","15","49","6.041381265149109","6.203658925317489"
"7","10","-0.5","-0.5","4","5","5","100","15","50","5.830951894845301","6.324555320336759"
"8","10","-0.5","0","4","5","5","100","15","9","8.801162633521313","11.965859168566524"
"9","10","-0.5","0.5","4","5","5","100","15","16","9.433981132056603","9"
"10","10","-0.5","1","4","5","5","100","15","0","3.2789984066520947","3.1564976973796948"
"8","10","-0.5","0","4","5","5","100","15","10","9","10.63014581273465"
"9","10","-0.5","0.5","4","5","5","100","15","17","9.924428900898052","9"
"10","10","-0.5","1","4","5","5","100","15","1","5.02207249086282","4.261608701056719"
"9","10","-0.5","0.5","4","5","5","100","15","18","11.40175425099138","8.94427190999916"
"9","10","-0.5","0.5","4","5","5","100","15","19","11.35773137498807","8.573164506180078"
"9","10","-0.5","0.5","4","5","5","100","15","20","11.313708498984761","8.54400374531753"
"10","10","-0.5","1","4","5","5","100","15","2","12.165525060596439","7.810249675906654"
"9","10","-0.5","0.5","4","5","5","100","15","21","10.681792060052825","8.744137827658346"
"10","10","-0.5","1","4","5","5","100","15","3","21.7590422030051","9.7169905660283"
"10","10","-0.5","1","4","5","5","100","15","4","23.769728648009426","9.433981132056603"
"9","10","-0.5","0.5","4","5","5","100","15","22","9.433981132056603","9"
"8","10","-0.5","0","4","5","5","100","15","11","7.905124837953327","9.433981132056603"
"10","10","-0.5","1","4","5","5","100","15","5","38.17048730951709","9.743416490252569"
"9","10","-0.5","0.5","4","5","5","100","15","23","8.770333256187993","8.97213595499958"
"10","10","-0.5","1","4","5","5","100","15","6","38.05259518088089","8.06225774829855"
"9","10","-0.5","0.5","4","5","5","100","15","24","8.246211251235321","10.198039027185569"
"10","10","-0.5","1","4","5","5","100","15","7","24.69111279887041","8.06225774829855"
"9","10","-0.5","0.5","4","5","5","100","15","25","7.713011390885281","8.109049186453268"
"10","10","-0.5","1","4","5","5","100","15","8","38.05259518088089","10.198039027185569"
"9","10","-0.5","0.5","4","5","5","100","15","26","9","8.602325267042627"
"9","10","-0.5","0.5","4","5","5","100","15","27","9.109772228646444","8.424268259138973"
"10","10","-0.5","1","4","5","5","100","15","9","39.73538406167134","9.05606668470972"
"8","10","-0.5","0","4","5","5","100","15","12","7.810249675906654","8.54400374531753"
"10","10","-0.5","1","4","5","5","100","15","10","41","9.486832980505138"
"9","10","-0.5","0.5","4","5","5","100","15","28","9.055385138137417","8.246211251235321"
"9","10","-0.5","0.5","4","5","5","100","15","29","9.027692569068709","7.728656901081649"
"10","10","-0.5","1","4","5","5","100","15","11","39.084817302950555","10.023448414490836"
"9","10","-0.5","0.5","4","5","5","100","15","30","8.06225774829855","7"
"10","10","-0.5","1","4","5","5","100","15","12","39.698866482558415","9.433981132056603"
"8","10","-0.5","0","4","5","5","100","15","13","8.06225774829855","8.881774101305208"
"9","10","-0.5","0.5","4","5","5","100","15","31","7.839015427081229","6.854101966249685"
"9","10","-0.5","0.5","4","5","5","100","15","32","8.06225774829855","7"
"10","10","-0.5","1","4","5","5","100","15","13","38.95440641582201","9.460407056280872"
"10","10","-0.5","1","4","5","5","100","15","14","26.627053911388696","9.433981132056603"
"9","10","-0.5","0.5","4","5","5","100","15","33","8.154234499766936","6.555664084966109"
"10","10","-0.5","1","4","5","5","100","15","15","27.61387660176944","9.326762794674746"
"9","10","-0.5","0.5","4","5","5","100","15","34","7.615773105863909","6.082762530298219"
"10","10","-0.5","1","4","5","5","100","15","16","26.570660511172846","9.055385138137417"
"9","10","-0.5","0.5","4","5","5","100","15","35","7.343420458864692","5.9568572125717605"
"8","10","-0.5","0","4","5","5","100","15","14","9","9.219544457292887"
"10","10","-0.5","1","4","5","5","100","15","17","24.683665833045602","8.06225774829855"
"9","10","-0.5","0.5","4","5","5","100","15","36","7.0710678118654755","6.082762530298219"
"9","10","-0.5","0.5","4","5","5","100","15","37","7.615773105863909","6.082762530298219"
"10","10","-0.5","1","4","5","5","100","15","18","24.596747752497688","7.810249675906654"
"9","10","-0.5","0.5","4","5","5","100","15","38","7.615773105863909","5.830951894845301"
"10","10","-0.5","1","4","5","5","100","15","19","25.49875265869293","7.9362537121026016"
"9","10","-0.5","0.5","4","5","5","100","15","39","8.573164506180078","5.9568572125717605"
"10","10","-0.5","1","4","5","5","100","15","20","24.596747752497688","8.06225774829855"
"9","10","-0.5","0.5","4","5","5","100","15","40","8.06225774829855","5.0990195135927845"
"10","10","-0.5","1","4","5","5","100","15","21","25.49875265869293","8.573164506180078"
"9","10","-0.5","0.5","4","5","5","100","15","41","8.154234499766936","5.91547594742265"
"10","10","-0.5","1","4","5","5","100","15","22","26.40075756488817","8.48528137423857"
"9","10","-0.5","0.5","4","5","5","100","15","42","8.94427190999916","6.082762530298219"
"8","10","-0.5","0","4","5","5","100","15","15","8.332291507670588","9.326762794674746"
"10","10","-0.5","1","4","5","5","100","15","23","36.53395041901801","7.9362537121026016"
"9","10","-0.5","0.5","4","5","5","100","15","43","8.395107498276426","6.203658925317489"
"10","10","-0.5","1","4","5","5","100","15","24","26.40075756488817","8.48528137423857"
"8","10","-0.5","0","4","5","5","100","15","16","8.06225774829855","8.246211251235321"
"9","10","-0.5","0.5","4","5","5","100","15","44","8.246211251235321","6"
"10","10","-0.5","1","4","5","5","100","15","25","36.22680066999109","8.154234499766936"
"9","10","-0.5","0.5","4","5","5","100","15","45","7.9362537121026016","6.697811566101118"
"10","10","-0.5","1","4","5","5","100","15","26","29.427877939124322","8.246211251235321"
"9","10","-0.5","0.5","4","5","5","100","15","46","8.06225774829855","6.324555320336759"
"8","10","-0.5","0","4","5","5","100","15","17","9.326100444081758","8.028230463570988"
"10","10","-0.5","1","4","5","5","100","15","27","24.18676441050478","7.141085181396727"
"9","10","-0.5","0.5","4","5","5","100","15","47","8.06225774829855","7.175588850572996"
"9","10","-0.5","0.5","4","5","5","100","15","48","8.06225774829855","7.0710678118654755"
"9","10","-0.5","0.5","4","5","5","100","15","49","8.06225774829855","6.697811566101118"
"9","10","-0.5","0.5","4","5","5","100","15","50","8.06225774829855","7"
"8","10","-0.5","0","4","5","5","100","15","18","10.04987562112089","8.246211251235321"
"10","10","-0.5","1","4","5","5","100","15","28","25.632011235952593","7.0710678118654755"
"10","10","-0.5","1","4","5","5","100","15","29","25.563554401958257","6.541381265149109"
"11","10","0","-1","4","5","5","100","15","0","2.5620197508328166","3.6190254415793612"
"10","10","-0.5","1","4","5","5","100","15","30","25.495097567963924","6.082762530298219"
"8","10","-0.5","0","4","5","5","100","15","19","9.634710039206889","9.667845391150621"
"11","10","0","-1","4","5","5","100","15","1","3.6068714656871217","5.092360164244955"
"11","10","0","-1","4","5","5","100","15","2","6.082762530298219","6.082762530298219"
"10","10","-0.5","1","4","5","5","100","15","31","23.6471148175254","6.041381265149109"
"11","10","0","-1","4","5","5","100","15","3","6.8896358721824225","10.128581297387072"
"10","10","-0.5","1","4","5","5","100","15","32","23.08679276123039","6.4031242374328485"
"11","10","0","-1","4","5","5","100","15","4","11.40175425099138","15.033296378372908"
"11","10","0","-1","4","5","5","100","15","5","9.123105625617661","11.491089443494204"
"10","10","-0.5","1","4","5","5","100","15","33","21.759372672192107","6.701562118716424"
"11","10","0","-1","4","5","5","100","15","6","8.48528137423857","10.816653826391969"
"8","10","-0.5","0","4","5","5","100","15","20","9.219544457292887","9"
"11","10","0","-1","4","5","5","100","15","7","9.242640687119284","9.43945578734526"
"10","10","-0.5","1","4","5","5","100","15","34","20.8806130178211","7.0710678118654755"
"11","10","0","-1","4","5","5","100","15","8","11.180339887498949","10.44030650891055"
"10","10","-0.5","1","4","5","5","100","15","35","20.457181291527164","6.363839778884804"
"11","10","0","-1","4","5","5","100","15","9","11.247024193241856","10.720153254455276"
"10","10","-0.5","1","4","5","5","100","15","36","20.8806130178211","6.324555320336759"
"11","10","0","-1","4","5","5","100","15","10","10.198039027185569","10.44030650891055"
"10","10","-0.5","1","4","5","5","100","15","37","21.233823081372","6.203658925317489"
"8","10","-0.5","0","4","5","5","100","15","21","10.04987562112089","9.2169905660283"
"10","10","-0.5","1","4","5","5","100","15","38","21.587033144922902","6.4031242374328485"
"11","10","0","-1","4","5","5","100","15","11","10.198039027185569","9.25128212860455"
"10","10","-0.5","1","4","5","5","100","15","39","21.759372672192107","6.203658925317489"
"11","10","0","-1","4","5","5","100","15","12","10.198039027185569","10.44030650891055"
"10","10","-0.5","1","4","5","5","100","15","40","21.93171219946131","6.082762530298219"
"11","10","0","-1","4","5","5","100","15","13","9.018153199549616","7.807886552931954"
"10","10","-0.5","1","4","5","5","100","15","41","22.50925248034585","5.656854249492381"
"11","10","0","-1","4","5","5","100","15","14","8.602325267042627","8"
"11","10","0","-1","4","5","5","100","15","15","9.044579123773882","8.999828524068288"
"10","10","-0.5","1","4","5","5","100","15","42","21.587033144922902","5.656854249492381"
"8","10","-0.5","0","4","5","5","100","15","22","10.04987562112089","9.899494936611665"
"10","10","-0.5","1","4","5","5","100","15","43","21.78250992612262","5.385164807134504"
"11","10","0","-1","4","5","5","100","15","16","8.06225774829855","10.295630140987"
"11","10","0","-1","4","5","5","100","15","17","7.447941497572213","10.367968324948777"
"11","10","0","-1","4","5","5","100","15","18","7.280109889280518","10.295630140987"
"10","10","-0.5","1","4","5","5","100","15","44","21.93171219946131","5.0990195135927845"
"11","10","0","-1","4","5","5","100","15","19","7.810249675906654","10.815072906367325"
"10","10","-0.5","1","4","5","5","100","15","45","21.12441789043612","5"
"11","10","0","-1","4","5","5","100","15","20","7.615773105863909","10.44030650891055"
"10","10","-0.5","1","4","5","5","100","15","46","20.615528128088304","5"
"11","10","0","-1","4","5","5","100","15","21","7.141085181396727","9.027692569068709"
"8","10","-0.5","0","4","5","5","100","15","23","10.62848016765126","9.874176369203884"
"10","10","-0.5","1","4","5","5","100","15","47","22.50925248034585","5"
"11","10","0","-1","4","5","5","100","15","22","5.830951894845301","8.06225774829855"
"10","10","-0.5","1","4","5","5","100","15","48","23.08679276123039","5"
"8","10","-0.5","0","4","5","5","100","15","24","10.816653826391969","10.63014581273465"
"11","10","0","-1","4","5","5","100","15","23","5.830951894845301","8.246211251235321"
"11","10","0","-1","4","5","5","100","15","24","7.211102550927978","8.06225774829855"
"10","10","-0.5","1","4","5","5","100","15","49","22.360050207007163","5.049509756796392"
"11","10","0","-1","4","5","5","100","15","25","7.636680149613264","8.06225774829855"
"10","10","-0.5","1","4","5","5","100","15","50","21.633307652783937","5.0990195135927845"
"11","10","0","-1","4","5","5","100","15","26","7.211102550927978","8.06225774829855"
"11","10","0","-1","4","5","5","100","15","27","6.767828935632369","8.06225774829855"
"12","10","0","-0.5","4","5","5","100","15","0","5.138331446043572","4.808690364232115"
"8","10","-0.5","0","4","5","5","100","15","25","10.04987562112089","11.146024801212626"
"11","10","0","-1","4","5","5","100","15","28","7.211102550927978","8.06225774829855"
"12","10","0","-0.5","4","5","5","100","15","1","5.498459373211051","9.150018025728864"
"11","10","0","-1","4","5","5","100","15","29","7.10555127546399","8.06225774829855"
"11","10","0","-1","4","5","5","100","15","30","7","8.94427190999916"
"12","10","0","-0.5","4","5","5","100","15","2","8.06225774829855","9.219544457292887"
"11","10","0","-1","4","5","5","100","15","31","6.701562118716424","8.602325267042627"
"12","10","0","-0.5","4","5","5","100","15","3","9.95405752046296","12.727679557769608"
"11","10","0","-1","4","5","5","100","15","32","7.0710678118654755","8.06225774829855"
"12","10","0","-0.5","4","5","5","100","15","4","11.661903789690601","12.649110640673518"
"12","10","0","-0.5","4","5","5","100","15","5","9.508270432752164","12.727679557769608"
"11","10","0","-1","4","5","5","100","15","33","6.041381265149109","5.608058350989902"
"11","10","0","-1","4","5","5","100","15","34","6.324555320336759","5.385164807134504"
"11","10","0","-1","4","5","5","100","15","35","6","5.385164807134504"
"8","10","-0.5","0","4","5","5","100","15","26","9.219544457292887","9.899494936611665"
"11","10","0","-1","4","5","5","100","15","36","6","6"
"12","10","0","-0.5","4","5","5","100","15","6","12.206555615733702","12.206555615733702"
"11","10","0","-1","4","5","5","100","15","37","6.041381265149109","5.91547594742265"
"12","10","0","-0.5","4","5","5","100","15","7","12.287936246293341","12.062320276193434"
"11","10","0","-1","4","5","5","100","15","38","6","6.324555320336759"
"12","10","0","-0.5","4","5","5","100","15","8","12.727922061357855","12.083045973594572"
"8","10","-0.5","0","4","5","5","100","15","27","10.43326472375643","9.6478150704935"
"11","10","0","-1","4","5","5","100","15","39","6.041381265149109","6.363839778884804"
"12","10","0","-0.5","4","5","5","100","15","9","12.467238838545779","12.124075097262999"
"11","10","0","-1","4","5","5","100","15","40","6.082762530298219","6.4031242374328485"
"12","10","0","-0.5","4","5","5","100","15","10","10.63014581273465","11.40175425099138"
"11","10","0","-1","4","5","5","100","15","41","6.203658925317489","6.4031242374328485"
"11","10","0","-1","4","5","5","100","15","42","6.324555320336759","8"
"12","10","0","-0.5","4","5","5","100","15","11","9.196430773556816","9.219544457292887"
"11","10","0","-1","4","5","5","100","15","43","6.203658925317489","8.031128874149275"
"12","10","0","-0.5","4","5","5","100","15","12","9.848857801796104","7.810249675906654"
"12","10","0","-0.5","4","5","5","100","15","13","8.246211251235321","8.51489706659977"
"8","10","-0.5","0","4","5","5","100","15","28","9.486832980505138","10"
"11","10","0","-1","4","5","5","100","15","44","6","7.211102550927978"
"12","10","0","-0.5","4","5","5","100","15","14","8.246211251235321","7.810249675906654"
"12","10","0","-0.5","4","5","5","100","15","15","8.154234499766936","7.810249675906654"
"11","10","0","-1","4","5","5","100","15","45","6.324555320336759","7.141085181396727"
"12","10","0","-0.5","4","5","5","100","15","16","8.06225774829855","7.280109889280518"
"11","10","0","-1","4","5","5","100","15","46","5.830951894845301","7.280109889280518"
"12","10","0","-0.5","4","5","5","100","15","17","8.246211251235321","8.249827173286702"
"11","10","0","-1","4","5","5","100","15","47","5.9568572125717605","7.280109889280518"
"11","10","0","-1","4","5","5","100","15","48","5.0990195135927845","7.211102550927978"
"8","10","-0.5","0","4","5","5","100","15","29","9.219544457292887","10.1478150704935"
"11","10","0","-1","4","5","5","100","15","49","5","7.280109889280518"
"12","10","0","-0.5","4","5","5","100","15","18","8.246211251235321","9.848857801796104"
"11","10","0","-1","4","5","5","100","15","50","5","7.211102550927978"
"12","10","0","-0.5","4","5","5","100","15","19","7.728656901081649","9.109772228646444"
"12","10","0","-0.5","4","5","5","100","15","20","7.211102550927978","9"
"8","10","-0.5","0","4","5","5","100","15","30","8.602325267042627","10.295630140987"
"13","10","0","0","4","5","5","100","15","0","5.327074158587876","2.5838047924092256"
"12","10","0","-0.5","4","5","5","100","15","21","8.799694441727475","9.534201129544496"
"13","10","0","0","4","5","5","100","15","1","6.011825696651706","5.440801103304011"
"13","10","0","0","4","5","5","100","15","2","6.082762530298219","7.211102550927978"
"12","10","0","-0.5","4","5","5","100","15","22","8.06225774829855","9.899494936611665"
"13","10","0","0","4","5","5","100","15","3","8.47213595499958","9.743416490252569"
"12","10","0","-0.5","4","5","5","100","15","23","7.141085181396727","9.609772228646444"
"13","10","0","0","4","5","5","100","15","4","10.770329614269007","9.219544457292887"
"8","10","-0.5","0","4","5","5","100","15","31","8.51464255977805","11.086041932630193"
"13","10","0","0","4","5","5","100","15","5","10.793491720330488","9.353188718899013"
"12","10","0","-0.5","4","5","5","100","15","24","6.708203932499369","7.810249675906654"
"13","10","0","0","4","5","5","100","15","6","10.816653826391969","9.219544457292887"
"12","10","0","-0.5","4","5","5","100","15","25","6.363839778884804","7.141085181396727"
"13","10","0","0","4","5","5","100","15","7","12.784184448273482","10.12395732415323"
"12","10","0","-0.5","4","5","5","100","15","26","6.324555320336759","7.0710678118654755"
"13","10","0","0","4","5","5","100","15","8","13.038404810405298","10.04987562112089"
"12","10","0","-0.5","4","5","5","100","15","27","7.0710678118654755","6.8896358721824225"
"8","10","-0.5","0","4","5","5","100","15","32","7.810249675906654","10.295630140987"
"13","10","0","0","4","5","5","100","15","9","8.980876342455108","10.245091065015721"
"12","10","0","-0.5","4","5","5","100","15","28","6.4031242374328485","6.708203932499369"
"13","10","0","0","4","5","5","100","15","10","9.899494936611665","11"
"12","10","0","-0.5","4","5","5","100","15","29","6.516379626418065","6.8896358721824225"
"12","10","0","-0.5","4","5","5","100","15","30","5.830951894845301","6.4031242374328485"
"8","10","-0.5","0","4","5","5","100","15","33","8.14776552507261","9.460407056280872"
"12","10","0","-0.5","4","5","5","100","15","31","5.91547594742265","6.4031242374328485"
"13","10","0","0","4","5","5","100","15","11","8.980876342455108","11.20087712549569"
"12","10","0","-0.5","4","5","5","100","15","32","6","6.4031242374328485"
"13","10","0","0","4","5","5","100","15","12","8.06225774829855","9.433981132056603"
"13","10","0","0","4","5","5","100","15","13","8.031128874149275","9.433981132056603"
"12","10","0","-0.5","4","5","5","100","15","33","5.521009528313442","6.4031242374328485"
"13","10","0","0","4","5","5","100","15","14","8.602325267042627","10"
"12","10","0","-0.5","4","5","5","100","15","34","5.385164807134504","7.0710678118654755"
"13","10","0","0","4","5","5","100","15","15","8.273769561268558","9.433981132056603"
"12","10","0","-0.5","4","5","5","100","15","35","5.743903072168841","7.0710678118654755"
"8","10","-0.5","0","4","5","5","100","15","34","7.280109889280518","8.94427190999916"
"12","10","0","-0.5","4","5","5","100","15","36","5.385164807134504","7.0710678118654755"
"13","10","0","0","4","5","5","100","15","16","8.246211251235321","9.433981132056603"
"13","10","0","0","4","5","5","100","15","17","8.365746312736945","8.910934862167757"
"12","10","0","-0.5","4","5","5","100","15","37","5.521009528313442","7.0710678118654755"
"12","10","0","-0.5","4","5","5","100","15","38","5.656854249492381","7.0710678118654755"
"13","10","0","0","4","5","5","100","15","18","8.246211251235321","8.94427190999916"
"12","10","0","-0.5","4","5","5","100","15","39","5.521009528313442","7.0710678118654755"
"13","10","0","0","4","5","5","100","15","19","8.06225774829855","8.999828524068288"
"13","10","0","0","4","5","5","100","15","20","8.246211251235321","9.055385138137417"
"12","10","0","-0.5","4","5","5","100","15","40","5.385164807134504","7.0710678118654755"
"13","10","0","0","4","5","5","100","15","21","8.06225774829855","8.773298588520893"
"12","10","0","-0.5","4","5","5","100","15","41","5.743903072168841","7.510676113417317"
"8","10","-0.5","0","4","5","5","100","15","35","7.510676113417317","9.743416490252569"
"12","10","0","-0.5","4","5","5","100","15","42","5.830951894845301","8"
"13","10","0","0","4","5","5","100","15","22","7.211102550927978","8.602325267042627"
"12","10","0","-0.5","4","5","5","100","15","43","5.830951894845301","7.810249675906654"
"13","10","0","0","4","5","5","100","15","23","6.697811566101118","7.912056817299025"
"13","10","0","0","4","5","5","100","15","24","6.324555320336759","8.94427190999916"
"13","10","0","0","4","5","5","100","15","25","7.211102550927978","7.671183818789533"
"12","10","0","-0.5","4","5","5","100","15","44","5.656854249492381","7.0710678118654755"
"8","10","-0.5","0","4","5","5","100","15","36","7.0710678118654755","9.486832980505138"
"13","10","0","0","4","5","5","100","15","26","7.211102550927978","7.280109889280518"
"12","10","0","-0.5","4","5","5","100","15","45","5.830951894845301","7.0710678118654755"
"13","10","0","0","4","5","5","100","15","27","7.413437828395944","6.2429433838655335"
"12","10","0","-0.5","4","5","5","100","15","46","5.830951894845301","7"
"13","10","0","0","4","5","5","100","15","28","7.280109889280518","7.0710678118654755"
"12","10","0","-0.5","4","5","5","100","15","47","5.91547594742265","7.0710678118654755"
"13","10","0","0","4","5","5","100","15","29","7.671183818789533","7.141085181396727"
"12","10","0","-0.5","4","5","5","100","15","48","6.082762530298219","6.708203932499369"
"13","10","0","0","4","5","5","100","15","30","7","7.211102550927978"
"12","10","0","-0.5","4","5","5","100","15","49","5.91547594742265","7.035533905932738"
"13","10","0","0","4","5","5","100","15","31","7.211102550927978","6.737096024649162"
"12","10","0","-0.5","4","5","5","100","15","50","6.082762530298219","7"
"8","10","-0.5","0","4","5","5","100","15","37","7","9.326762794674746"
"13","10","0","0","4","5","5","100","15","32","7.211102550927978","7.280109889280518"
"14","10","0","0.5","4","5","5","100","15","0","4.943883003857396","4.264391190312105"
"13","10","0","0","4","5","5","100","15","33","7.245606220104248","7.245606220104248"
"14","10","0","0.5","4","5","5","100","15","1","5.07512697398157","7.80434983505133"
"13","10","0","0","4","5","5","100","15","34","7.211102550927978","7.280109889280518"
"14","10","0","0.5","4","5","5","100","15","2","8.246211251235321","10.816653826391969"
"13","10","0","0","4","5","5","100","15","35","7.0710678118654755","7.9362537121026016"
"14","10","0","0.5","4","5","5","100","15","3","10.309593708032555","10.998496856945458"
"13","10","0","0","4","5","5","100","15","36","7","8.06225774829855"
"14","10","0","0.5","4","5","5","100","15","4","10.770329614269007","10.770329614269007"
"13","10","0","0","4","5","5","100","15","37","6.8896358721824225","8.773298588520893"
"8","10","-0.5","0","4","5","5","100","15","38","6.708203932499369","9.219544457292887"
"14","10","0","0.5","4","5","5","100","15","5","9.225591534419365","9.743416490252569"
"13","10","0","0","4","5","5","100","15","38","6.708203932499369","8.06225774829855"
"14","10","0","0.5","4","5","5","100","15","6","8.602325267042627","7.615773105863909"
"13","10","0","0","4","5","5","100","15","39","6.363839778884804","7.810249675906654"
"14","10","0","0.5","4","5","5","100","15","7","9.666738034334134","7.447941497572213"
"8","10","-0.5","0","4","5","5","100","15","39","6.854101966249685","9.219544457292887"
"13","10","0","0","4","5","5","100","15","40","6.4031242374328485","7.810249675906654"
"14","10","0","0.5","4","5","5","100","15","8","14.212670403551895","8.06225774829855"
"13","10","0","0","4","5","5","100","15","41","6.4031242374328485","7.713011390885281"
"13","10","0","0","4","5","5","100","15","42","6.082762530298219","7.810249675906654"
"14","10","0","0.5","4","5","5","100","15","9","12.020797289396148","11.925804746026479"
"13","10","0","0","4","5","5","100","15","43","6.203658925317489","7.9362537121026016"
"14","10","0","0.5","4","5","5","100","15","10","12.206555615733702","12.806248474865697"
"13","10","0","0","4","5","5","100","15","44","5.656854249492381","7.615773105863909"
"8","10","-0.5","0","4","5","5","100","15","40","6.708203932499369","9.055385138137417"
"14","10","0","0.5","4","5","5","100","15","11","11.220153254455276","11.086041932630193"
"14","10","0","0.5","4","5","5","100","15","12","9.219544457292887","10.44030650891055"
"13","10","0","0","4","5","5","100","15","45","5.9568572125717605","7.141085181396727"
"13","10","0","0","4","5","5","100","15","46","5.656854249492381","7.0710678118654755"
"14","10","0","0.5","4","5","5","100","15","13","9.137464797715152","10.885164807134505"
"13","10","0","0","4","5","5","100","15","47","5.743903072168841","6.555664084966109"
"14","10","0","0.5","4","5","5","100","15","14","10.44030650891055","10.44030650891055"
"13","10","0","0","4","5","5","100","15","48","6.082762530298219","6.4031242374328485"
"14","10","0","0.5","4","5","5","100","15","15","10.62848016765126","8.799694441727475"
"13","10","0","0","4","5","5","100","15","49","6.082762530298219","6"
"14","10","0","0.5","4","5","5","100","15","16","10.44030650891055","8.06225774829855"
"8","10","-0.5","0","4","5","5","100","15","41","7","7.175588850572996"
"13","10","0","0","4","5","5","100","15","50","6.082762530298219","6"
"14","10","0","0.5","4","5","5","100","15","17","8.332291507670588","7.671183818789533"
"14","10","0","0.5","4","5","5","100","15","18","8.06225774829855","9.486832980505138"
"15","10","0","1","4","5","5","100","15","0","3.5576156450759395","5.63605950897339"
"14","10","0","0.5","4","5","5","100","15","19","8.773298588520893","9.486832980505138"
"15","10","0","1","4","5","5","100","15","1","11.27557031055657","6.252805524677702"
"8","10","-0.5","0","4","5","5","100","15","42","6.708203932499369","6.708203932499369"
"15","10","0","1","4","5","5","100","15","2","24.166091947189145","7.810249675906654"
"15","10","0","1","4","5","5","100","15","3","33.20387356459169","10.43326472375643"
"15","10","0","1","4","5","5","100","15","4","27.294688127912362","8.94427190999916"
"15","10","0","1","4","5","5","100","15","5","29.748586252060797","8.773298588520893"
"15","10","0","1","4","5","5","100","15","6","32.202484376209235","9"
"14","10","0","0.5","4","5","5","100","15","20","8.602325267042627","10.295630140987"
"15","10","0","1","4","5","5","100","15","7","30.618481195802744","11.020797289396148"
"8","10","-0.5","0","4","5","5","100","15","43","7.035533905932738","6.708203932499369"
"14","10","0","0.5","4","5","5","100","15","21","8.109049186453268","11.53182902034099"
