pinch-chance,pinch-time,super-level,step,avg-super-score,avg-normal-score,gap-super-normal,avg-super-score_effect_diff,avg-normal-score_effect_diff
0.3,5,high,18,304.53,208.59047971904005,95.93952028095987,61.529999999999994,32.563452692013065
0.3,10,high,13,175.03166666666667,124.79839951438245,50.2332671522842,47.93166666666666,33.98308419906718
0.3,5,low,18,128.68277777777777,226.80588187101353,-98.12310409323555,13.982777777777779,37.82840439353597
0.3,5,low,16,104.28131868131868,204.33690315064155,-100.05558446932287,12.431318681318677,36.95852477226316
0.3,5,high,20,288.51666666666665,236.30927353922715,52.207393127439474,39.766666666666666,35.28675101670458
0.3,10,high,0,0,0,0,0,0
0.3,10,high,12,186.005,119.04006019594259,66.96493980405745,55.40500000000001,33.355375511257854
0.3,5,low,15,78.52285714285713,197.04467474482954,-118.52181760197237,12.82285714285714,38.445575645730436
0.3,5,low,16,107.87859649122808,207.1810559086875,-99.30245941745946,12.778596491228074,36.919794647426215
0.3,5,low,17,119.24166666666667,210.67646165277748,-91.43479498611072,8.791666666666668,36.95574093205672
0.3,5,high,19,314.78499999999997,217.3597033296725,97.42529667032767,61.78499999999999,32.05339702336606
0.3,10,high,14,185.17708333333334,132.40858586063692,52.76849747269634,48.07708333333334,33.21489216694326
0.3,5,low,19,134.87539682539682,236.53922685753182,-101.66383003213497,13.175396825396822,37.832019650324604
0.3,5,low,17,118.66043123543122,215.06499628875778,-96.4045650533267,10.810431235431235,37.50643773019934
0.3,10,high,13,196.38,127.60460034933718,68.77539965066285,55.779999999999994,33.72171746645432
0.3,10,high,1,162.09553925262907,122.11499144989855,39.98054780273047,49.895539252629035,49.35823469314181
0.3,5,low,16,82.69285714285714,204.89827427195846,-122.20541712910135,13.992857142857142,37.01989589358013
0.3,5,low,18,124.74666666666667,219.99682085065214,-95.25015418398544,9.296666666666667,37.53736139119266
0.3,5,low,17,120.23875000000001,218.00980373623568,-97.7710537362357,15.138749999999998,38.37917310560499
0.3,5,high,20,326.46500000000003,225.14654025876942,101.31845974123061,63.46499999999999,31.822215934445044
0.3,10,high,0,0,0,0,0,0
0.3,5,low,20,143.88777777777779,247.18438118012426,-103.29660340234639,16.187777777777775,39.82852532426837
0.3,10,high,0,0,0,0,0,0
0.3,10,high,15,194.83333333333334,141.28490916230854,53.54842417102478,48.733333333333334,34.3434677208671
0.3,5,low,18,124.71274725274725,223.6480270952021,-98.93527984245475,9.862747252747251,37.26063970781462
0.3,10,high,14,203.20642857142857,136.599216749836,66.60721182159264,52.606428571428566,33.61723476785396
0.3,10,high,2,168.72666666666666,112.88483221826871,55.84183444839793,56.526666666666664,40.12807546151201
0.3,5,low,19,136.12888888888887,230.52370204870218,-94.39481315981322,9.678888888888888,38.96514349014349
0.3,5,low,17,85.66785714285714,215.50401034812802,-129.8361532052708,13.967857142857142,37.98599233010999
0.3,5,low,18,122.76445054945057,226.78997192522738,-104.02552137577675,12.664450549450553,38.33051246576788
0.3,10,high,1,169.8783547008547,124.61547816269182,45.262876538162885,56.0283547008547,48.764126811340425
0.3,10,high,1,165.78052422723474,123.87753752533162,41.9029867019031,53.880524227234744,49.62078076857487
0.3,5,low,19,128.35679487179488,231.89420207218197,-103.5374072003871,8.506794871794872,37.038346216326104
0.3,10,high,16,204.87187675070027,150.4018570095969,54.4700197411033,47.77187675070027,34.00095610869605
0.3,10,high,3,168.42357142857142,108.18401745828216,60.23955397028925,56.223571428571425,35.42726070152541
0.3,10,high,15,213.04071428571427,144.47524652017685,68.56546776553742,52.440714285714286,33.47524652017686
0.3,5,low,19,134.62166666666667,236.17932415815548,-101.55765749148867,15.521666666666667,38.26040523923652
0.3,5,low,20,142.93666666666667,236.95255042944675,-94.01588376277999,9.486666666666668,36.47507295196923
0.3,10,low,0,0,0,0,0,0
0.3,5,low,18,87.50119047619047,223.2100845185984,-135.7088940424079,13.801190476190476,36.8632376717516
0.3,10,high,2,178.92676470588236,114.89158044576,64.03518426012235,65.07676470588235,39.04022909440866
0.3,10,high,2,177.75930555555556,114.3631498170585,63.39615573849703,65.85930555555555,40.10639306030172
0.3,5,low,20,139.89941391941392,241.34738895102677,-101.44797503161277,11.049413919413917,37.84288444652223
0.3,10,low,0,0,0,0,0,0
0.3,10,high,4,165.15007518796992,107.79954613704619,57.35052905092374,52.95007518796992,35.04278938028938
0.3,10,high,17,217.14934343434342,157.65145477134644,59.497888662996985,50.04934343434344,33.412716032607676
0.3,5,low,19,90.19285714285715,233.94098919098923,-143.748132048132,14.492857142857142,36.873421623421606
0.3,10,low,1,75.0057874070374,127.52768395690224,-52.52189654986479,55.955787407037406,49.39254882176708
0.3,10,high,16,219.58998445998446,152.1387640320303,67.45122042795413,48.989984459984456,33.21083610410236
0.3,5,low,20,138.57536881419236,243.1334473486177,-104.55807853442525,14.47536881419234,36.655969871140165
0.3,10,low,0,0,0,0,0,0
0.3,10,high,3,182.2106578947368,109.85625375962061,72.3544041351162,68.36065789473683,34.00490240826929
0.3,10,high,3,179.56973684210527,110.04269699780536,69.52703984429989,67.66973684210527,35.78594024104859
0.3,10,low,1,79.26947287447675,132.38549029690674,-53.116017422429934,57.069472874476745,50.3854902969067
0.3,10,high,5,171.38500000000002,106.44172188905164,64.9432781109484,59.18499999999999,33.68496513229484
0.3,10,high,18,228.07625000000002,166.90256872400835,61.17368127599164,50.97625000000001,33.384550705990335
0.3,10,high,17,229.37269841269844,162.42640493364178,66.94629347905664,48.772698412698425,34.399377906614745
0.3,10,low,1,73.3754015837104,127.97443090620331,-54.59902932249297,56.8754015837104,49.33929577106824
0.3,5,low,20,90.31666666666666,241.61018475941086,-151.29351809274416,12.616666666666669,35.713788363014366
0.3,10,low,2,86.74166666666667,119.21922822015702,-32.47756155349035,67.69166666666668,41.08409308502188
0.3,10,low,0,0,0,0,0,0
0.3,10,high,4,179.49555555555554,109.17806643340694,70.31748912214857,65.64555555555555,33.32671508205565
0.3,10,high,4,177.91666666666669,107.07788314115713,70.83878352550953,66.01666666666667,32.82112638440037
0.3,10,low,2,75.56230158730158,125.77549265575584,-50.213191068454265,53.36230158730159,43.775492655755805
0.3,10,high,6,165.56750000000005,105.97126610330946,59.59623389669059,53.36749999999999,33.2145093465527
0.3,10,high,19,236.17625000000004,174.9839262944526,61.19232370554744,49.076249999999995,33.53798034850667
0.3,10,high,18,240.61833333333334,170.52412014726255,70.09421318607079,50.01833333333333,33.39799402113643
0.3,10,low,2,81.67622549019607,121.57430255402394,-39.89807706382783,65.17622549019607,42.939167418888786
0.3,10,low,1,72.71887529137528,120.99828786283896,-48.279412571463695,51.4188752913753,48.403693268244346
0.3,10,low,3,58.42179292929293,116.59127094390253,-58.169478014609616,39.37179292929293,38.456135808767385
0.3,10,high,5,179.99999999999997,108.18198071564943,71.81801928435053,66.14999999999999,32.33062936429809
0.3,10,high,5,177.67997592019262,108.25761375393729,69.42236216625534,65.77997592019263,34.00085699718053
0.3,10,low,3,66.30484126984126,121.96354113149779,-55.6586998616565,44.10484126984127,39.96354113149777
0.3,10,high,20,246.32952380952383,182.88505380347485,63.444470006049045,49.229523809523805,33.15081956924062
0.3,10,low,0,0,0,0,0,0
0.3,10,high,7,167.6048484848485,106.97871703266442,60.62613145218411,55.40484848484848,34.22196027590765
0.3,10,low,2,65.3068550163287,115.87755016702386,-50.57069515069516,44.0068550163287,43.28295557242925
0.3,10,low,3,60.896085311317506,117.79235843926246,-56.89627312794494,44.39608531131751,39.15722330412734
0.3,10,high,19,251.20250000000001,179.5081318027525,71.69436819724751,50.602500000000006,34.00362729824805
0.3,10,low,4,79.75982456140352,114.9076934573838,-35.147868895980324,60.709824561403515,36.77255832224873
0.3,10,high,6,177.74999999999997,108.25735949067987,69.49264050932011,63.9,32.40600813932859
0.3,10,high,6,175.7675,107.30054822067203,68.466951779328,63.86750000000002,33.043791463915305
0.3,10,low,4,81.06674603174604,120.00265393818027,-38.935907906434224,58.86674603174604,38.00265393818025
0.3,10,high,8,167.96083333333334,106.86254274710153,61.0982905862318,55.76083333333334,34.10578599034481
0.3,10,low,1,64.68005347593582,123.88860563163969,-59.208552155703856,51.33005347593583,48.79401103704509
0.3,10,low,5,47.29493316624896,115.09105814895294,-67.7961249827039,28.244933166248956,36.955923013817745
0.3,10,high,20,262.96999999999997,187.91441947417184,75.05558052582819,52.370000000000005,34.12162668137901
0.3,15,high,0,0,0,0,0,0
0.3,10,low,3,61.85782828282828,110.1288105888725,-48.27098230604423,40.55782828282828,37.534215994277915
0.3,10,low,4,84.86684210526316,116.13329116401879,-31.26644905875554,68.36684210526316,37.498156028883564
0.3,10,high,7,182.13500000000002,108.1204671118758,74.01453288812421,68.285,32.26911576052441
0.3,10,high,7,180.365,106.60778399601925,73.75721600398076,68.465,32.35102723926253
0.3,10,low,5,49.79755639097744,120.69647127147127,-70.89891488049383,27.597556390977445,38.69647127147125
0.3,10,low,4,56.156410256410254,111.01847230229585,-54.86206204588555,34.85641025641026,38.42387770770124
0.3,10,low,2,69.80156862745098,115.1759582181022,-45.37438959065122,56.45156862745098,40.08136362350759
0.3,10,high,9,165.37287704555507,106.99467076069244,58.378206284862586,53.17287704555506,34.23791400393568
0.3,10,low,5,68.20208333333332,114.80209048935828,-46.600007156024986,51.702083333333334,36.16695535422315
0.3,10,low,6,78.68861111111111,114.51653859614387,-35.827927485032745,59.63861111111112,36.381403461008716
0.3,15,high,1,153.9131623931624,119.42438285828382,34.48877953487863,51.6131623931624,50.910869344770276
0.3,10,high,8,178.5,108.72665735165737,69.77334264834268,64.65,32.87530600030598
0.3,10,high,8,178.73963562753036,107.42050735800736,71.31912826952302,66.83963562753037,33.1637506012506
0.3,10,low,6,64.9283572567783,119.93496495977142,-55.006607702993136,42.7283572567783,37.93496495977146
0.3,10,high,10,169.20555555555558,107.23510880747722,61.970446748078345,57.00555555555555,34.478352050720474
0.3,10,low,3,73.77149509803921,113.79318003141528,-40.02168493337612,60.421495098039216,38.69858543682072
0.3,10,low,5,77.34544117647059,109.81545872865533,-32.47001755218477,56.04544117647058,37.22086413406073
0.3,10,low,7,57.44295123177476,115.3686489212805,-57.92569768950567,38.39295123177476,37.23351378614535
0.3,10,low,6,64.45649122807018,116.13817498565945,-51.68168375758934,47.95649122807017,37.50303985052437
0.3,15,high,2,157.17855263157895,110.09738207601984,47.08117055555911,54.87855263157894,41.58386856250631
0.3,10,high,9,182.44943609022556,107.30644466379758,75.14299142642795,68.59943609022557,31.455093312446255
0.3,10,high,9,181.15507646120653,107.026569991392,74.12850646981461,69.25507646120649,32.76981323463522
0.3,10,low,7,55.64415726817042,120.83599239187475,-65.19183512370434,33.44415726817043,38.83599239187474
0.3,10,low,6,60.622970265029096,108.47023177681073,-47.84726151178157,39.32297026502909,35.875637182216146
0.3,10,low,4,47.344975674480324,112.33443102119566,-64.98945534671536,33.99497567448032,37.23983642660115
0.3,10,high,11,166.20269865841072,106.07357017318323,60.1291284852276,54.002698658410736,33.31681341642643
0.3,10,low,8,85.4624045691151,115.80519798600294,-30.342793416887886,66.4124045691151,37.6700628508678
0.3,10,low,7,68.22272740675217,115.1734191702458,-46.950691763493595,51.72272740675218,36.538284035110664
0.3,15,high,3,160.27500000000003,103.72729249045034,56.54770750954965,57.975,35.21377897693687
0.3,10,high,10,180.74388888888888,107.12765745621788,73.61623143267107,66.89388888888888,31.276306104866467
0.3,10,high,10,180.19128205128203,107.19672872172873,72.99455332955327,68.29128205128205,32.93997196497195
0.3,10,low,8,71.62158496732027,119.43915379797734,-47.817568830657066,49.42158496732027,37.43915379797733
0.3,10,low,5,46.863340336134456,112.83382413165698,-65.9704837955225,33.513340336134455,37.73922953706236
0.3,10,low,7,68.21992424242424,109.52988381076618,-41.309959568341895,46.919924242424244,36.93528921617157
0.3,10,low,9,54.46488124276824,114.05610881183638,-59.59122756906817,35.41488124276824,35.92097367670123
0.3,10,low,8,70.18224747474748,113.84178536728844,-43.65953789254094,53.68224747474748,35.20665023215333
0.3,10,high,12,173.45666666666665,116.061568445005,57.395098221661684,51.25666666666666,35.01652339995993
0.3,15,high,4,160.17333333333335,104.00061096763879,56.17272236569454,57.87333333333335,35.487097454125326
0.3,10,high,11,181.75095662507428,109.6499480874481,72.10100853762617,67.90095662507427,33.798596736096734
0.3,10,high,11,180.42780542986426,106.85379276041039,73.57401266945391,68.52780542986424,32.59703600365367
0.3,10,low,9,67.91788461538462,117.67053634112457,-49.75265172574001,45.71788461538461,35.670536341124574
0.3,10,low,6,59.6,110.75348173169378,-51.153481731693724,46.25,35.65888713709922
0.3,10,low,8,45.806599168375485,108.21628790827708,-62.40968873990161,24.506599168375484,35.62169331368247
0.3,10,high,13,185.29487616099075,123.4423777344443,61.85249842654646,53.0948761609907,33.92886422093078
0.3,10,low,9,64.94634674922601,115.0829794190475,-50.136632669821495,48.44634674922601,36.447844283912396
0.3,10,low,10,71.64167502088556,115.23680404469883,-43.59512902381326,52.59167502088555,37.10166890956364
0.3,10,high,12,184.94,116.09891642561924,68.84108357438076,61.089999999999996,32.139456966159756
0.3,15,high,5,158.24830409356724,102.77935941620154,55.468944677365684,55.94830409356725,34.265845902688
0.3,10,high,12,187.27912955465587,114.41081817862002,72.8683113760358,65.37912955465586,32.04595331375518
0.3,10,low,10,62.60678571428572,118.77749366534194,-56.170707951056215,40.40678571428572,36.777493665341964
0.3,10,low,11,72.94040598290597,114.34438433188434,-41.4039783489783,53.89040598290599,36.20924919674919
0.3,10,high,14,192.805,130.6907059455434,62.114294054456565,50.605000000000004,33.15917441401187
0.3,10,low,10,61.57943553178846,114.59713275963283,-53.01769722784435,45.07943553178848,35.96199762449761
0.3,10,low,7,47.58980960216254,111.63735304563471,-64.04754344347222,34.23980960216254,36.5427584510402
0.3,10,low,9,71.90081699346406,109.31058446131972,-37.40976746785569,50.60081699346405,36.71598986672515
0.3,10,high,13,195.21921052631578,126.01221259077293,69.20699793554282,61.36921052631578,33.40410448266484
0.3,15,high,6,161.41938596491224,103.33041657697227,58.08896938793994,59.11938596491227,34.81690306345879
0.3,10,high,13,195.02,122.97405454692606,72.04594545307394,63.120000000000005,32.14072121359274
0.3,10,low,11,75.42075757575758,118.44878766128762,-43.028030085530105,53.22075757575758,36.448787661287675
0.3,10,low,12,53.27862493715436,123.27320624193695,-69.99458130478256,26.228624937154347,36.4894224581531
0.3,10,low,8,63.55822802197802,112.5061436887288,-48.94791566675078,50.20822802197802,37.411549094134244
0.3,10,low,10,62.25719696969696,108.93870216509536,-46.68150519539846,40.957196969696966,36.34410757050075
0.3,10,high,15,200.17666666666668,140.62362901248352,59.553037654183186,47.97666666666667,33.8128182016727
0.3,10,low,11,59.94525252525252,115.11378975043836,-55.16853722518588,43.44525252525252,36.47865461530322
0.3,10,high,14,206.00500000000002,133.47709247709247,72.52790752290755,62.154999999999994,32.220335720335726
0.3,15,high,7,158.63388888888886,103.01066253523682,55.62322635365206,56.333888888888886,34.49714902172334
0.3,10,low,12,47.86267857142857,128.06806425711227,-80.20538568568372,15.662678571428572,37.689685878733854
0.3,10,high,14,207.1677777777778,131.52006517227105,75.64771260550674,65.26777777777778,32.758803911009814
0.3,10,low,9,53.1899814439946,112.57547528631117,-59.38549384231662,39.8399814439946,37.48088069171662
0.3,10,low,13,57.355928858722976,133.48528513528512,-76.12935627656215,24.305928858722975,37.69249234249234
0.3,10,low,11,66.57339869281046,109.34447788635093,-42.77107919354047,45.27339869281045,36.74988329175637
0.3,10,high,16,213.65379084967321,148.9091684279764,64.7446224216967,51.453790849673204,33.81006932887739
0.3,10,low,12,45.43333333333333,123.75706606573478,-78.32373273240145,19.933333333333334,36.833642642311375
0.3,10,high,15,217.70999999999998,142.03343155843154,75.67656844156843,63.86,32.21811624311624
0.3,15,high,8,154.90402834008097,102.1411918469968,52.76283649308418,52.60402834008097,33.62767833348329
0.3,10,high,15,214.9471428571429,140.8379615683795,74.10918128876332,63.04714285714285,32.79742102783898
0.3,10,low,13,53.88780303030303,136.31331683251187,-82.42551380220887,11.68780303030303,37.28628980548487
0.3,10,low,14,62.56957264957265,141.95724007070754,-79.38766742113489,22.51957264957265,37.24552835899586
0.3,10,low,10,53.5280701754386,111.98212029462029,-58.4540501191817,40.1780701754386,36.8875257000257
0.3,10,high,17,223.9853289473684,157.6401585541292,66.34517039323921,51.78532894736843,34.07259098656158
0.3,10,low,13,54.93611111111111,132.693942661048,-77.75783154993681,21.43611111111111,36.94169040879566
0.3,10,low,12,47.35666666666667,117.13705431778185,-69.78038765111522,17.056666666666665,36.43435161507916
0.3,10,high,16,224.9331578947368,152.3422158152034,72.59094207953342,61.083157894736836,32.88726086024848
0.3,10,high,16,223.4865384615385,150.9555544371721,72.53098402436643,61.58653846153847,33.45555443717209
0.3,10,low,14,65.64309523809524,144.38967234040763,-78.74657710231241,14.443095238095239,36.62390657464187
0.3,15,high,9,157.885,100.8406559455321,57.04434405446791,55.585,32.327142432018576
0.3,10,low,15,66.0801282051282,151.96622769087944,-85.88609948575117,19.030128205128204,37.79505651970821
0.3,10,low,11,58.73972222222223,111.20275658878602,-52.46303436656375,45.38972222222223,36.108161994191406
0.3,10,low,14,54.73611111111111,140.84208600164484,-86.1059748905337,18.23611111111111,36.08082474038357
0.3,10,high,18,237.1646153846154,165.83109499030553,71.33352039430983,54.964615384615385,33.52478868399921
0.3,10,low,13,52.94028195488721,126.63869478157412,-73.69841282668683,13.640281954887218,36.65671279959205
0.3,10,high,17,233.58499999999998,160.07759343788751,73.50740656211246,59.735,32.60462046491459
0.3,10,high,17,234.150873015873,159.21139533206102,74.93947768381202,62.250873015873026,32.97265659332222
0.3,10,low,15,74.80791125541126,154.6451811995542,-79.83726994414309,15.607911255411256,38.59112714550021
0.3,15,high,10,155.03055555555557,102.02127319108739,53.00928236446818,52.730555555555554,33.50775967757392
0.3,10,low,16,74.46929487179486,160.77917241477616,-86.30987754298127,19.41929487179487,37.689082324686034
0.3,10,high,19,246.72444444444437,175.3886060251385,71.3358384193059,54.52444444444444,34.1633807999133
0.3,10,low,14,57.47555555555556,134.81542334998218,-77.33986779442662,13.175555555555556,36.09470262926145
0.3,10,low,15,55.904999999999994,150.52526629438395,-94.62026629438401,15.404999999999998,36.574815843933486
0.3,10,low,12,41.34850786468433,120.71642938879788,-79.36792152411348,19.998507864684335,37.78399695636537
0.3,10,high,18,244.01617647058825,169.63897583088757,74.37720063970067,60.16617647058824,32.52636321827497
0.3,10,high,18,249.17999999999998,166.7853919228919,82.39460807710807,67.28,32.34845498595497
0.3,15,high,11,162.8191812865497,102.16121032568398,60.657970960865725,60.51918128654971,33.647696812170516
0.3,10,low,16,82.38071428571428,161.495736122942,-79.11502183722766,14.180714285714288,36.9732136004195
0.3,10,low,17,80.11040598290597,169.57537956508548,-89.46497358217943,20.060405982905984,37.386190375896255
0.3,10,high,20,250.5494642857143,183.89991863231035,66.64954565340403,48.349464285714284,33.66568439807603
0.3,15,high,0,0,0,0,0,0
0.3,10,low,15,64.47111111111111,143.80300692537537,-79.33189581426426,12.17111111111111,36.25345737582579
0.3,10,low,13,46.226548573975045,130.0685517619728,-83.84200318799782,18.87654857397505,38.307290500711545
0.3,10,low,16,66.66,161.47660750493574,-94.81660750493569,14.16,38.156787685115845
0.3,10,high,19,247.8283333333333,180.02053909325573,67.80779424007756,53.97833333333333,33.448467021183745
0.3,10,high,19,257.505,176.1441385682485,81.36086143175146,65.605,33.05855298266288
0.3,10,low,17,90.05089743589744,171.84909955981936,-81.79820212392184,11.850897435897437,38.67792838864821
0.3,15,high,12,162.39,100.98738797415268,61.402612025847276,60.09000000000001,32.47387446063916
0.3,10,low,18,85.73179487179488,178.64998018287497,-92.9181853110801,18.68179487179487,37.361691894586635
0.3,15,high,1,153.41834733893558,122.97446375070209,30.44388358823349,57.418347338935575,49.44743672367513
0.3,10,high,20,262.2511904761905,188.62354498670288,73.62764548948772,58.40119047619048,33.49291435607226
0.3,15,high,0,0,0,0,0,0
0.3,10,low,16,72.64190476190477,152.78229598612722,-80.14039122422251,10.341904761904761,36.584097787929075
0.3,10,low,14,50.872142857142855,137.28136688268265,-86.40922402553988,15.522142857142859,36.78136688268269
0.3,10,low,17,71.975,169.25593911317594,-97.280939113176,15.475,37.19738055461738
0.3,10,high,20,264.4706220095694,185.58663508911178,78.88398692045752,62.57062200956936,33.85240085487763
0.3,15,high,0,0,0,0,0,0
0.3,10,low,18,105.06589743589745,178.4719856219857,-73.4060881860882,17.865897435897438,36.83234598234597
0.3,15,high,13,160.3769590643275,100.64486370368725,59.73209536064027,58.07695906432749,32.13135019017372
0.3,10,low,19,89.2101282051282,187.97013335983928,-98.76000515471105,17.160128205128206,37.76292615263204
0.3,15,high,2,158.69,113.45303373612198,45.23696626387802,62.68999999999998,39.92600670909492
0.3,10,low,15,59.61014555619819,144.51490401196287,-84.90475845576462,17.26014555619819,35.546435543494354
0.3,15,high,1,151.58836996336996,112.62683186042317,38.96153810294676,59.63836996336996,48.76196699555833
0.3,10,low,17,78.66055555555555,162.1605788929318,-83.50002333737636,10.360555555555557,36.95337168572463
0.3,10,low,18,81.49833333333333,178.32781425149847,-96.8294809181651,12.998333333333335,36.2692556929399
0.3,15,high,1,165.1220688642283,124.47214731994146,40.64992154428684,57.1220688642283,49.91809326588736
0.3,10,low,19,106.9980303030303,188.49731513481507,-81.49928483178482,10.798030303030302,38.6594772969773
0.3,15,high,3,153.62906432748542,109.59152946064707,44.03753486683833,57.62906432748538,36.06450243362008
0.3,15,high,14,162.53500000000003,101.10050254729045,61.43449745270952,60.23499999999999,32.586989033776966
0.3,10,low,20,95.54100539811066,196.19730596789418,-100.65630056978358,19.49100539811066,37.161269931858165
0.3,15,high,0,0,0,0,0,0
0.3,10,low,16,66.68102564102563,156.30362433849274,-89.6225986974672,18.33102564102564,37.875696410564835
0.3,15,high,2,151.91324561403508,103.97170221562638,47.9415433984087,59.963245614035074,40.106837350761495
0.3,10,low,18,80.59833333333333,171.49384367871204,-90.89551034537865,8.298333333333332,37.18753737240579
0.3,15,high,2,165.1539285714286,114.10102209366924,51.05290647775938,57.15392857142857,39.546968039615095
0.3,10,low,19,86.71176470588236,187.89959030713675,-101.18782560125439,12.211764705882354,36.561752469298916
0.3,15,high,4,151.46499999999997,109.15672544349013,42.3082745565098,55.46500000000001,35.629698416463114
0.3,10,low,20,118.13023809523808,196.3025898251904,-78.1723517299523,12.930238095238092,37.00529252789315
0.3,15,low,0,0,0,0,0,0
0.3,15,high,15,158.79789473684212,101.75347692979271,57.044417807049385,56.4978947368421,33.23996341627921
0.3,15,high,1,160.71525702238938,112.06787548625779,48.647381536131505,53.61525702238937,49.91922683760922
0.3,10,low,17,72.42360484544696,162.4826730951731,-90.05906824972615,17.073604845446955,36.12681723931724
0.3,15,high,3,147.88285714285712,99.05498774430659,48.82786939855052,55.932857142857145,35.19012287944177
0.3,10,low,20,97.46833333333333,197.7039313626388,-100.23559802930538,11.968333333333332,37.17690433561176
0.3,15,low,0,0,0,0,0,0
0.3,15,high,3,166.45,108.85042384067152,57.59957615932848,58.45,34.29636978661747
0.3,10,low,19,88.55,180.70732991394752,-92.15732991394749,8.25,37.12174432836197
0.3,15,high,5,151.03277777777777,109.06252425517133,41.97025352260641,55.03277777777778,35.53549722814429
0.3,15,low,1,67.89886002886003,125.55853527695638,-57.659675248096306,52.298860028860034,49.07204879046983
0.3,15,high,16,161.15,101.64555492403787,59.50444507596208,58.85,33.13204141052439
0.3,15,high,2,167.60921052631576,101.07793508555895,66.53127544075683,60.50921052631579,38.929286436910274
0.3,15,high,4,142.17511278195488,99.02512259424024,43.149990187714636,50.225112781954884,35.160257729375374
0.3,10,low,18,82.63857142857141,172.60516376104613,-89.96659233247469,19.28857142857143,37.690749346631705
0.3,15,high,4,161.996387235056,107.82720060285845,54.16918663219752,53.99638723505596,33.27314654880446
0.3,15,high,6,151.4715059708094,109.01533128398452,42.45617468682484,55.47150597080938,35.488304256957505
0.3,15,low,1,73.75882650029709,132.65118270226628,-58.89235620196919,58.458826500297086,47.89442594550954
0.3,15,low,2,59.379951159951155,119.2620125954104,-59.882061435459285,43.77995115995115,42.77552610892395
0.3,10,low,20,98.2252380952381,189.30756670238088,-91.0823286071429,10.925238095238097,36.98324237805663
0.3,15,low,0,0,0,0,0,0
0.3,15,high,17,165.805,109.48394548735108,56.32105451264893,53.504999999999995,33.222684226089804
0.3,15,high,3,165.895,97.94447857168444,67.9505214283156,58.795,35.795829923035804
0.3,15,high,5,146.64055555555555,99.88482248675747,46.755733068798094,54.69055555555555,36.019957621892615
0.3,10,low,19,93.06965367965367,179.8196010776893,-86.74994739803566,22.719653679653682,36.887168645256864
0.3,15,high,5,161.18960109549894,109.8228065438592,51.366794551639785,53.18960109549893,35.268752489805124
0.3,15,high,7,153.19411764705882,107.75174973913361,45.4423679079252,57.19411764705883,34.22472271210662
0.3,15,low,2,60.95769841269841,127.94087261173163,-66.98317419903324,45.65769841269841,43.184115854975
0.3,15,low,1,71.4418714537097,129.80623072372293,-58.36435927001327,54.341871453709686,48.29271721020947
0.3,15,high,18,179.49444444444447,116.86684545457764,62.627598989866854,57.194444444444436,32.49747608520829
0.3,15,low,3,71.85197368421052,116.38952811731453,-44.537554433104006,56.25197368421052,39.903041630828
0.3,15,high,4,166.67,96.38351014914483,70.28648985085516,59.57000000000001,34.234861500496166
0.3,10,low,20,94.57333333333334,188.0831104703008,-93.50977713696749,17.223333333333333,36.86238974958016
0.3,15,low,0,0,0,0,0,0
0.3,15,high,6,146.26875276426358,98.29687466018733,47.971878104076254,54.31875276426359,34.432009795322486
0.3,15,high,6,165.72464912280702,108.29363006007745,57.431019062729604,57.72464912280702,33.73957600602337
0.3,15,low,3,82.97352813852814,124.4140821979057,-41.44055405937756,67.67352813852814,39.65732544114898
0.3,15,high,19,183.8516666666667,126.04848120080321,57.803185465863535,51.55166666666666,32.85028300260499
0.3,15,high,8,153.85346153846154,107.8212652462652,46.03219629219633,57.85346153846153,34.29423821923823
0.3,15,low,2,58.54850544063779,125.36036242851252,-66.81185698787476,41.44850544063779,43.84684891499909
0.3,15,low,4,64.28666666666666,115.08276429197483,-50.796097625308136,48.686666666666675,38.596277805488334
0.3,15,high,5,169.69069659442727,96.47525238926171,73.21544420516558,62.59069659442724,34.326603740613024
0.3,15,high,7,143.6483333333333,97.23316220154456,46.41517113178877,51.69833333333334,33.36829733667969
0.3,15,low,1,69.5940268065268,130.35648760068264,-60.76246079415587,53.5440268065268,48.478109222304276
0.3,15,low,4,75.48807692307693,121.76709444406808,-46.279017520991104,60.188076923076935,37.01033768731138
0.3,15,high,7,160.94666666666666,108.42323032323033,52.52343634343633,52.94666666666667,33.86917626917627
0.3,15,high,9,153.285,107.18119474443004,46.10380525556998,57.28500000000001,33.65416771740302
0.3,15,high,20,196.93428571428575,134.3103433139424,62.62394240034334,54.63428571428572,33.36439736799643
0.3,15,low,0,0,0,0,0,0
0.3,15,low,5,53.98927836052836,113.93282763282762,-59.94354927229925,38.389278360528365,37.44634114634115
0.3,15,low,3,79.96205128205128,121.51569005245473,-41.55363877040344,62.862051282051276,40.00217653894126
0.3,15,high,6,168.95622807017543,95.50550799827118,73.45072007190424,61.85622807017544,33.3568593496225
0.3,15,high,8,145.24073112645868,98.206684692211,47.03404643424766,53.29073112645868,34.34181982734615
0.3,15,low,2,86.15039432789432,124.42925307685371,-38.278858748959365,70.10039432789434,42.55087469847532
0.3,15,high,8,160.41340557275538,106.88987352737355,53.52353204538191,52.413405572755416,32.33581947331948
0.3,15,low,5,52.35536324786325,122.30900430165137,-69.95364105378817,37.05536324786325,37.55224754489459
0.3,15,high,10,150.04555555555558,108.4663267861797,41.57922876937586,54.045555555555566,34.939299759152696
0.3,15,low,1,64.93079426421532,124.61070116847984,-59.6799069042645,52.48079426421532,50.46205251983113
