pinch-chance,pinch-time,super-level,step,avg-super-score,avg-normal-score,gap-super-normal,avg-super-score_effect_diff,avg-normal-score_effect_diff
0.1,0,high,7,227.22375000000002,157.41478359241515,69.80896640758488,55.623749999999994,34.95532413295572
0.1,0,low,8,82.04374999999999,189.0584959893783,-107.01474598937824,14.49375,39.34678427766666
0.1,0,low,9,65.23333333333333,194.7363943202179,-129.50306098688452,9.433333333333334,37.470628554452084
0.1,0,high,8,255.2645454545455,163.95640265713797,91.30814279740756,66.16454545454546,33.74018644092173
0.1,0,high,7,230.065,160.87682682682683,69.18817317317323,58.915,33.23718718718719
0.1,0,high,7,206.13277777777776,162.74110338878148,43.39167438899639,42.48277777777778,35.35371600139401
0.1,0,high,10,254.76499999999996,181.40897403296782,73.35602596703214,57.515,34.51708214107595
0.1,0,low,9,79.03367521367521,198.19038389406037,-119.15670868038517,19.233675213675212,39.79849200216849
0.1,0,low,9,94.75750000000001,198.34153756653757,-103.58403756653756,19.2075,38.81000603500605
0.1,0,low,8,67.74392857142857,181.65228131110482,-113.90835273967627,14.193928571428572,38.674803833627365
0.1,0,high,8,240.15571428571428,165.90607750607757,74.24963677963689,58.555714285714274,34.61778921778921
0.1,0,high,8,239.865,169.14509247009244,70.71990752990754,58.71500000000001,33.12707445207445
0.1,0,low,10,74.6625,204.67293769453215,-130.01043769453213,9.8625,38.127892649487066
0.1,0,high,9,264.1842307692308,172.35336187511112,91.83086889411967,65.08423076923074,33.578587100336314
0.1,0,high,11,262.8155882352941,189.88461270864522,72.93097552664892,55.56558823529413,34.61434243837494
0.1,0,high,8,214.81482456140353,170.48122530978569,44.33359925161781,42.164824561403506,34.715459544019915
0.1,0,low,10,84.15367521367521,206.81208104760734,-122.65840583393218,20.353675213675217,39.50127023679657
0.1,0,low,10,99.7779761904762,209.34099971882478,-109.56302352834858,18.22797619047619,39.62928800711308
0.1,0,high,9,244.46999999999997,172.7805776611117,71.68942233888819,52.870000000000005,33.6544515349856
0.1,0,low,9,71.16361111111112,190.89903146350514,-119.73542035239396,14.613611111111112,38.912544977018655
0.1,0,high,9,252.215814479638,177.65070256119014,74.56511191844783,61.06581447963801,33.34439625488388
0.1,0,low,11,79.43333333333334,214.9236842029411,-135.49035086960788,10.633333333333335,37.56782834708532
0.1,0,high,10,275.26750000000004,181.35798724208166,93.90951275791843,66.16749999999999,33.574203458297895
